candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order
abc_aux252b_forex_audjpy_h1_minor_abc_002,abc,candidate_counts,aux252b_forex_audjpy_h1_minor_abc_002,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,minor,bullish,candidate_abc,abc,2,5,2026-01-13 01:00:00,2026-01-14 07:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\029_abc_aux252b_forex_audjpy_h1_minor_abc_002.png,29
abc_aux252b_metals_xagusd_h1_minor_abc_005,abc,candidate_counts,aux252b_metals_xagusd_h1_minor_abc_005,aux252b_metals_xagusd_h1,Metals,XAGUSD.r,H1,minor,bullish,candidate_abc,abc,5,8,2026-01-13 01:00:00,2026-01-14 15:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\030_abc_aux252b_metals_xagusd_h1_minor_abc_005.png,30
abc_aux252b_index_aus200_h1_minor_abc_003,abc,candidate_counts,aux252b_index_aus200_h1_minor_abc_003,aux252b_index_aus200_h1,Index,AUS200,H1,minor,bullish,candidate_abc,abc,3,6,2026-01-07 07:00:00,2026-01-13 04:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\031_abc_aux252b_index_aus200_h1_minor_abc_003.png,31
abc_aux252b_forex_audjpy_h1_minor_abc_007,abc,candidate_counts,aux252b_forex_audjpy_h1_minor_abc_007,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,minor,bearish,candidate_abc,abc,7,10,2026-01-15 11:00:00,2026-01-16 17:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\032_abc_aux252b_forex_audjpy_h1_minor_abc_007.png,32
abc_aux252b_forex_audjpy_h1_major_abc_001,abc,candidate_counts,aux252b_forex_audjpy_h1_major_abc_001,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,major,bearish,candidate_abc,abc,1,4,2026-01-14 07:00:00,2026-01-19 01:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\033_abc_aux252b_forex_audjpy_h1_major_abc_001.png,33
abc_aux252b_metals_xagusd_h1_major_abc_002,abc,candidate_counts,aux252b_metals_xagusd_h1_major_abc_002,aux252b_metals_xagusd_h1,Metals,XAGUSD.r,H1,major,bearish,candidate_abc,abc,2,5,2026-01-15 01:00:00,2026-01-16 17:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\034_abc_aux252b_metals_xagusd_h1_major_abc_002.png,34
abc_aux252b_index_aus200_h1_major_abc_003,abc,candidate_counts,aux252b_index_aus200_h1_major_abc_003,aux252b_index_aus200_h1,Index,AUS200,H1,major,bullish,candidate_abc,abc,3,6,2026-01-07 17:00:00,2026-01-16 04:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\035_abc_aux252b_index_aus200_h1_major_abc_003.png,35
abc_aux252b_forex_audjpy_h1_major_abc_006,abc,candidate_counts,aux252b_forex_audjpy_h1_major_abc_006,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,major,bullish,candidate_abc,abc,6,9,2026-01-26 13:00:00,2026-01-29 07:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\036_abc_aux252b_forex_audjpy_h1_major_abc_006.png,36
near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005,near_miss,impulse_diagnostics,aux252b_forex_audjpy_h1_intermediate_impulse_005,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,intermediate,bearish,soft_impulse_near_miss,full_impulse_12345,5,10,2026-01-14 07:00:00,2026-01-20 15:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\037_near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005.png,37
near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003,near_miss,impulse_diagnostics,aux252b_metals_xagusd_h1_intermediate_impulse_003,aux252b_metals_xagusd_h1,Metals,XAGUSD.r,H1,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,3,8,2026-01-13 01:00:00,2026-01-15 21:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\038_near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003.png,38
