symbol,market_group,timeframe,layer_type,label,price,start_time,end_time,color,style,source,is_operational
CHINA50,Index,H4,fibonacci_0_382,Fib 38.2,15605.266,2026-04-27 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
CHINA50,Index,H4,fibonacci_0_5,Fib 50,15536,2026-04-27 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
CHINA50,Index,H4,fibonacci_0_618,Fib 61.8,15466.734,2026-04-27 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
CHINA50,Index,H4,fibonacci_0_786,Fib 78.6,15368.118,2026-04-27 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
CHINA50,Index,H4,fibonacci_1_272,Fib ext 1.272,15989.164,2026-04-27 04:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
CHINA50,Index,H4,fibonacci_1_618,Fib ext 1.618,16192.266,2026-04-27 04:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_0_0,Fib 0,1.63328,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_1_0,Fib 100,1.61879,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,1.6298604,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,1.6277448,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_0_5,Fib 50,1.626035,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,1.6243252,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,1.6218909,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,1.6372213,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,1.6422348,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_0_0,Fib 0,1.60595,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_1_0,Fib 100,1.62943,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,1.6114913,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,1.6149194,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_0_5,Fib 50,1.61769,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,1.6204606,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,1.6244053,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,1.5995634,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURAUD.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,1.5914394,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_0_0,Fib 0,1.61772,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_1_0,Fib 100,1.61018,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,1.6159406,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,1.6148397,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_0_5,Fib 50,1.61395,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,1.6130603,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,1.6117936,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,1.6197709,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,1.6223797,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_0_0,Fib 0,1.60571,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_1_0,Fib 100,1.58742,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,1.6013936,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,1.5987232,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_0_5,Fib 50,1.596565,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,1.5944068,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,1.5913341,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,1.6106849,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCAD.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,1.6170132,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_0_0,Fib 0,0.91903,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_1_0,Fib 100,0.91397,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,0.91783584,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,0.91709708,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_0_5,Fib 50,0.9165,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,0.91590292,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,0.91505284,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,0.92040632,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,0.92215708,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_0_0,Fib 0,0.90829,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_1_0,Fib 100,0.91695,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,0.91033376,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,0.91159812,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_0_5,Fib 50,0.91262,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,0.91364188,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,0.91509676,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,0.90593448,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURCHF.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,0.90293812,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_0_0,Fib 0,0.862,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_1_0,Fib 100,0.86609,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,0.86296524,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,0.86356238,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_0_5,Fib 50,0.864045,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,0.86452762,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,0.86521474,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,0.86088752,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,0.85947238,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_0_0,Fib 0,0.862,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_1_0,Fib 100,0.86815,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,0.8634514,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,0.8643493,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_0_5,Fib 50,0.865075,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,0.8658007,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,0.8668339,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,0.8603272,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURGBP.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,0.8581993,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_0_0,Fib 0,184.076,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_1_0,Fib 100,186.11,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,184.55602,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,184.85299,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_0_5,Fib 50,185.093,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,185.33301,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,185.67472,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,183.52275,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,182.81899,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_0_0,Fib 0,185.037,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_1_0,Fib 100,182.787,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,184.506,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,184.1775,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_0_5,Fib 50,183.912,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,183.6465,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,183.2685,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,185.649,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURJPY.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,186.4275,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_0_0,Fib 0,1.94461,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_1_0,Fib 100,1.9766,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,1.9521596,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,1.9568302,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_0_5,Fib 50,1.960605,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,1.9643798,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,1.9697541,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,1.9359087,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,1.9248402,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_0_0,Fib 0,1.94264,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_1_0,Fib 100,1.99331,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,1.9545981,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,1.9619959,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_0_5,Fib 50,1.967975,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,1.9739541,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,1.9824666,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,1.9288578,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURNZD.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,1.9113259,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_0_0,Fib 0,5963.3,2026-05-21 22:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_1_0,Fib 100,6118.3,2026-05-21 22:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_0_236,Fib 23.6,5999.88,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_0_382,Fib 38.2,6022.51,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_0_5,Fib 50,6040.8,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_0_618,Fib 61.8,6059.09,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_0_786,Fib 78.6,6085.13,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_1_272,Fib ext 1.272,5921.14,2026-05-21 22:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURO50,Index,H1,fibonacci_1_618,Fib ext 1.618,5867.51,2026-05-21 22:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_0_0,Fib 0,6070.95,2026-04-24 04:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_1_0,Fib 100,5724.85,2026-04-24 04:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_0_236,Fib 23.6,5989.2704,2026-04-24 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_0_382,Fib 38.2,5938.7398,2026-04-24 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_0_5,Fib 50,5897.9,2026-04-24 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_0_618,Fib 61.8,5857.0602,2026-04-24 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_0_786,Fib 78.6,5798.9154,2026-04-24 04:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_1_272,Fib ext 1.272,6165.0892,2026-04-24 04:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURO50,Index,H4,fibonacci_1_618,Fib ext 1.618,6284.8398,2026-04-24 04:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_0_0,Fib 0,1.15048,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_1_0,Fib 100,1.16443,2026-05-22 19:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_0_236,Fib 23.6,1.1537722,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_0_382,Fib 38.2,1.1558089,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_0_5,Fib 50,1.157455,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_0_618,Fib 61.8,1.1591011,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_0_786,Fib 78.6,1.1614447,2026-05-22 19:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_1_272,Fib ext 1.272,1.1466856,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H1,fibonacci_1_618,Fib ext 1.618,1.1418589,2026-05-22 19:00:00,2026-06-08 14:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_0_0,Fib 0,1.1604,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_1_0,Fib 100,1.17214,2026-04-27 12:00:00,2026-06-08 08:00:00,#d7a84b,solid,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_0_236,Fib 23.6,1.1631706,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_0_382,Fib 38.2,1.1648847,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_0_5,Fib 50,1.16627,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_0_618,Fib 61.8,1.1676553,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_0_786,Fib 78.6,1.1696276,2026-04-27 12:00:00,2026-06-08 08:00:00,#c793ff,dash,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_1_272,Fib ext 1.272,1.1572067,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
EURUSD.r,Forex Majors,H4,fibonacci_1_618,Fib ext 1.618,1.1531447,2026-04-27 12:00:00,2026-06-08 08:00:00,#8f6bd1,dot,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_0_0,Fib 0,8076.75,2026-05-21 22:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_1_0,Fib 100,8284.9,2026-05-21 22:00:00,2026-06-08 14:00:00,#d7a84b,solid,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_0_236,Fib 23.6,8125.8734,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_0_382,Fib 38.2,8156.2633,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_0_5,Fib 50,8180.825,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_0_618,Fib 61.8,8205.3867,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
FRA40,Index,H1,fibonacci_0_786,Fib 78.6,8240.3559,2026-05-21 22:00:00,2026-06-08 14:00:00,#c793ff,dash,fibonacci_context_v1,False
