request_id,package_id,provider_id,model_id,allow_network_call,max_prompt_tokens,max_output_tokens,timeout_seconds,max_cost,call_mode,api_key_env_var,secret_present_boolean,manual_intent_confirmed,macro_web_research_requested,config_complete,model_called,request_decision,request_reason
codex_ai_analyst_model_call_controlled_v1|US30_H1_rsi_extreme_with_context_86844a61,US30_H1_rsi_extreme_with_context_86844a61,codex_cli,,True,8000,1200,300,0.05,real,,False,True,False,True,False,real_model_call_failed,'charmap' codec can't encode character '\u2191' in position 8956: character maps to <undefined>
