Group,strategy,symbol,timeframe_ltf,timeframe_htf,timestamp,latest_closed_bar,direction,side,setup_id,setup_active,setup_age,raw_condition_ready,fresh_signal,already_seen,entry_ready,signal_state,reason,event_key,entry,sl,tp1,tp2,risk_pct,risk_amount,w2_swing,target_1_0,target_1_618,riskguard_accepted,riskguard_reason,riskguard_detail,riskguard_message
Forex Majors,enbolsa:macd_breakout,EURUSD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,1670,True,108,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,1.14151,1.15621,1.1655665199999998,False,,,
Forex Majors,enbolsa:macd_breakout,EURUSD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,1672,True,30,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,1.12795,1.11278428,False,,,
Forex Majors,enbolsa:macd_breakout,GBPAUD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,527,True,20,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,1.88823,1.8956769000000002,False,,,
Forex Majors,enbolsa:macd_breakout,GBPAUD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,525,True,40,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,1.89226,1.8824999999999998,1.8752632199999997,False,,,
Forex Majors,enbolsa:macd_breakout,GBPCAD.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,445,True,114,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,1.81131,1.8369900000000001,1.8534597000000002,False,,,
Forex Majors,enbolsa:macd_breakout,GBPCAD.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,444,True,42,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,1.80686,1.7960882599999999,False,,,
Forex Majors,enbolsa:macd_breakout,GBPCHF.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,497,True,46,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,1.04324,1.05468,1.0619106,False,,,
Forex Majors,enbolsa:macd_breakout,GBPCHF.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,496,True,35,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,1.0433,1.0392335599999998,False,,,
Forex Majors,enbolsa:macd_breakout,GBPJPY.r,H1,H4,2026-03-17 09:00:00,True,1,BUY,620,True,66,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,210.954,214.799,217.26791,False,,,
Forex Majors,enbolsa:macd_breakout,GBPJPY.r,H1,H4,2026-03-17 09:00:00,True,-1,SELL,619,True,15,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,209.812,208.373914,False,,,
