hypothesis_id,generated_at,symbol,market_group,timeframe,higher_timeframe,cut_number,as_of_bar_time,estimated_current_wave,confirmed_wave_context,next_wave_hypothesis,hypothesis_status,freshness_status,wave_stability_status,display_policy,invalidation_level,distance_to_invalidation_pct,last_persistent_pivot_at,last_candidate_pivot_at,persistent_pivot_count,candidate_pivot_count,superseded_pivot_count,wave_event,wave_event_reason,lookahead_safe,is_read_only,can_generate_signal,can_filter_trade,can_execute_order,source,data_origin,method_version,notes,payload_json
persistent_wave_v0_GBPUSD_r_H4_cut01_20250826T000000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,1,2025-08-26T00:00:00,possible_wave1,unknown,possible_wave2,provisional,provisional_estimate,provisional,show_with_warning,,,,2025-08-25T08:00:00,0,1,0,initial_hypothesis,candidate_pivot_guides_estimate,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2025_08_22T08_00_00_1_33903""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut02_20250916T200000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,2,2025-09-16T20:00:00,possible_wave1,unknown,possible_wave2,provisional,provisional_estimate,provisional,show_with_warning,,,,2025-09-10T12:00:00,0,2,0,candidate_pivot_seen,candidate_pivot_guides_estimate,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_09T12_00_00_1_35903""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut03_20251008T200000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,3,2025-10-08T20:00:00,possible_wave2,possible_wave1,possible_wave3_candidate,provisional,provisional_estimate,provisional,show_with_warning,,,2025-09-04T08:00:00,2025-10-02T16:00:00,1,3,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=1,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut04_20251030T160000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,4,2025-10-30T16:00:00,possible_wave5_active,possible_wave4,completed_impulse_candidate,provisional,provisional_estimate,provisional,show_with_warning,1.35273,0.02827,2025-10-02T16:00:00,2025-10-15T12:00:00,4,1,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=4,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2025_10_14T12_00_00_1_32483""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut05_20251121T160000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,5,2025-11-21T16:00:00,possible_wave5_candidate,possible_wave4,possible_wave5_active,provisional,provisional_estimate,provisional,show_with_warning,1.33204,0.016793,2025-10-02T16:00:00,2025-11-21T04:00:00,4,1,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=4,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2025_11_20T04_00_00_1_30375""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut06_20251215T120000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,6,2025-12-15T12:00:00,possible_wave5_candidate,possible_wave5_candidate,possible_wave5_active,forming,fresh_estimate,provisional,show_with_warning,1.30375,0.026115,2025-11-21T04:00:00,2025-12-12T16:00:00,5,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=5,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_high_2025_12_11T16_00_00_1_3438""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273"", ""GBPUSD_r_H4_low_2025_11_20T04_00_00_1_30375""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut07_20260108T120000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,7,2026-01-08T12:00:00,possible_wave5_candidate,possible_wave5_candidate,possible_wave5_active,forming,fresh_estimate,provisional,show_with_warning,1.30375,0.028741,2025-11-21T04:00:00,2026-01-07T08:00:00,5,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=5,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_high_2026_01_06T08_00_00_1_35675""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273"", ""GBPUSD_r_H4_low_2025_11_20T04_00_00_1_30375""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut08_20260130T080000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,8,2026-01-30T08:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,1.30375,0.0507,2026-01-07T08:00:00,2026-01-28T20:00:00,6,2,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=6,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2026_01_19T00_00_00_1_33343"", ""GBPUSD_r_H4_high_2026_01_27T20_00_00_1_38661""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273"", ""GBPUSD_r_H4_low_2025_11_20T04_00_00_1_30375"", ""GBPUSD_r_H4_high_2026_01_06T08_00_00_1_35675""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut09_20260223T080000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,9,2026-02-23T08:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,1.38661,0.026487,2026-01-28T20:00:00,2026-02-20T16:00:00,8,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=8,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2026_02_19T16_00_00_1_3434""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273"", ""GBPUSD_r_H4_low_2025_11_20T04_00_00_1_30375"", ""GBPUSD_r_H4_high_2026_01_06T08_00_00_1_35675"", ""GBPUSD_r_H4_low_2026_01_19T00_00_00_1_33343"", ""GBPUSD_r_H4_high_2026_01_27T20_00_00_1_38661""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_GBPUSD_r_H4_cut10_20260317T040000,2026-05-27T14:13:53Z,GBPUSD.r,Forex Majors,H4,D1,10,2026-03-17T04:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,1.38661,0.041671,2026-01-28T20:00:00,2026-03-11T08:00:00,8,2,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=8,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""GBPUSD_r_H4_low_2026_03_03T16_00_00_1_3253"", ""GBPUSD_r_H4_high_2026_03_10T08_00_00_1_3483""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""GBPUSD_r_H4_low_2025_09_03T08_00_00_1_33331"", ""GBPUSD_r_H4_high_2025_09_16T16_00_00_1_36716"", ""GBPUSD_r_H4_low_2025_09_26T00_00_00_1_33204"", ""GBPUSD_r_H4_high_2025_10_01T16_00_00_1_35273"", ""GBPUSD_r_H4_low_2025_11_20T04_00_00_1_30375"", ""GBPUSD_r_H4_high_2026_01_06T08_00_00_1_35675"", ""GBPUSD_r_H4_low_2026_01_19T00_00_00_1_33343"", ""GBPUSD_r_H4_high_2026_01_27T20_00_00_1_38661""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut01_20250825T080000,2026-05-27T14:13:53Z,US500,Index,H4,D1,1,2025-08-25T08:00:00,possible_wave1,unknown,possible_wave2,provisional,provisional_estimate,provisional,show_with_warning,,,,2025-08-21T16:00:00,0,1,0,initial_hypothesis,candidate_pivot_guides_estimate,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut02_20250916T080000,2026-05-27T14:13:53Z,US500,Index,H4,D1,2,2025-09-16T08:00:00,possible_wave2,possible_wave1,possible_wave3_candidate,provisional,provisional_estimate,provisional,show_with_warning,6346.85,0.043352,2025-08-21T16:00:00,2025-09-11T12:00:00,1,1,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=1,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_high_2025_09_10T12_00_00_6559_29""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut03_20251008T080000,2026-05-27T14:13:53Z,US500,Index,H4,D1,3,2025-10-08T08:00:00,possible_wave2,possible_wave1,possible_wave3_candidate,provisional,provisional_estimate,provisional,show_with_warning,6346.85,0.05635,2025-08-21T16:00:00,2025-10-06T16:00:00,1,1,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=1,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_high_2025_10_03T16_00_00_6751_97""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut04_20251030T040000,2026-05-27T14:13:53Z,US500,Index,H4,D1,4,2025-10-30T04:00:00,possible_wave3_active,possible_wave2,possible_wave4,provisional,provisional_estimate,provisional,show_with_warning,6346.85,0.078262,2025-10-06T16:00:00,2025-10-22T16:00:00,2,2,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=2,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_low_2025_10_10T20_00_00_6496_43"", ""US500_H4_high_2025_10_21T16_00_00_6758_6""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut05_20251121T040000,2026-05-27T14:13:53Z,US500,Index,H4,D1,5,2025-11-21T04:00:00,possible_wave4,possible_wave3_active,possible_wave5_candidate,provisional,provisional_estimate,provisional,show_with_warning,6751.97,0.030019,2025-10-13T20:00:00,2025-11-19T16:00:00,3,2,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=3,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_high_2025_10_30T04_00_00_6924_99"", ""US500_H4_low_2025_11_18T16_00_00_6576_4""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97"", ""US500_H4_low_2025_10_10T20_00_00_6496_43""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut06_20251215T040000,2026-05-27T14:13:53Z,US500,Index,H4,D1,6,2025-12-15T04:00:00,possible_wave5_candidate,possible_wave5_candidate,possible_wave5_active,forming,fresh_estimate,provisional,show_with_warning,6576.4,0.041288,2025-11-19T16:00:00,2025-12-08T16:00:00,5,1,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=5,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_high_2025_12_05T16_00_00_6896_21""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97"", ""US500_H4_low_2025_10_10T20_00_00_6496_43"", ""US500_H4_high_2025_10_30T04_00_00_6924_99"", ""US500_H4_low_2025_11_18T16_00_00_6576_4""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut07_20260108T040000,2026-05-27T14:13:53Z,US500,Index,H4,D1,7,2026-01-08T04:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,6576.4,0.048343,2025-12-08T16:00:00,2026-01-05T20:00:00,6,3,0,wave_phase_changed,candidate_pivot_guides_estimate;persistent_pivots=6,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_low_2025_12_18T04_00_00_6722_12"", ""US500_H4_high_2025_12_26T16_00_00_6949_95"", ""US500_H4_low_2026_01_02T20_00_00_6827_1""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97"", ""US500_H4_low_2025_10_10T20_00_00_6496_43"", ""US500_H4_high_2025_10_30T04_00_00_6924_99"", ""US500_H4_low_2025_11_18T16_00_00_6576_4"", ""US500_H4_high_2025_12_05T16_00_00_6896_21""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut08_20260130T040000,2026-05-27T14:13:53Z,US500,Index,H4,D1,8,2026-01-30T04:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,6949.95,0.002498,2026-01-05T20:00:00,2026-01-29T08:00:00,9,3,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=9,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_high_2026_01_13T12_00_00_7001_8"", ""US500_H4_low_2026_01_21T12_00_00_6785_65"", ""US500_H4_high_2026_01_28T08_00_00_7017_68""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97"", ""US500_H4_low_2025_10_10T20_00_00_6496_43"", ""US500_H4_high_2025_10_30T04_00_00_6924_99"", ""US500_H4_low_2025_11_18T16_00_00_6576_4"", ""US500_H4_high_2025_12_05T16_00_00_6896_21"", ""US500_H4_low_2025_12_18T04_00_00_6722_12"", ""US500_H4_high_2025_12_26T16_00_00_6949_95"", ""US500_H4_low_2026_01_02T20_00_00_6827_1""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
persistent_wave_v0_US500_H4_cut09_20260223T080000,2026-05-27T14:13:53Z,US500,Index,H4,D1,9,2026-02-23T08:00:00,possible_wave5_active,possible_wave5_active,completed_impulse_candidate,forming,fresh_estimate,provisional,show_with_warning,7017.68,0.01732,2026-01-29T08:00:00,2026-02-12T16:00:00,12,2,0,candidate_pivot_seen,candidate_pivot_guides_estimate;persistent_pivots=12,True,True,False,False,False,wavecount_persistent_hypothesis_v0,local_ohlc_artifact_progressive_cuts,wavecount_persistent_hypothesis_v0,persistent-pivot wave context only; no_signal_no_filter_no_execution,"{""candidate_pivot_uids"": [""US500_H4_low_2026_02_06T00_00_00_6734_22"", ""US500_H4_high_2026_02_11T16_00_00_6995_45""], ""operational_use"": ""forbidden"", ""persistent_pivot_uids"": [""US500_H4_low_2025_08_20T16_00_00_6346_85"", ""US500_H4_high_2025_10_03T16_00_00_6751_97"", ""US500_H4_low_2025_10_10T20_00_00_6496_43"", ""US500_H4_high_2025_10_30T04_00_00_6924_99"", ""US500_H4_low_2025_11_18T16_00_00_6576_4"", ""US500_H4_high_2025_12_05T16_00_00_6896_21"", ""US500_H4_low_2025_12_18T04_00_00_6722_12"", ""US500_H4_high_2025_12_26T16_00_00_6949_95"", ""US500_H4_low_2026_01_02T20_00_00_6827_1"", ""US500_H4_high_2026_01_13T12_00_00_7001_8"", ""US500_H4_low_2026_01_21T12_00_00_6785_65"", ""US500_H4_high_2026_01_28T08_00_00_7017_68""], ""pivot_config"": {""atr_period"": 20, ""candidate_lookback_bars"": 12, ""confirmation_bars"": 6, ""left_bars"": 10, ""min_atr_multiplier"": 2.1, ""min_bars_between_pivots"": 12, ""min_relative_move_pct"": 0.004}, ""structural_config"": {""allow_first_pivot"": true, ""min_leg_atr_multiplier"": 7.5, ""min_leg_bars"": 34, ""min_leg_relative_move_pct"": 0.012}}"
