candidate_id,source_scope,symbol,timeframe,swing_degree,prominence_vs_window,duration_vs_window,relative_structure_size,scale_fit_label,prominence_policy_label,prominence_score_delta,prominence_warning,should_downgrade_to_auxiliary,should_exclude_for_low_prominence,prominence_policy_reason,is_aus200_required_case,chart_path
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016,h1_h4,AUDJPY.r,H1,intermediate,0.259433,0.068182,medium_small,ambiguous_scale,ambiguous_scale,-11,scale is ambiguous,False,False,scale diagnostic is ambiguous; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png
impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036,h1_h4,XAGUSD.r,H1,intermediate,0.093439,0.031818,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure,-18,better handled as lower-timeframe substructure,True,False,diagnostic suggests lower timeframe / substructure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png
impulse_aux252b_index_aus200_h1_intermediate_impulse_007,h1_h4,AUS200,H1,intermediate,0.175129,0.049091,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure,-18,better handled as lower-timeframe substructure,True,False,diagnostic suggests lower timeframe / substructure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022,h1_h4,AUDJPY.r,H1,intermediate,0.38086,0.05,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure,-14,better handled as lower-timeframe substructure,True,False,diagnostic suggests lower timeframe / substructure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png
impulse_aux252b_forex_audjpy_h1_major_impulse_006,h1_h4,AUDJPY.r,H1,major,0.287103,0.091818,medium_small,ambiguous_scale,ambiguous_scale,-7,scale is ambiguous,False,False,scale diagnostic is ambiguous; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png
impulse_aux252b_metals_xagusd_h1_major_impulse_025,h1_h4,XAGUSD.r,H1,major,0.3354,0.13,balanced,acceptable_for_timeframe,acceptable_for_timeframe,4,,False,False,structure size is acceptable for the reviewed timeframe,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png
impulse_aux252b_index_aus200_h1_major_impulse_028,h1_h4,AUS200,H1,major,0.618943,0.09,medium_small,ambiguous_scale,ambiguous_scale,-7,scale is ambiguous,False,False,scale diagnostic is ambiguous; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\011_impulse_aux252b_index_aus200_h1_major_impulse_028.png
impulse_aux252b_forex_audjpy_h1_major_impulse_017,h1_h4,AUDJPY.r,H1,major,0.321518,0.081818,medium_small,ambiguous_scale,ambiguous_scale,-7,scale is ambiguous,False,False,scale diagnostic is ambiguous; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\012_impulse_aux252b_forex_audjpy_h1_major_impulse_017.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002,h1_h4,AUDJPY.r,H1,intermediate,0.087697,0.028182,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\013_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001,h1_h4,XAGUSD.r,H1,intermediate,0.265326,0.063636,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\014_partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001.png
partial_123_aux252b_index_aus200_h1_intermediate_partial123_003,h1_h4,AUS200,H1,intermediate,0.240335,0.069091,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\015_partial_123_aux252b_index_aus200_h1_intermediate_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005,h1_h4,AUDJPY.r,H1,intermediate,0.171621,0.060909,medium_small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\016_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_002,h1_h4,AUDJPY.r,H1,minor,0.087697,0.028182,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\017_partial_123_aux252b_forex_audjpy_h1_minor_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_minor_partial123_001,h1_h4,XAGUSD.r,H1,minor,0.215505,0.045455,small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\018_partial_123_aux252b_metals_xagusd_h1_minor_partial123_001.png
partial_123_aux252b_index_aus200_h1_minor_partial123_007,h1_h4,AUS200,H1,minor,0.119974,0.027273,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\019_partial_123_aux252b_index_aus200_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_007,h1_h4,AUDJPY.r,H1,minor,0.091813,0.028182,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\020_partial_123_aux252b_forex_audjpy_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_001,h1_h4,AUDJPY.r,H1,major,0.171621,0.060909,medium_small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\021_partial_123_aux252b_forex_audjpy_h1_major_partial123_001.png
partial_123_aux252b_metals_xagusd_h1_major_partial123_002,h1_h4,XAGUSD.r,H1,major,0.135477,0.036364,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\022_partial_123_aux252b_metals_xagusd_h1_major_partial123_002.png
partial_123_aux252b_index_aus200_h1_major_partial123_003,h1_h4,AUS200,H1,major,0.311727,0.129091,balanced,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\023_partial_123_aux252b_index_aus200_h1_major_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_006,h1_h4,AUDJPY.r,H1,major,0.285845,0.060909,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\024_partial_123_aux252b_forex_audjpy_h1_major_partial123_006.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_002,h1_h4,AUDJPY.r,H1,intermediate,0.087697,0.028182,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\025_abc_aux252b_forex_audjpy_h1_intermediate_abc_002.png
abc_aux252b_metals_xagusd_h1_intermediate_abc_003,h1_h4,XAGUSD.r,H1,intermediate,0.180173,0.042727,small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\026_abc_aux252b_metals_xagusd_h1_intermediate_abc_003.png
abc_aux252b_index_aus200_h1_intermediate_abc_003,h1_h4,AUS200,H1,intermediate,0.240335,0.069091,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\027_abc_aux252b_index_aus200_h1_intermediate_abc_003.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_005,h1_h4,AUDJPY.r,H1,intermediate,0.171621,0.060909,medium_small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\028_abc_aux252b_forex_audjpy_h1_intermediate_abc_005.png
abc_aux252b_forex_audjpy_h1_minor_abc_002,h1_h4,AUDJPY.r,H1,minor,0.087697,0.028182,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\029_abc_aux252b_forex_audjpy_h1_minor_abc_002.png
abc_aux252b_metals_xagusd_h1_minor_abc_005,h1_h4,XAGUSD.r,H1,minor,0.155106,0.034545,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\030_abc_aux252b_metals_xagusd_h1_minor_abc_005.png
abc_aux252b_index_aus200_h1_minor_abc_003,h1_h4,AUS200,H1,minor,0.240335,0.078182,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\031_abc_aux252b_index_aus200_h1_minor_abc_003.png
abc_aux252b_forex_audjpy_h1_minor_abc_007,h1_h4,AUDJPY.r,H1,minor,0.091813,0.028182,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\032_abc_aux252b_forex_audjpy_h1_minor_abc_007.png
abc_aux252b_forex_audjpy_h1_major_abc_001,h1_h4,AUDJPY.r,H1,major,0.171621,0.060909,medium_small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\033_abc_aux252b_forex_audjpy_h1_major_abc_001.png
abc_aux252b_metals_xagusd_h1_major_abc_002,h1_h4,XAGUSD.r,H1,major,0.135477,0.036364,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\034_abc_aux252b_metals_xagusd_h1_major_abc_002.png
abc_aux252b_index_aus200_h1_major_abc_003,h1_h4,AUS200,H1,major,0.311727,0.129091,balanced,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\035_abc_aux252b_index_aus200_h1_major_abc_003.png
abc_aux252b_forex_audjpy_h1_major_abc_006,h1_h4,AUDJPY.r,H1,major,0.285845,0.060909,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\036_abc_aux252b_forex_audjpy_h1_major_abc_006.png
near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005,h1_h4,AUDJPY.r,H1,intermediate,0.183855,0.095455,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\037_near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005.png
near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003,h1_h4,XAGUSD.r,H1,intermediate,0.180173,0.060909,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\038_near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_aux252b_index_aus200_h1_intermediate_impulse_003,h1_h4,AUS200,H1,intermediate,0.240335,0.086364,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\039_near_miss_aux252b_index_aus200_h1_intermediate_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_minor_impulse_009,h1_h4,AUDJPY.r,H1,minor,0.114109,0.04,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\040_near_miss_aux252b_forex_audjpy_h1_minor_impulse_009.png
near_miss_aux252b_metals_xagusd_h1_minor_impulse_012,h1_h4,XAGUSD.r,H1,minor,0.125159,0.032727,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\041_near_miss_aux252b_metals_xagusd_h1_minor_impulse_012.png
near_miss_aux252b_index_aus200_h1_minor_impulse_003,h1_h4,AUS200,H1,minor,0.240335,0.095455,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\042_near_miss_aux252b_index_aus200_h1_minor_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_major_impulse_019,h1_h4,AUDJPY.r,H1,major,0.341756,0.086364,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\043_near_miss_aux252b_forex_audjpy_h1_major_impulse_019.png
near_miss_aux252b_metals_xagusd_h1_major_impulse_002,h1_h4,XAGUSD.r,H1,major,0.15257,0.065455,medium_small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\044_near_miss_aux252b_metals_xagusd_h1_major_impulse_002.png
near_miss_aux252b_index_aus200_h1_major_impulse_007,h1_h4,AUS200,H1,major,0.325644,0.120909,balanced,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\045_near_miss_aux252b_index_aus200_h1_major_impulse_007.png
hard_invalid_aux252b_forex_audjpy_h1_intermediate_impulse_001,h1_h4,AUDJPY.r,H1,intermediate,0.12863,0.044545,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\046_hard_invalid_aux252b_forex_audjpy_h1_intermediate_impulse_001.png
hard_invalid_aux252b_metals_xagusd_h1_intermediate_impulse_001,h1_h4,XAGUSD.r,H1,intermediate,0.344694,0.091818,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\047_hard_invalid_aux252b_metals_xagusd_h1_intermediate_impulse_001.png
hard_invalid_aux252b_index_aus200_h1_intermediate_impulse_001,h1_h4,AUS200,H1,intermediate,0.240335,0.095455,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\048_hard_invalid_aux252b_index_aus200_h1_intermediate_impulse_001.png
hard_invalid_aux252b_forex_audjpy_h1_minor_impulse_001,h1_h4,AUDJPY.r,H1,minor,0.12863,0.044545,small,not_applicable,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\049_hard_invalid_aux252b_forex_audjpy_h1_minor_impulse_001.png
hard_invalid_aux252b_metals_xagusd_h1_minor_impulse_001,h1_h4,XAGUSD.r,H1,minor,0.265326,0.063636,medium_small,not_applicable,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\050_hard_invalid_aux252b_metals_xagusd_h1_minor_impulse_001.png
hard_invalid_aux252b_index_aus200_h1_minor_impulse_001,h1_h4,AUS200,H1,minor,0.240335,0.095455,medium_small,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\051_hard_invalid_aux252b_index_aus200_h1_minor_impulse_001.png
hard_invalid_aux252b_forex_audjpy_h1_major_impulse_001,h1_h4,AUDJPY.r,H1,major,0.432884,0.180909,balanced,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\052_hard_invalid_aux252b_forex_audjpy_h1_major_impulse_001.png
hard_invalid_aux252b_metals_xagusd_h1_major_impulse_001,h1_h4,XAGUSD.r,H1,major,0.361787,0.15,balanced,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\053_hard_invalid_aux252b_metals_xagusd_h1_major_impulse_001.png
hard_invalid_aux252b_index_aus200_h1_major_impulse_001,h1_h4,AUS200,H1,major,0.311727,0.155455,balanced,not_applicable,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\054_hard_invalid_aux252b_index_aus200_h1_major_impulse_001.png
