label,status,elapsed_seconds,error,rows_returned
gap_stats_NZDUSD.r_H1,ok,0.345,,1
gap_examples_short_NZDUSD.r_H1,ok,0.3677,,3
gap_examples_session_NZDUSD.r_H1,ok,0.3334,,3
pair_summary_NZDUSD.r_H4,ok,0.1718,,1
gap_stats_NZDUSD.r_H4,ok,0.0929,,1
gap_examples_short_NZDUSD.r_H4,ok,0.1019,,3
gap_examples_session_NZDUSD.r_H4,ok,0.116,,3
pair_summary_NZDUSD.r_D1,ok,0.028,,1
gap_stats_NZDUSD.r_D1,ok,0.0127,,1
gap_examples_short_NZDUSD.r_D1,ok,0.0128,,0
gap_examples_session_NZDUSD.r_D1,ok,0.0113,,3
pair_summary_USDCAD.r_M15,ok,2.0147,,1
gap_stats_USDCAD.r_M15,ok,1.13,,1
gap_examples_short_USDCAD.r_M15,ok,1.1232,,3
gap_examples_session_USDCAD.r_M15,ok,1.0099,,3
pair_summary_USDCAD.r_M30,ok,0.9795,,1
gap_stats_USDCAD.r_M30,ok,0.62,,1
gap_examples_short_USDCAD.r_M30,ok,0.5659,,3
gap_examples_session_USDCAD.r_M30,ok,0.6444,,3
pair_summary_USDCAD.r_H1,ok,0.5871,,1
gap_stats_USDCAD.r_H1,ok,0.3364,,1
gap_examples_short_USDCAD.r_H1,ok,0.3248,,3
gap_examples_session_USDCAD.r_H1,ok,0.3291,,3
pair_summary_USDCAD.r_H4,ok,0.1667,,1
gap_stats_USDCAD.r_H4,ok,0.1032,,1
gap_examples_short_USDCAD.r_H4,ok,0.0698,,3
gap_examples_session_USDCAD.r_H4,ok,0.0804,,3
pair_summary_USDCAD.r_D1,ok,0.0222,,1
gap_stats_USDCAD.r_D1,ok,0.0155,,1
gap_examples_short_USDCAD.r_D1,ok,0.016,,0
gap_examples_session_USDCAD.r_D1,ok,0.014,,3
pair_summary_USDCHF.r_M15,ok,2.0994,,1
gap_stats_USDCHF.r_M15,ok,1.1655,,1
gap_examples_short_USDCHF.r_M15,ok,1.084,,3
gap_examples_session_USDCHF.r_M15,ok,1.1147,,3
pair_summary_USDCHF.r_M30,ok,1.1408,,1
gap_stats_USDCHF.r_M30,ok,0.5433,,1
gap_examples_short_USDCHF.r_M30,ok,0.5472,,3
gap_examples_session_USDCHF.r_M30,ok,0.6562,,3
pair_summary_USDCHF.r_H1,ok,0.5481,,1
gap_stats_USDCHF.r_H1,ok,0.336,,1
gap_examples_short_USDCHF.r_H1,ok,0.339,,3
gap_examples_session_USDCHF.r_H1,ok,0.3237,,3
pair_summary_USDCHF.r_H4,ok,0.1121,,1
gap_stats_USDCHF.r_H4,ok,0.0913,,1
gap_examples_short_USDCHF.r_H4,ok,0.0866,,3
gap_examples_session_USDCHF.r_H4,ok,0.0854,,3
pair_summary_USDCHF.r_D1,ok,0.0253,,1
gap_stats_USDCHF.r_D1,ok,0.0138,,1
gap_examples_short_USDCHF.r_D1,ok,0.0343,,0
gap_examples_session_USDCHF.r_D1,ok,0.0129,,3
pair_summary_USDJPY_M15,ok,2.0279,,1
gap_stats_USDJPY_M15,ok,1.3304,,1
gap_examples_short_USDJPY_M15,ok,1.314,,3
gap_examples_session_USDJPY_M15,ok,1.149,,3
pair_summary_USDJPY_M30,ok,1.8859,,1
gap_stats_USDJPY_M30,ok,1.0809,,1
gap_examples_short_USDJPY_M30,ok,1.0331,,3
gap_examples_session_USDJPY_M30,ok,1.039,,3
pair_summary_USDJPY_H1,ok,1.8435,,1
gap_stats_USDJPY_H1,ok,1.0804,,1
gap_examples_short_USDJPY_H1,ok,0.9063,,3
gap_examples_session_USDJPY_H1,ok,0.8903,,3
pair_summary_USDJPY_H4,ok,0.6965,,1
gap_stats_USDJPY_H4,ok,0.4258,,1
gap_examples_short_USDJPY_H4,ok,0.4646,,3
gap_examples_session_USDJPY_H4,ok,0.4111,,3
pair_summary_USDJPY_D1,ok,0.1469,,1
gap_stats_USDJPY_D1,ok,0.0778,,1
gap_examples_short_USDJPY_D1,ok,0.0953,,0
gap_examples_session_USDJPY_D1,ok,0.0783,,3
pair_summary_XAGEUR.r_M15,ok,1.836,,1
gap_stats_XAGEUR.r_M15,ok,1.0354,,1
gap_examples_short_XAGEUR.r_M15,ok,1.0817,,3
gap_examples_session_XAGEUR.r_M15,ok,1.0359,,3
pair_summary_XAGEUR.r_M30,ok,0.9231,,1
gap_stats_XAGEUR.r_M30,ok,0.5257,,1
gap_examples_short_XAGEUR.r_M30,ok,0.562,,3
gap_examples_session_XAGEUR.r_M30,ok,0.565,,3
pair_summary_XAGEUR.r_H1,ok,0.423,,1
gap_stats_XAGEUR.r_H1,ok,0.2925,,1
gap_examples_short_XAGEUR.r_H1,ok,0.2701,,3
gap_examples_session_XAGEUR.r_H1,ok,0.2634,,3
pair_summary_XAGEUR.r_H4,ok,0.1498,,1
gap_stats_XAGEUR.r_H4,ok,0.0762,,1
gap_examples_short_XAGEUR.r_H4,ok,0.0718,,3
gap_examples_session_XAGEUR.r_H4,ok,0.0785,,3
pair_summary_XAGEUR.r_D1,ok,0.0273,,1
gap_stats_XAGEUR.r_D1,ok,0.0114,,1
gap_examples_short_XAGEUR.r_D1,ok,0.0141,,0
gap_examples_session_XAGEUR.r_D1,ok,0.0106,,3
pair_summary_XAGUSD.r_M15,ok,1.8817,,1
gap_stats_XAGUSD.r_M15,ok,1.0512,,1
gap_examples_short_XAGUSD.r_M15,ok,1.1275,,3
gap_examples_session_XAGUSD.r_M15,ok,1.3982,,3
pair_summary_XAGUSD.r_M30,ok,1.519,,1
gap_stats_XAGUSD.r_M30,ok,0.9442,,1
gap_examples_short_XAGUSD.r_M30,ok,0.7977,,3
gap_examples_session_XAGUSD.r_M30,ok,0.7429,,3
pair_summary_XAGUSD.r_H1,ok,0.7352,,1
gap_stats_XAGUSD.r_H1,ok,0.3715,,1
gap_examples_short_XAGUSD.r_H1,ok,0.4412,,3
gap_examples_session_XAGUSD.r_H1,ok,0.3873,,3
pair_summary_XAGUSD.r_H4,ok,0.1769,,1
gap_stats_XAGUSD.r_H4,ok,0.1104,,1
gap_examples_short_XAGUSD.r_H4,ok,0.1316,,3
gap_examples_session_XAGUSD.r_H4,ok,0.1242,,3
pair_summary_XAGUSD.r_D1,ok,0.0373,,1
gap_stats_XAGUSD.r_D1,ok,0.0217,,1
gap_examples_short_XAGUSD.r_D1,ok,0.0171,,0
gap_examples_session_XAGUSD.r_D1,ok,0.0233,,3
pair_summary_XAUEUR.r_M15,ok,1.7884,,1
gap_stats_XAUEUR.r_M15,ok,1.0444,,1
gap_examples_short_XAUEUR.r_M15,ok,1.0183,,3
gap_examples_session_XAUEUR.r_M15,ok,1.0841,,3
pair_summary_XAUEUR.r_M30,ok,1.1371,,1
gap_stats_XAUEUR.r_M30,ok,0.6433,,1
gap_examples_short_XAUEUR.r_M30,ok,0.5658,,3
gap_examples_session_XAUEUR.r_M30,ok,0.6504,,3
pair_summary_XAUEUR.r_H1,ok,0.6252,,1
gap_stats_XAUEUR.r_H1,ok,0.3064,,1
gap_examples_short_XAUEUR.r_H1,ok,0.3075,,3
gap_examples_session_XAUEUR.r_H1,ok,0.3225,,3
pair_summary_XAUEUR.r_H4,ok,0.1199,,1
gap_stats_XAUEUR.r_H4,ok,0.0782,,1
gap_examples_short_XAUEUR.r_H4,ok,0.0851,,3
gap_examples_session_XAUEUR.r_H4,ok,0.0765,,3
pair_summary_XAUEUR.r_D1,ok,0.038,,1
gap_stats_XAUEUR.r_D1,ok,0.0189,,1
gap_examples_short_XAUEUR.r_D1,ok,0.0112,,0
gap_examples_session_XAUEUR.r_D1,ok,0.0173,,3
pair_summary_XAUUSD.r_M15,ok,2.0047,,1
gap_stats_XAUUSD.r_M15,ok,0.9702,,1
gap_examples_short_XAUUSD.r_M15,ok,1.0384,,3
gap_examples_session_XAUUSD.r_M15,ok,1.0044,,3
pair_summary_XAUUSD.r_M30,ok,1.3182,,1
gap_stats_XAUUSD.r_M30,ok,0.7395,,1
gap_examples_short_XAUUSD.r_M30,ok,0.7319,,3
gap_examples_session_XAUUSD.r_M30,ok,0.7273,,3
pair_summary_XAUUSD.r_H1,ok,0.6741,,1
gap_stats_XAUUSD.r_H1,ok,0.4131,,1
gap_examples_short_XAUUSD.r_H1,ok,0.359,,3
gap_examples_session_XAUUSD.r_H1,ok,0.4068,,3
pair_summary_XAUUSD.r_H4,ok,0.1229,,1
gap_stats_XAUUSD.r_H4,ok,0.0822,,1
gap_examples_short_XAUUSD.r_H4,ok,0.1096,,3
gap_examples_session_XAUUSD.r_H4,ok,0.1056,,3
pair_summary_XAUUSD.r_D1,ok,0.0268,,1
gap_stats_XAUUSD.r_D1,ok,0.0172,,1
gap_examples_short_XAUUSD.r_D1,ok,0.0207,,0
gap_examples_session_XAUUSD.r_D1,ok,0.0157,,3
pair_summary_XCUUSD.r_M15,ok,0.8891,,1
gap_stats_XCUUSD.r_M15,ok,0.4692,,1
gap_examples_short_XCUUSD.r_M15,ok,0.5318,,3
gap_examples_session_XCUUSD.r_M15,ok,0.5021,,3
pair_summary_XCUUSD.r_M30,ok,0.4654,,1
gap_stats_XCUUSD.r_M30,ok,0.3091,,1
gap_examples_short_XCUUSD.r_M30,ok,0.3543,,3
gap_examples_session_XCUUSD.r_M30,ok,0.2785,,3
pair_summary_XCUUSD.r_H1,ok,0.2667,,1
gap_stats_XCUUSD.r_H1,ok,0.1356,,1
gap_examples_short_XCUUSD.r_H1,ok,0.171,,3
gap_examples_session_XCUUSD.r_H1,ok,0.1444,,3
pair_summary_XCUUSD.r_H4,ok,0.0634,,1
gap_stats_XCUUSD.r_H4,ok,0.0429,,1
gap_examples_short_XCUUSD.r_H4,ok,0.0438,,3
gap_examples_session_XCUUSD.r_H4,ok,0.0429,,3
pair_summary_XCUUSD.r_D1,ok,0.0122,,1
gap_stats_XCUUSD.r_D1,ok,0.0095,,1
gap_examples_short_XCUUSD.r_D1,ok,0.0097,,0
gap_examples_session_XCUUSD.r_D1,ok,0.0076,,3
pair_summary_XPDUSD_M15,ok,2.1152,,1
gap_stats_XPDUSD_M15,ok,1.0197,,1
gap_examples_short_XPDUSD_M15,ok,0.9816,,3
gap_examples_session_XPDUSD_M15,ok,1.1646,,3
pair_summary_XPDUSD_M30,ok,1.31,,1
gap_stats_XPDUSD_M30,ok,0.9249,,1
gap_examples_short_XPDUSD_M30,ok,0.7674,,3
gap_examples_session_XPDUSD_M30,ok,0.949,,3
pair_summary_XPDUSD_H1,ok,0.8267,,1
gap_stats_XPDUSD_H1,ok,0.4427,,1
gap_examples_short_XPDUSD_H1,ok,0.4031,,3
gap_examples_session_XPDUSD_H1,ok,0.3763,,3
pair_summary_XPDUSD_H4,ok,0.2292,,1
gap_stats_XPDUSD_H4,ok,0.1552,,1
gap_examples_short_XPDUSD_H4,ok,0.1219,,3
gap_examples_session_XPDUSD_H4,ok,0.132,,3
pair_summary_XPDUSD_D1,ok,0.0592,,1
gap_stats_XPDUSD_D1,ok,0.0455,,1
gap_examples_short_XPDUSD_D1,ok,0.0463,,0
gap_examples_session_XPDUSD_D1,ok,0.0406,,3
pair_summary_XPTUSD_M15,ok,1.9064,,1
gap_stats_XPTUSD_M15,ok,1.0699,,1
gap_examples_short_XPTUSD_M15,ok,1.0606,,3
gap_examples_session_XPTUSD_M15,ok,1.0044,,3
pair_summary_XPTUSD_M30,ok,1.2652,,1
gap_stats_XPTUSD_M30,ok,0.6859,,1
gap_examples_short_XPTUSD_M30,ok,0.7174,,3
gap_examples_session_XPTUSD_M30,ok,0.7119,,3
pair_summary_XPTUSD_H1,ok,0.7702,,1
gap_stats_XPTUSD_H1,ok,0.4188,,1
gap_examples_short_XPTUSD_H1,ok,0.4936,,3
gap_examples_session_XPTUSD_H1,ok,0.5539,,3
pair_summary_XPTUSD_H4,ok,0.1917,,1
gap_stats_XPTUSD_H4,ok,0.1385,,1
gap_examples_short_XPTUSD_H4,ok,0.1319,,3
gap_examples_session_XPTUSD_H4,ok,0.1311,,3
pair_summary_XPTUSD_D1,ok,0.1053,,1
gap_stats_XPTUSD_D1,ok,0.0332,,1
gap_examples_short_XPTUSD_D1,ok,0.0365,,0
gap_examples_session_XPTUSD_D1,ok,0.0344,,3
