strategy,symbol,direction_label,entry_rule,setup_id,exit_reason,entry_time,exit_time,entry_price,stop_price,exit_price,W_ID,X_ID,W_START,W_END,X_END,RETRACE_RATIO,FAN_BREAKOUT,BASE_CHANNEL_STATE,DECEL_CHANNEL_STATE,MACD_TRIGGER,STOCH_TRIGGER,PSAR_TRIGGER,PRIMARY_TRIGGER,MOMENTUM_CONFIRM,SESSION_OK,X_SEGMENT_COUNT,X_POSSIBLE_COMPOSITE,RR_OK,SETUP_STATUS,BLOCK_REASON,LAST_PASSED_STAGE,H4_ATTRACTOR_DIR,H4_ATTRACTOR_STAGE,H4_ATTRACTOR_BLOCK_REASON,H4_ATTRACTOR_TREND_OK,H4_ATTRACTOR_MACD_OK,H4_MACD_NEUTRAL,H4_STANDBY,H4_PSAR_FLIP_EVENT,H4_PSAR_FLIP_COUNT_WINDOW,H4_PSAR_LATERAL,H4_MACD_ZLR_BULL,H4_MACD_ZLR_BEAR,H4_MACD_ZLR_RELEVANT,FRACTAL_SEGMENT_COUNT,FRACTAL_EQUIVALENT_CLASS,SL_PRICE,TP_PRICE,TP_SOURCE,RR_RATIO,PLANNED_ENTRY_PRICE,size_fraction,balance_before_entry,risk_amount,risk_pct_real,stop_distance,stop_ticks,loss_per_lot,lots_raw,lots,expected_loss_at_sl,risk_gap,ticks_moved,tick_value_used,commission_per_side_per_lot,commission_entry,commission_exit,commission_total,pnl_money_gross,pnl_money,pnl_formula_money,pnl_formula_diff,pnl_net_diff,Variant
menendez_core,EURJPY.r,SHORT,menendez_core,150,SL,2018-03-01 10:30:00,2018-03-01 17:00:00,130.232,130.47,130.47,149.0,150.0,2018-02-28 14:00:00,2018-03-01 02:00:00,2018-03-01 10:00:00,0.5963035019455297,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,-1,H4_SHORT_READY,,True,True,False,False,False,1,False,False,False,False,2,OTHER,130.47,129.87162931540334,BB_LOWER,1.5141625403221033,130.232,1.0,10000.0,100.0,1.0,0.23799999999999955,237.99999999999955,130.02409269359975,0.7690882353291926,0.76,98.81831044713581,-1.181689552864185,-237.99999999999955,0.5463197172,3.0,2.2800000000000002,2.2800000000000002,4.5600000000000005,-98.81831044713581,-103.37831044713582,-98.81831044713581,0.0,0.0,faithful_operable_sma200_primary
menendez_core,USDJPY,LONG,menendez_core,228,SL,2018-03-29 11:00:00,2018-03-29 17:30:00,106.534,106.389,106.389,227.0,228.0,2018-03-28 14:00:00,2018-03-29 01:00:00,2018-03-29 10:00:00,0.45729013254787,True,1,1,False,True,False,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,1,H4_LONG_READY,,True,True,False,False,False,0,False,False,False,False,2,OTHER,106.389,106.9328368977653,BB_UPPER,2.750599294932858,106.534,1.0,9896.621689552865,98.96621689552865,1.0,0.14500000000001023,145.00000000001023,79.2163589940056,1.249315395864351,1.24,98.22828515256694,-0.737931742961706,-145.00000000001023,0.5463197172,3.0,3.7199999999999998,3.7199999999999998,7.4399999999999995,-98.22828515256694,-105.66828515256694,-98.22828515256694,0.0,0.0,faithful_operable_sma200_primary
menendez_core,EURJPY.r,SHORT,menendez_core,828,SL,2018-10-19 09:30:00,2018-10-19 14:00:00,128.835,129.018,129.018,827.0,828.0,2018-10-18 15:00:00,2018-10-19 00:30:00,2018-10-19 09:00:00,0.5888240200166792,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,-1,H4_SHORT_READY,,True,True,False,False,False,0,False,False,False,False,2,OTHER,129.018,128.41427627830387,BB_LOWER,2.299036730580062,128.835,1.0,9790.953404400298,97.90953404400298,1.0,0.18299999999999272,182.99999999999272,99.97650824759603,0.9793254011384944,0.97,96.97721300016815,-0.9323210438348326,-182.99999999999272,0.5463197172,3.0,2.91,2.91,5.82,-96.97721300016815,-102.79721300016814,-96.97721300016815,0.0,0.0,faithful_operable_sma200_primary
menendez_core,EURJPY.r,SHORT,menendez_core,1476,SL,2019-05-24 01:30:00,2019-05-24 03:00:00,122.439,122.601,122.601,1475.0,1476.0,2019-05-23 09:30:00,2019-05-23 17:00:00,2019-05-24 01:00:00,0.5316455696202571,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,-1,H4_SHORT_READY,,True,True,False,False,False,1,False,False,False,False,1,CORRECTIVE_EQUIVALENT,122.601,122.2736027208079,BB_LOWER,1.0209708592104065,122.439,1.0,9688.156191400129,96.88156191400128,1.0,0.16200000000000614,162.00000000000614,88.50379418640337,1.0946599838415172,1.09,96.46913566317969,-0.41242625082159634,-162.00000000000614,0.5463197172,3.0,3.2700000000000005,3.2700000000000005,6.540000000000001,-96.46913566317969,-103.00913566317969,-96.46913566317969,0.0,0.0,faithful_operable_sma200_primary
menendez_core,EURUSD.r,SHORT,menendez_core,1753,SL,2019-09-12 03:00:00,2019-09-12 04:00:00,1.10106,1.10139,1.10139,1752.0,1753.0,2019-09-11 09:00:00,2019-09-11 18:00:00,2019-09-12 02:30:00,0.4492979719188894,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,-1,H4_SHORT_READY,,True,False,True,True,False,1,False,False,False,False,1,CORRECTIVE_EQUIVALENT,1.10139,1.099840503409665,BB_LOWER,3.6954442131343335,1.10106,1.0,9585.147055736948,95.85147055736948,1.0,0.0003300000000001635,33.00000000001635,28.72437654901423,3.3369382410724224,3.33,95.65217390821739,-0.1992966491520889,-33.00000000001635,0.870435653,3.0,9.99,9.99,19.98,-95.65217390821739,-115.6321739082174,-95.65217390821739,0.0,0.0,faithful_operable_sma200_primary
menendez_core,USDJPY,LONG,menendez_core,2444,SL,2020-05-20 01:00:00,2020-05-20 11:30:00,107.76899999999999,107.603,107.603,2443.0,2444.0,2020-05-19 02:00:00,2020-05-19 18:00:00,2020-05-20 00:30:00,0.6101910828025494,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,1,H4_LONG_READY,,True,True,False,False,False,0,False,False,False,False,2,OTHER,107.603,107.98333570245367,BB_UPPER,1.2911789304438872,107.76899999999999,1.0,9469.51488182873,94.69514881828731,1.0,0.16599999999999682,165.99999999999682,90.68907305519826,1.044173742526299,1.04,94.3166359774062,-0.3785128408811147,-165.99999999999682,0.5463197172,3.0,3.12,3.12,6.24,-94.3166359774062,-100.55663597740619,-94.3166359774062,0.0,0.0,faithful_operable_sma200_primary
menendez_core,EURJPY.r,LONG,menendez_core,3005,SL,2020-10-21 01:30:00,2020-10-21 10:00:00,124.772,124.603,124.603,3004.0,3005.0,2020-10-20 11:00:00,2020-10-20 18:00:00,2020-10-21 01:00:00,0.5307486631016084,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,1,H4_LONG_READY,,True,True,False,False,False,0,False,False,False,False,4,OTHER,124.603,124.94656530762299,BB_UPPER,1.032930814337117,124.772,1.0,9368.958245851325,93.68958245851326,1.0,0.16900000000001114,169.00000000001114,92.3280322068061,1.0147468782683184,1.01,93.25131252887417,-0.43826992963909106,-169.00000000001114,0.5463197172,3.0,3.0300000000000002,3.0300000000000002,6.0600000000000005,-93.25131252887417,-99.31131252887417,-93.25131252887417,0.0,0.0,faithful_operable_sma200_primary
menendez_core,EURUSD.r,SHORT,menendez_core,2975,TP,2020-10-30 07:30:00,2020-10-30 11:30:00,1.16814,1.16944,1.1664093609406545,2974.0,2975.0,2020-10-29 10:00:00,2020-10-29 20:30:00,2020-10-30 07:00:00,0.4211026615969574,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,-1,H4_SHORT_READY,,True,True,False,False,False,0,False,False,False,False,2,OTHER,1.16944,1.1664093609406545,BB_LOWER,1.3312608148810356,1.16814,1.0,9269.64693332245,92.6964693332245,1.0,0.0013000000000000789,130.00000000000787,113.15663489000686,0.8191872215299569,0.81,91.65687426090555,-1.0395950723189458,173.06390593454512,0.8704280765,3.0,2.43,2.43,4.86,122.01814303088827,117.15814303088827,122.01814303088827,0.0,0.0,faithful_operable_sma200_primary
menendez_core,USDJPY,LONG,menendez_core,3214,SL,2021-01-29 19:30:00,2021-02-01 03:00:00,104.707,104.607,104.607,3213.0,3214.0,2021-01-29 01:30:00,2021-01-29 13:30:00,2021-01-29 17:00:00,0.47050359712230416,True,1,1,False,True,False,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,1,H4_LONG_READY,,True,True,False,False,False,0,False,False,False,False,2,OTHER,104.607,104.82644574860522,BB_UPPER,1.1944574860523685,104.707,1.0,9386.80507635334,93.86805076353339,1.0,0.09999999999999432,99.99999999999432,54.6319717199969,1.7181889616693982,1.71,93.42067164119469,-0.4473791223387025,-99.99999999999432,0.5463197172,3.0,5.13,5.13,10.26,-93.42067164119469,-103.68067164119469,-93.42067164119469,0.0,0.0,faithful_operable_sma200_primary
menendez_core,AUDUSD.r,SHORT,menendez_core,263,SL,2021-08-18 04:00:00,2021-08-18 04:30:00,0.72561,0.72585,0.72585,262.0,263.0,2021-08-17 16:00:00,2021-08-17 22:30:00,2021-08-18 03:30:00,0.4045226130653284,True,1,1,False,True,True,True,True,True,1,True,True,ENTRY_READY,,ENTRY_READY,-1,H4_SHORT_READY,,True,False,True,False,False,0,False,False,False,False,4,OTHER,0.72585,0.7247387659325919,BB_LOWER,3.6301419475333847,0.72561,1.0,9283.124404712145,92.83124404712146,1.0,0.00024000000000001798,24.000000000001794,20.89045567200156,4.44371561370672,4.44,92.75362318368694,-0.07762086343451813,-24.000000000001794,0.870435653,3.0,13.32,13.32,26.64,-92.75362318368694,-119.39362318368694,-92.75362318368694,0.0,0.0,faithful_operable_sma200_primary
