shadow_decision_id,setup_id,symbol,market_group,timeframe,setup_type,strategy,direction,setup_status,timing_state,setup_quality_score,automation_scope,min_auto_quality,shadow_state,shadow_reason,hypothetical_entry_time,hypothetical_entry_price,hypothetical_sl,hypothetical_tp1,hypothetical_tp2,would_open_position,would_modify_position,order_sent,can_send_order,source_artifacts,is_shadow_only,is_signal,can_execute_order
4dd85c14af41be25,trading_center_screener_unified_v1|CHINA50|H1|macd_breakout|646,CHINA50,Index,H1,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,16221.5,15918.0,15727.347,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
b42fec23f3305246,trading_center_screener_unified_v1|CHINA50|H4|macd_breakout|198,CHINA50,Index,H4,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,16221.5,15943.0,15767.797,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
ff6f66ea7d39364e,trading_center_screener_unified_v1|EURCHF.r|H1|macd_breakout|359,EURCHF.r,Forex Majors,H1,macd_breakout,macd_breakout,long,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,0.90944,0.91524,0.9195351,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
4a606b9365d5bac6,trading_center_screener_unified_v1|EURCHF.r|H4|macd_breakout|151,EURCHF.r,Forex Majors,H4,macd_breakout,macd_breakout,long,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,0.90944,0.91506,0.91924386,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
78702901f17b81bd,trading_center_screener_unified_v1|EURJPY.r|H1|macd_breakout|1664,EURJPY.r,Forex Majors,H1,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,186.151,185.337,184.80243,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
2cedca21dbe83e09,trading_center_screener_unified_v1|EURJPY.r|H4|macd_breakout|742,EURJPY.r,Forex Majors,H4,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,186.151,181.319,178.30130599999998,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
a442becc5cceca34,trading_center_screener_unified_v1|EURO50|H1|macd_breakout|657,EURO50,Index,H1,macd_breakout,macd_breakout,long,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,5976.3,6012.3,6041.3460000000005,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
9ee2c17b53b466e4,trading_center_screener_unified_v1|FRA40|H4|macd_breakout|200,FRA40,Index,H4,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,8269.1,8159.85,8075.4003,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
17078291b3401738,trading_center_screener_unified_v1|GBPCHF.r|H1|macd_breakout|512,GBPCHF.r,Forex Majors,H1,macd_breakout,macd_breakout,long,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,1.05352,1.05765,1.06020234,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
0de540ef17ebd887,trading_center_screener_unified_v1|GBPUSD.r|H1|macd_breakout|613,GBPUSD.r,Forex Majors,H1,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,1.34741,1.34168,1.33761974,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
60cd830fa0e7a18a,trading_center_screener_unified_v1|GER40|H1|macd_breakout|528,GER40,Index,H1,macd_breakout,macd_breakout,long,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,24385.45,24556.25,24690.1088,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
d52b58e70b75396e,trading_center_screener_unified_v1|HK50|H4|macd_breakout|225,HK50,Index,H4,macd_breakout,macd_breakout,short,invalidated_context,invalidated,1,below_min_quality,4,would_skip_context_only,setup_quality_below_min_auto_quality_4,,,26021.0,23851.0,22479.658,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
