symbol,timestamp,latest_timestamp,is_current,setup_state,last_passed_stage,entry_ready,reason_block,dir,entry,sl,tp,rr,h4_attractor_dir,h4_stage,h4_trend_ok,h4_macd_neutral,h4_psar_lateral,h4_psar_flip_count_window,h4_macd_zlr_relevant,fan_breakout,psar_trigger,primary_trigger,macd_trigger,stoch_trigger,momentum_confirm,session_ok,retrace_ratio,x_segment_count,x_possible_composite,fractal_eq_class,Variant
AUDUSD.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BULLISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,True,True,False,1,True,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
EURGBP.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BEARISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,True,True,False,1,False,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
EURJPY.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BULLISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,False,False,1,True,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
EURUSD.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BULLISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,True,False,1,True,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
GBPUSD.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BULLISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,True,False,1,True,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
NZDUSD.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BULLISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,True,False,1,True,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
USDCAD.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BEARISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,True,False,1,False,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
USDCHF.r,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BEARISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,True,False,1,True,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
USDJPY,2026-03-17 09:30:00,2026-03-17 09:30:00,True,H4_BLOCKED,H4_BLOCKED,False,H4_BEARISH_FAN_MISSING,0,,,,,0,H4_BLOCKED,False,False,False,2,False,False,False,False,False,False,False,False,,0,False,OTHER,faithful_operable_sma200_primary
