Variant,Activo,Trades,WR%,AvgWin%,AvgLoss%,R:R,PF,Return%,Sharpe,Sortino,MaxDD%,Calmar,NetProfit,Expectancy,AvgR,ExpectancyR,Exposure%,ReturnOverDrawdown,Velas,H4_BLOCKED,HTF_OK,SETUP_ROWS,RETRACE_OK,FAN_BREAKOUT,MACD_TRIGGER,STOCH_TRIGGER,RR_OK,ENTRY_READY
faithful_operable_sma200_primary,USDCHF.r,4,50.0,1.63,-1.05,1.55,1.47,0.87,0.37,47.98,0.94,0.28,87.27,21.82,0.289,0.289,0.04,0.93,59817,46009,13758,2076,453,2071,0,79,248,5
faithful_operable_sma200_primary,NZDUSD.r,4,50.0,1.21,-1.09,1.1,1.17,0.31,0.17,7.49,1.8,0.05,31.17,7.79,0.057,0.057,0.02,0.17,59818,46501,13250,2050,500,2042,4,65,237,7
faithful_operable_sma200_primary,USDCAD.r,3,33.3,1.03,-1.06,0.97,0.48,-0.97,-0.64,-18.44,0.9,-0.57,-96.58,-32.19,-0.366,-0.366,0.09,-1.07,59820,45998,13779,2075,415,2070,0,78,241,6
faithful_operable_sma200_primary,USDJPY,6,33.3,1.23,-1.06,1.16,0.54,-1.85,-0.75,-12.01,2.06,-0.14,-184.6,-30.77,-0.297,-0.297,0.15,-0.89,101653,76025,25507,3777,899,3773,995,124,418,7
faithful_operable_sma200_primary,GBPUSD.r,3,0.0,0.0,-1.04,0.0,0.0,-2.83,-51.44,-51.44,1.93,-0.59,-283.08,-94.36,-1.044,-1.044,0.06,-1.47,59818,46777,12982,1884,423,1882,9,76,295,3
faithful_operable_sma200_primary,AUDUSD.r,5,20.0,1.29,-1.15,1.13,0.29,-2.87,-1.45,-11.39,2.85,-0.22,-286.58,-57.32,-0.659,-0.659,0.07,-1.01,59821,46503,13262,2073,545,2070,0,77,247,9
faithful_operable_sma200_primary,EURUSD.r,8,25.0,1.23,-1.11,1.1,0.38,-3.68,-1.42,-14.59,3.71,-0.17,-367.67,-45.96,-0.526,-0.526,0.04,-0.99,101654,77720,23861,3490,734,3481,4,133,479,12
faithful_operable_sma200_primary,EURGBP.r,6,16.7,1.14,-1.07,1.06,0.21,-3.8,-2.11,-54.16,2.9,-0.69,-380.13,-63.36,-0.706,-0.706,0.12,-1.31,59821,46506,13278,1913,447,1911,0,80,261,9
faithful_operable_sma200_primary,EURJPY.r,6,16.7,1.2,-1.05,1.14,0.22,-3.91,-2.03,-34.52,3.08,-0.23,-390.8,-65.13,-0.673,-0.673,0.05,-1.27,101653,76961,24603,3814,945,3810,1136,96,426,6
