market_group,symbol,timeframe,timestamp,open,high,low,close,tick_volume,spread,real_volume
Index,US30,H1,2026-06-02 05:00:00,50873.3,50897.3,50873.3,50887.3,1687,140,0
Index,US30,H1,2026-06-02 06:00:00,50887.3,50918.3,50878.3,50916.3,1694,140,0
Index,US30,H1,2026-06-02 07:00:00,50916.3,50933.3,50900.3,50932.3,1205,140,0
Index,US30,H1,2026-06-02 08:00:00,50932.3,50964.3,50921.3,50936.3,1574,140,0
Index,US30,H1,2026-06-02 09:00:00,50936.3,50992.3,50930.3,50982.3,1890,140,0
Index,US30,H1,2026-06-02 10:00:00,50982.3,51067.8,50981.3,51064.3,3985,140,0
Index,US30,H1,2026-06-02 11:00:00,51063.3,51070.3,50974.9,51002.3,6075,140,0
Index,US30,H1,2026-06-02 12:00:00,51002.3,51002.3,50892.8,50911.3,4333,140,0
Index,US30,H1,2026-06-02 13:00:00,50911.3,50942.9,50887.9,50928.3,3053,140,0
Index,US30,H1,2026-06-02 14:00:00,50928.3,50938.8,50876.9,50893.3,3886,140,0
Index,US30,H1,2026-06-02 15:00:00,50893.3,50944.8,50851.9,50869.3,5583,140,0
Index,US30,H1,2026-06-02 16:00:00,50869.3,51297.45,50826.9,50970.9,41390,110,0
Index,US30,H1,2026-06-02 17:00:00,50970.9,51204.45,50928.45,51200.45,28461,110,0
Index,US30,H1,2026-06-02 18:00:00,51200.45,51333.45,51183.45,51251.45,14950,110,0
Index,US30,H1,2026-06-02 19:00:00,51252.45,51292.45,51199.45,51280.45,10290,110,0
Index,US30,H1,2026-06-02 20:00:00,51280.45,51296.45,51241.45,51275.45,8137,110,0
Index,US30,H1,2026-06-02 21:00:00,51275.45,51398.45,51269.8,51387.45,7113,110,0
Index,US30,H1,2026-06-02 22:00:00,51387.45,51429.45,51347.45,51383.8,7432,110,0
Index,US30,H1,2026-06-02 23:00:00,51384.3,51428.3,51383.3,51414.9,2468,140,0
Index,US30,H1,2026-06-03 01:00:00,51393.9,51411.9,51363.9,51380.3,3197,140,0
Index,US30,H1,2026-06-03 02:00:00,51380.3,51403.3,51267.3,51393.3,5855,140,0
Index,US30,H1,2026-06-03 03:00:00,51395.3,51409.4,51364.3,51372.3,3383,140,0
Index,US30,H1,2026-06-03 04:00:00,51372.3,51384.3,51352.3,51368.3,2044,140,0
Index,US30,H1,2026-06-03 05:00:00,51368.3,51383.3,51362.3,51370.3,957,140,0
Index,US30,H1,2026-06-03 06:00:00,51370.3,51386.3,51363.8,51373.3,795,140,0
Index,US30,H1,2026-06-03 07:00:00,51373.3,51379.3,51356.3,51362.3,527,140,0
Index,US30,H1,2026-06-03 08:00:00,51362.3,51374.3,51331.3,51332.3,1218,140,0
Index,US30,H1,2026-06-03 09:00:00,51332.3,51342.3,51297.3,51316.3,2571,140,0
Index,US30,H1,2026-06-03 10:00:00,51316.3,51319.3,51260.4,51275.3,4994,140,0
Index,US30,H1,2026-06-03 11:00:00,51275.3,51278.9,51238.9,51254.3,6178,140,0
Index,US30,H1,2026-06-03 12:00:00,51253.9,51257.9,51182.8,51188.9,4412,140,0
Index,US30,H1,2026-06-03 13:00:00,51189.3,51267.9,51168.3,51224.3,7865,140,0
Index,US30,H1,2026-06-03 14:00:00,51224.3,51280.3,51220.3,51245.3,4555,140,0
Index,US30,H1,2026-06-03 15:00:00,51247.3,51254.3,51131.9,51174.3,7315,140,0
Index,US30,H1,2026-06-03 16:00:00,51174.3,51257.45,51021.45,51073.4,41660,110,0
Index,US30,H1,2026-06-03 17:00:00,51073.4,51118.45,50919.45,50991.45,29316,110,0
Index,US30,H1,2026-06-03 18:00:00,50991.45,51000.45,50869.45,50931.45,19950,110,0
Index,US30,H1,2026-06-03 19:00:00,50931.45,50958.45,50891.45,50925.45,14038,110,0
Index,US30,H1,2026-06-03 20:00:00,50925.45,50963.45,50881.45,50940.45,10263,110,0
Index,US30,H1,2026-06-03 21:00:00,50940.45,50964.45,50898.45,50908.45,8435,110,0
Index,US30,H1,2026-06-03 22:00:00,50909.45,50912.45,50776.45,50795.45,12811,110,0
Index,US30,H1,2026-06-03 23:00:00,50796.3,50810.8,50727.3,50746.9,9500,140,0
Index,US30,H1,2026-06-04 01:00:00,50794.4,50838.9,50770.9,50830.3,5525,140,0
Index,US30,H1,2026-06-04 02:00:00,50830.3,50833.4,50768.9,50801.3,2867,140,0
Index,US30,H1,2026-06-04 03:00:00,50801.3,50836.3,50775.3,50807.3,6213,140,0
Index,US30,H1,2026-06-04 04:00:00,50806.3,50832.3,50765.9,50789.3,4785,140,0
Index,US30,H1,2026-06-04 05:00:00,50790.3,50795.3,50740.3,50775.3,4033,140,0
Index,US30,H1,2026-06-04 06:00:00,50775.3,50793.3,50752.3,50786.3,2155,140,0
Index,US30,H1,2026-06-04 07:00:00,50786.3,50808.3,50773.3,50799.3,1810,140,0
Index,US30,H1,2026-06-04 08:00:00,50799.3,50803.3,50761.3,50792.3,2764,140,0
Index,US30,H1,2026-06-04 09:00:00,50792.3,50853.3,50783.3,50845.3,3389,140,0
Index,US30,H1,2026-06-04 10:00:00,50845.3,50923.3,50835.9,50898.3,6695,140,0
Index,US30,H1,2026-06-04 11:00:00,50897.9,50992.8,50876.9,50893.4,11493,140,0
Index,US30,H1,2026-06-04 12:00:00,50893.4,51039.3,50881.4,51017.9,8407,140,0
Index,US30,H1,2026-06-04 13:00:00,51018.3,51057.9,50963.9,50988.9,6889,140,0
Index,US30,H1,2026-06-04 14:00:00,50987.9,51209.9,50983.9,51200.3,13925,140,0
Index,US30,H1,2026-06-04 15:00:00,51200.9,51323.9,51173.9,51272.9,12789,140,0
Index,US30,H1,2026-06-04 16:00:00,51272.9,51540.45,51220.4,51529.45,44093,110,0
Index,US30,H1,2026-06-04 17:00:00,51530.45,51566.45,51421.45,51517.45,31443,110,0
Index,US30,H1,2026-06-04 18:00:00,51517.45,51670.45,51517.45,51620.45,17872,110,0
Index,US30,H1,2026-06-04 19:00:00,51620.45,51723.45,51614.45,51674.45,11000,110,0
Index,US30,H1,2026-06-04 20:00:00,51674.45,51681.45,51570.45,51600.45,10460,110,0
Index,US30,H1,2026-06-04 21:00:00,51599.45,51680.45,51555.45,51673.45,8650,110,0
Index,US30,H1,2026-06-04 22:00:00,51673.45,51747.45,51651.4,51657.3,11687,110,0
Index,US30,H1,2026-06-04 23:00:00,51656.9,51683.3,51643.3,51657.9,3644,140,0
Index,US30,H1,2026-06-05 01:00:00,51659.3,51687.3,51636.9,51683.3,2440,140,0
Index,US30,H1,2026-06-05 02:00:00,51684.3,51685.3,51638.3,51641.3,1414,140,0
Index,US30,H1,2026-06-05 03:00:00,51641.3,51641.3,51598.3,51629.3,4806,140,0
Index,US30,H1,2026-06-05 04:00:00,51629.3,51652.3,51588.3,51623.3,5076,140,0
Index,US30,H1,2026-06-05 05:00:00,51623.3,51654.3,51590.3,51603.3,2178,140,0
Index,US30,H1,2026-06-05 06:00:00,51603.3,51626.3,51591.3,51611.3,2588,140,0
Index,US30,H1,2026-06-05 07:00:00,51611.3,51643.3,51601.3,51636.3,2255,140,0
Index,US30,H1,2026-06-05 08:00:00,51636.3,51661.3,51618.3,51641.3,2260,140,0
Index,US30,H1,2026-06-05 09:00:00,51641.3,51691.3,51637.3,51667.3,3469,140,0
Index,US30,H1,2026-06-05 10:00:00,51666.3,51710.3,51637.3,51665.9,8779,140,0
Index,US30,H1,2026-06-05 11:00:00,51665.9,51718.3,51644.3,51703.3,9203,140,0
Index,US30,H1,2026-06-05 12:00:00,51703.3,51820.9,51691.9,51733.3,12339,140,0
Index,US30,H1,2026-06-05 13:00:00,51733.3,51766.9,51720.3,51737.3,3561,140,0
Index,US30,H1,2026-06-05 14:00:00,51736.9,51775.9,51695.3,51718.9,5910,140,0
Index,US30,H1,2026-06-05 15:00:00,51718.3,51835.8,51637.3,51700.9,18208,140,0
Index,US30,H1,2026-06-05 16:00:00,51700.9,51764.8,51451.45,51476.45,49455,110,0
Index,US30,H1,2026-06-05 17:00:00,51476.45,51589.45,51428.45,51508.45,43574,110,0
Index,US30,H1,2026-06-05 18:00:00,51509.45,51535.45,51310.45,51310.45,26765,110,0
Index,US30,H1,2026-06-05 19:00:00,51310.45,51343.45,51148.45,51262.45,29090,110,0
Index,US30,H1,2026-06-05 20:00:00,51261.45,51277.45,51174.45,51245.45,26932,110,0
Index,US30,H1,2026-06-05 21:00:00,51246.45,51254.45,50988.45,50998.45,28706,110,0
