chart_layer_id,setup_id,symbol,timeframe,layer_type,label,price,start_price,end_price,start_time,end_time,color,style,source,is_operational
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,r2,R2 previo,0.97472333,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#80d8ff,dash,ohlc_previous_day_context,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,r3,R3 previo,0.98122667,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#5ce0ca,dash,ohlc_previous_day_context,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,s2,S2 previo,0.95468333,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#80d8ff,dash,ohlc_previous_day_context,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,s3,S3 previo,0.95116667,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#5ce0ca,dash,ohlc_previous_day_context,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,previous_high,Maximo dia previo,0.96822,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#7bd88f,dash,ohlc_previous_day_context,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,previous_low,Minimo dia previo,0.9582,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#e36d64,dash,ohlc_previous_day_context,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,round_level_1,Nivel redondo inferior,0.965,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#a56cff,solid,ohlc_nearby_round_levels,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,round_level_2,Nivel redondo superior,0.97,,,2025-11-18 02:00:00,2026-03-17 09:00:00,#a56cff,solid,ohlc_nearby_round_levels,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_0_0,Fib 0,0.9619,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#d7a84b,solid,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_1_0,Fib 100,0.94619,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#d7a84b,solid,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_0_236,Fib 23.6,0.95819244,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#c793ff,dash,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_0_382,Fib 38.2,0.95589878,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#c793ff,dash,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_0_5,Fib 50,0.954045,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#c793ff,dash,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_0_618,Fib 61.8,0.95219122,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#c793ff,dash,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_0_786,Fib 78.6,0.94955194,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#c793ff,dash,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_1_272,Fib ext 1.272,0.96617312,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#8f6bd1,dot,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,fibonacci_1_618,Fib ext 1.618,0.97160878,,,2026-03-02 14:00:00,2026-03-17 09:00:00,#8f6bd1,dot,fibonacci_context_v1,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,macd_w1_leg,W1 estudio,,0.95972,0.96675,2026-03-13 13:00:00,2026-03-13 17:00:00,#58e6d3,solid,w1_start_price|w1_end_price,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,macd_w2_retracement,W2 estudio,,0.96675,0.9571,2026-03-13 17:00:00,2026-03-16 00:00:00,#f4b740,solid,w1_end_price|w2_swing_price,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,macd_w2_directrix,Reg W2 highs estudio,,0.9625869005847956,0.9598145579635362,2026-03-13 17:00:00,2026-03-17 09:00:00,#5ce0ca,dash,w2_high_regression_projected,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,macd_breakout_level,Ruptura estudio,0.9613393464052288,0.9613393464052288,0.9613393464052288,2026-03-13 17:00:00,2026-06-04 21:12:47.551265+00:00,#ffd166,dash,breakout_level,False
trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|layers,trading_center_screener_unified_v1|AUDCAD.r|H1|macd_breakout|531,AUDCAD.r,H1,macd_sl_study,SL estudio,0.9571,0.9571,0.9571,2026-03-13 17:00:00,2026-06-04 21:12:47.551265+00:00,#ff6b6b,dot,sl_study,False
