timeframe,asset_1,asset_2,pair,metric,window,latest_corr,previous_corr,delta_prev,mean_corr,latest_abs,obs,is_read_only,can_execute_order,signals_generated
H1,BRENT,EURCHF.r,BRENT | EURCHF.r,dcor,120,0.211081,0.489391,-0.278311,0.350236,0.211081,80,True,False,False
H1,BRENT,EURGBP.r,BRENT | EURGBP.r,pearson,120,0.04328,0.028878,0.014403,0.036079,0.04328,120,True,False,False
H1,BRENT,EURGBP.r,BRENT | EURGBP.r,spearman,120,0.038263,0.044562,-0.006299,0.041413,0.038263,120,True,False,False
H1,BRENT,EURGBP.r,BRENT | EURGBP.r,kendall,120,0.031097,0.028713,0.002383,0.029905,0.031097,120,True,False,False
H1,BRENT,EURGBP.r,BRENT | EURGBP.r,dcor,120,0.18174,0.213182,-0.031442,0.197461,0.18174,80,True,False,False
H1,BRENT,EURJPY.r,BRENT | EURJPY.r,pearson,120,-0.067071,-0.185001,0.11793,-0.126036,0.067071,120,True,False,False
H1,BRENT,EURJPY.r,BRENT | EURJPY.r,spearman,120,-0.110785,-0.277325,0.166539,-0.194055,0.110785,120,True,False,False
H1,BRENT,EURJPY.r,BRENT | EURJPY.r,kendall,120,-0.07535,-0.185154,0.109804,-0.130252,0.07535,120,True,False,False
H1,BRENT,EURJPY.r,BRENT | EURJPY.r,dcor,120,0.256965,0.229298,0.027667,0.243132,0.256965,80,True,False,False
H1,BRENT,EURNZD.r,BRENT | EURNZD.r,pearson,120,0.203464,0.003236,0.200228,0.10335,0.203464,120,True,False,False
H1,BRENT,EURNZD.r,BRENT | EURNZD.r,spearman,120,0.23628,0.170741,0.065539,0.203511,0.23628,120,True,False,False
H1,BRENT,EURNZD.r,BRENT | EURNZD.r,kendall,120,0.167227,0.118487,0.048739,0.142857,0.167227,120,True,False,False
H1,BRENT,EURNZD.r,BRENT | EURNZD.r,dcor,120,0.296784,0.299566,-0.002782,0.298175,0.296784,80,True,False,False
H1,BRENT,EURO50,BRENT | EURO50,pearson,120,-0.693064,-0.396483,-0.296581,-0.544773,0.693064,120,True,False,False
H1,BRENT,EURO50,BRENT | EURO50,spearman,120,-0.558474,-0.502365,-0.056109,-0.530419,0.558474,120,True,False,False
H1,BRENT,EURO50,BRENT | EURO50,kendall,120,-0.415015,-0.357918,-0.057097,-0.386467,0.415015,120,True,False,False
H1,BRENT,EURO50,BRENT | EURO50,dcor,120,0.570523,0.606931,-0.036408,0.588727,0.570523,80,True,False,False
H1,BRENT,EURUSD.r,BRENT | EURUSD.r,pearson,120,-0.649935,-0.287908,-0.362027,-0.468922,0.649935,120,True,False,False
H1,BRENT,EURUSD.r,BRENT | EURUSD.r,spearman,120,-0.629481,-0.403584,-0.225898,-0.516532,0.629481,120,True,False,False
H1,BRENT,EURUSD.r,BRENT | EURUSD.r,kendall,120,-0.45098,-0.284314,-0.166667,-0.367647,0.45098,120,True,False,False
H1,BRENT,EURUSD.r,BRENT | EURUSD.r,dcor,120,0.545711,0.609941,-0.064229,0.577826,0.545711,80,True,False,False
H1,BRENT,FRA40,BRENT | FRA40,pearson,120,-0.684693,-0.388868,-0.295825,-0.53678,0.684693,120,True,False,False
H1,BRENT,FRA40,BRENT | FRA40,spearman,120,-0.537049,-0.458046,-0.079003,-0.497547,0.537049,120,True,False,False
H1,BRENT,FRA40,BRENT | FRA40,kendall,120,-0.392044,-0.32577,-0.066274,-0.358907,0.392044,120,True,False,False
H1,BRENT,FRA40,BRENT | FRA40,dcor,120,0.530688,0.6098,-0.079112,0.570244,0.530688,80,True,False,False
H1,BRENT,GBPAUD.r,BRENT | GBPAUD.r,pearson,120,0.327056,-0.019643,0.346699,0.153707,0.327056,120,True,False,False
H1,BRENT,GBPAUD.r,BRENT | GBPAUD.r,spearman,120,0.338899,0.157893,0.181006,0.248396,0.338899,120,True,False,False
H1,BRENT,GBPAUD.r,BRENT | GBPAUD.r,kendall,120,0.242017,0.112605,0.129412,0.177311,0.242017,120,True,False,False
H1,BRENT,GBPAUD.r,BRENT | GBPAUD.r,dcor,120,0.361099,0.348286,0.012812,0.354693,0.361099,80,True,False,False
H1,BRENT,GBPCAD.r,BRENT | GBPCAD.r,pearson,120,-0.591059,-0.374653,-0.216405,-0.482856,0.591059,120,True,False,False
H1,BRENT,GBPCAD.r,BRENT | GBPCAD.r,spearman,120,-0.578478,-0.404341,-0.174137,-0.491409,0.578478,120,True,False,False
H1,BRENT,GBPCAD.r,BRENT | GBPCAD.r,kendall,120,-0.410924,-0.282353,-0.128571,-0.346639,0.410924,120,True,False,False
H1,BRENT,GBPCAD.r,BRENT | GBPCAD.r,dcor,120,0.468602,0.60489,-0.136288,0.536746,0.468602,80,True,False,False
H1,BRENT,GBPCHF.r,BRENT | GBPCHF.r,pearson,120,-0.226278,-0.048891,-0.177387,-0.137585,0.226278,120,True,False,False
H1,BRENT,GBPCHF.r,BRENT | GBPCHF.r,spearman,120,-0.218047,-0.066512,-0.151535,-0.142279,0.218047,120,True,False,False
H1,BRENT,GBPCHF.r,BRENT | GBPCHF.r,kendall,120,-0.142167,-0.047339,-0.094828,-0.094753,0.142167,120,True,False,False
H1,BRENT,GBPCHF.r,BRENT | GBPCHF.r,dcor,120,0.171994,0.375936,-0.203942,0.273965,0.171994,80,True,False,False
H1,BRENT,GBPJPY.r,BRENT | GBPJPY.r,pearson,120,-0.088814,-0.174703,0.085889,-0.131759,0.088814,120,True,False,False
H1,BRENT,GBPJPY.r,BRENT | GBPJPY.r,spearman,120,-0.116744,-0.2549,0.138155,-0.185822,0.116744,120,True,False,False
H1,BRENT,GBPJPY.r,BRENT | GBPJPY.r,kendall,120,-0.077871,-0.17507,0.097199,-0.126471,0.077871,120,True,False,False
H1,BRENT,GBPJPY.r,BRENT | GBPJPY.r,dcor,120,0.238908,0.219109,0.019799,0.229008,0.238908,80,True,False,False
H1,BRENT,GBPNZD.r,BRENT | GBPNZD.r,pearson,120,0.168606,-0.015425,0.184031,0.076591,0.168606,120,True,False,False
H1,BRENT,GBPNZD.r,BRENT | GBPNZD.r,spearman,120,0.212681,0.104229,0.108452,0.158455,0.212681,120,True,False,False
H1,BRENT,GBPNZD.r,BRENT | GBPNZD.r,kendall,120,0.144258,0.067507,0.076751,0.105882,0.144258,120,True,False,False
H1,BRENT,GBPNZD.r,BRENT | GBPNZD.r,dcor,120,0.29317,0.293268,-9.8e-05,0.293219,0.29317,80,True,False,False
H1,BRENT,GBPUSD.r,BRENT | GBPUSD.r,pearson,120,-0.636546,-0.28724,-0.349306,-0.461893,0.636546,120,True,False,False
H1,BRENT,GBPUSD.r,BRENT | GBPUSD.r,spearman,120,-0.583186,-0.407619,-0.175568,-0.495402,0.583186,120,True,False,False
H1,BRENT,GBPUSD.r,BRENT | GBPUSD.r,kendall,120,-0.417087,-0.284874,-0.132213,-0.35098,0.417087,120,True,False,False
H1,BRENT,GBPUSD.r,BRENT | GBPUSD.r,dcor,120,0.49349,0.613747,-0.120257,0.553619,0.49349,80,True,False,False
H1,BRENT,GER40,BRENT | GER40,pearson,120,-0.695997,-0.44896,-0.247038,-0.572479,0.695997,120,True,False,False
H1,BRENT,GER40,BRENT | GER40,spearman,120,-0.570519,-0.51996,-0.050559,-0.545239,0.570519,120,True,False,False
H1,BRENT,GER40,BRENT | GER40,kendall,120,-0.421569,-0.371148,-0.05042,-0.396359,0.421569,120,True,False,False
H1,BRENT,GER40,BRENT | GER40,dcor,120,0.569843,0.636451,-0.066608,0.603147,0.569843,80,True,False,False
H1,BRENT,HK50,BRENT | HK50,pearson,120,-0.416702,-0.240971,-0.175731,-0.328837,0.416702,120,True,False,False
H1,BRENT,HK50,BRENT | HK50,spearman,120,-0.435405,-0.382818,-0.052587,-0.409112,0.435405,120,True,False,False
H1,BRENT,HK50,BRENT | HK50,kendall,120,-0.310924,-0.259664,-0.051261,-0.285294,0.310924,120,True,False,False
H1,BRENT,HK50,BRENT | HK50,dcor,120,0.461181,0.419363,0.041818,0.440272,0.461181,80,True,False,False
H1,BRENT,ITA40,BRENT | ITA40,pearson,120,-0.426362,0.144285,-0.570647,-0.141039,0.426362,120,True,False,False
H1,BRENT,ITA40,BRENT | ITA40,spearman,120,-0.514695,0.135294,-0.64999,-0.189701,0.514695,120,True,False,False
H1,BRENT,ITA40,BRENT | ITA40,kendall,120,-0.369468,0.092157,-0.461625,-0.138655,0.369468,120,True,False,False
H1,BRENT,ITA40,BRENT | ITA40,dcor,120,0.530519,0.38851,0.14201,0.459515,0.530519,80,True,False,False
H1,BRENT,JP225,BRENT | JP225,pearson,120,-0.660449,-0.424319,-0.23613,-0.542384,0.660449,120,True,False,False
H1,BRENT,JP225,BRENT | JP225,spearman,120,-0.594166,-0.484784,-0.109383,-0.539475,0.594166,120,True,False,False
H1,BRENT,JP225,BRENT | JP225,kendall,120,-0.431653,-0.344258,-0.087395,-0.387955,0.431653,120,True,False,False
H1,BRENT,JP225,BRENT | JP225,dcor,120,0.597025,0.606944,-0.009919,0.601985,0.597025,80,True,False,False
H1,BRENT,LTCUSD,BRENT | LTCUSD,pearson,120,-0.297993,-0.263395,-0.034598,-0.280694,0.297993,120,True,False,False
H1,BRENT,LTCUSD,BRENT | LTCUSD,spearman,120,-0.26809,-0.36987,0.10178,-0.31898,0.26809,120,True,False,False
H1,BRENT,LTCUSD,BRENT | LTCUSD,kendall,120,-0.181691,-0.247496,0.065805,-0.214594,0.181691,120,True,False,False
H1,BRENT,LTCUSD,BRENT | LTCUSD,dcor,120,0.323345,0.395594,-0.072249,0.35947,0.323345,80,True,False,False
H1,BRENT,NZDCAD.r,BRENT | NZDCAD.r,pearson,120,-0.610679,-0.265956,-0.344722,-0.438317,0.610679,120,True,False,False
H1,BRENT,NZDCAD.r,BRENT | NZDCAD.r,spearman,120,-0.667289,-0.436739,-0.230551,-0.552014,0.667289,120,True,False,False
H1,BRENT,NZDCAD.r,BRENT | NZDCAD.r,kendall,120,-0.485154,-0.312605,-0.172549,-0.39888,0.485154,120,True,False,False
H1,BRENT,NZDCAD.r,BRENT | NZDCAD.r,dcor,120,0.566472,0.644309,-0.077837,0.605391,0.566472,80,True,False,False
H1,BRENT,NZDCHF.r,BRENT | NZDCHF.r,pearson,120,-0.334545,-0.019485,-0.31506,-0.177015,0.334545,120,True,False,False
H1,BRENT,NZDCHF.r,BRENT | NZDCHF.r,spearman,120,-0.361356,-0.192878,-0.168477,-0.277117,0.361356,120,True,False,False
H1,BRENT,NZDCHF.r,BRENT | NZDCHF.r,kendall,120,-0.253659,-0.132922,-0.120737,-0.193291,0.253659,120,True,False,False
H1,BRENT,NZDCHF.r,BRENT | NZDCHF.r,dcor,120,0.336459,0.450881,-0.114421,0.39367,0.336459,80,True,False,False
H1,BRENT,NZDJPY.r,BRENT | NZDJPY.r,pearson,120,-0.21189,-0.125571,-0.086319,-0.16873,0.21189,120,True,False,False
H1,BRENT,NZDJPY.r,BRENT | NZDJPY.r,spearman,120,-0.281728,-0.33694,0.055212,-0.309334,0.281728,120,True,False,False
H1,BRENT,NZDJPY.r,BRENT | NZDJPY.r,kendall,120,-0.201961,-0.230532,0.028571,-0.216246,0.201961,120,True,False,False
H1,BRENT,NZDJPY.r,BRENT | NZDJPY.r,dcor,120,0.365224,0.316593,0.048632,0.340909,0.365224,80,True,False,False
H1,BRENT,NZDUSD.r,BRENT | NZDUSD.r,pearson,120,-0.575811,-0.204859,-0.370952,-0.390335,0.575811,120,True,False,False
H1,BRENT,NZDUSD.r,BRENT | NZDUSD.r,spearman,120,-0.595104,-0.383631,-0.211473,-0.489367,0.595104,120,True,False,False
H1,BRENT,NZDUSD.r,BRENT | NZDUSD.r,kendall,120,-0.431373,-0.269468,-0.161905,-0.35042,0.431373,120,True,False,False
H1,BRENT,NZDUSD.r,BRENT | NZDUSD.r,dcor,120,0.528811,0.568816,-0.040006,0.548814,0.528811,80,True,False,False
H1,BRENT,RPLUSD,BRENT | RPLUSD,pearson,120,-0.231468,-0.213358,-0.01811,-0.222413,0.231468,120,True,False,False
H1,BRENT,RPLUSD,BRENT | RPLUSD,spearman,120,-0.286645,-0.363609,0.076964,-0.325127,0.286645,120,True,False,False
H1,BRENT,RPLUSD,BRENT | RPLUSD,kendall,120,-0.188235,-0.248179,0.059944,-0.218207,0.188235,120,True,False,False
H1,BRENT,RPLUSD,BRENT | RPLUSD,dcor,120,0.319427,0.415591,-0.096165,0.367509,0.319427,80,True,False,False
H1,BRENT,SPA35,BRENT | SPA35,pearson,120,-0.407301,-0.278846,-0.128455,-0.343073,0.407301,120,True,False,False
H1,BRENT,SPA35,BRENT | SPA35,spearman,120,-0.423029,-0.098326,-0.324703,-0.260678,0.423029,120,True,False,False
H1,BRENT,SPA35,BRENT | SPA35,kendall,120,-0.295798,-0.066667,-0.229132,-0.181232,0.295798,120,True,False,False
H1,BRENT,SPA35,BRENT | SPA35,dcor,120,0.507442,0.40796,0.099482,0.457701,0.507442,80,True,False,False
H1,BRENT,UK100,BRENT | UK100,pearson,120,-0.501484,-0.277032,-0.224452,-0.389258,0.501484,120,True,False,False
H1,BRENT,UK100,BRENT | UK100,spearman,120,-0.441628,-0.338054,-0.103574,-0.389841,0.441628,120,True,False,False
H1,BRENT,UK100,BRENT | UK100,kendall,120,-0.316527,-0.234363,-0.082164,-0.275445,0.316527,120,True,False,False
H1,BRENT,UK100,BRENT | UK100,dcor,120,0.439458,0.520477,-0.081019,0.479967,0.439458,80,True,False,False
H1,BRENT,US100,BRENT | US100,pearson,120,-0.646365,-0.345185,-0.30118,-0.495775,0.646365,120,True,False,False
H1,BRENT,US100,BRENT | US100,spearman,120,-0.607209,-0.47213,-0.135079,-0.539669,0.607209,120,True,False,False
H1,BRENT,US100,BRENT | US100,kendall,120,-0.440616,-0.332493,-0.108123,-0.386555,0.440616,120,True,False,False
H1,BRENT,US100,BRENT | US100,dcor,120,0.629888,0.539722,0.090167,0.584805,0.629888,80,True,False,False
H1,BRENT,US30,BRENT | US30,pearson,120,-0.641387,-0.386122,-0.255265,-0.513754,0.641387,120,True,False,False
H1,BRENT,US30,BRENT | US30,spearman,120,-0.542302,-0.5391,-0.003202,-0.540701,0.542302,120,True,False,False
H1,BRENT,US30,BRENT | US30,kendall,120,-0.394398,-0.379552,-0.014846,-0.386975,0.394398,120,True,False,False
H1,BRENT,US30,BRENT | US30,dcor,120,0.521653,0.60893,-0.087277,0.565291,0.521653,80,True,False,False
H1,BRENT,US500,BRENT | US500,pearson,120,-0.634154,-0.372144,-0.26201,-0.503149,0.634154,120,True,False,False
H1,BRENT,US500,BRENT | US500,spearman,120,-0.568664,-0.52919,-0.039475,-0.548927,0.568664,120,True,False,False
H1,BRENT,US500,BRENT | US500,kendall,120,-0.408683,-0.377031,-0.031653,-0.392857,0.408683,120,True,False,False
H1,BRENT,US500,BRENT | US500,dcor,120,0.599326,0.565075,0.03425,0.582201,0.599326,80,True,False,False
H1,BRENT,USDCAD.r,BRENT | USDCAD.r,pearson,120,0.125172,0.02327,0.101903,0.074221,0.125172,120,True,False,False
H1,BRENT,USDCAD.r,BRENT | USDCAD.r,spearman,120,0.123134,0.133912,-0.010779,0.128523,0.123134,120,True,False,False
H1,BRENT,USDCAD.r,BRENT | USDCAD.r,kendall,120,0.079272,0.085714,-0.006443,0.082493,0.079272,120,True,False,False
H1,BRENT,USDCAD.r,BRENT | USDCAD.r,dcor,120,0.23139,0.220502,0.010888,0.225946,0.23139,80,True,False,False
H1,BRENT,USDCHF.r,BRENT | USDCHF.r,pearson,120,0.529859,0.243883,0.285976,0.386871,0.529859,120,True,False,False
H1,BRENT,USDCHF.r,BRENT | USDCHF.r,spearman,120,0.513841,0.315084,0.198757,0.414463,0.513841,120,True,False,False
H1,BRENT,USDCHF.r,BRENT | USDCHF.r,kendall,120,0.361345,0.215406,0.145938,0.288375,0.361345,120,True,False,False
H1,BRENT,USDCHF.r,BRENT | USDCHF.r,dcor,120,0.464603,0.464752,-0.000148,0.464678,0.464603,80,True,False,False
H1,BRENT,USDHKD.r,BRENT | USDHKD.r,pearson,120,-0.20774,-0.036877,-0.170863,-0.122308,0.20774,120,True,False,False
H1,BRENT,USDHKD.r,BRENT | USDHKD.r,spearman,120,-0.125432,-0.084304,-0.041128,-0.104868,0.125432,120,True,False,False
H1,BRENT,USDHKD.r,BRENT | USDHKD.r,kendall,120,-0.084034,-0.053221,-0.030812,-0.068627,0.084034,120,True,False,False
H1,BRENT,USDHKD.r,BRENT | USDHKD.r,dcor,120,0.207793,0.22532,-0.017528,0.216556,0.207793,80,True,False,False
H1,BRENT,USDJPY,BRENT | USDJPY,pearson,120,0.629124,0.217839,0.411285,0.423482,0.629124,120,True,False,False
H1,BRENT,USDJPY,BRENT | USDJPY,spearman,120,0.551913,0.337426,0.214487,0.44467,0.551913,120,True,False,False
H1,BRENT,USDJPY,BRENT | USDJPY,kendall,120,0.394118,0.236134,0.157983,0.315126,0.394118,120,True,False,False
H1,BRENT,USDJPY,BRENT | USDJPY,dcor,120,0.446934,0.594216,-0.147282,0.520575,0.446934,80,True,False,False
H1,BRENT,USDMXN.r,BRENT | USDMXN.r,pearson,120,0.585481,0.205509,0.379972,0.395495,0.585481,120,True,False,False
H1,BRENT,USDMXN.r,BRENT | USDMXN.r,spearman,120,0.563011,0.426266,0.136746,0.494639,0.563011,120,True,False,False
H1,BRENT,USDMXN.r,BRENT | USDMXN.r,kendall,120,0.394958,0.298319,0.096639,0.346639,0.394958,120,True,False,False
H1,BRENT,USDMXN.r,BRENT | USDMXN.r,dcor,120,0.496283,0.597897,-0.101614,0.54709,0.496283,80,True,False,False
H1,BRENT,USDNOK.r,BRENT | USDNOK.r,pearson,120,0.149486,0.08278,0.066705,0.116133,0.149486,120,True,False,False
H1,BRENT,USDNOK.r,BRENT | USDNOK.r,spearman,120,0.152205,0.185763,-0.033558,0.168984,0.152205,120,True,False,False
H1,BRENT,USDNOK.r,BRENT | USDNOK.r,kendall,120,0.09916,0.122129,-0.022969,0.110644,0.09916,120,True,False,False
H1,BRENT,USDNOK.r,BRENT | USDNOK.r,dcor,120,0.189482,0.24737,-0.057888,0.218426,0.189482,80,True,False,False
H1,BRENT,USDSEK.r,BRENT | USDSEK.r,pearson,120,0.596843,0.304951,0.291891,0.450897,0.596843,120,True,False,False
H1,BRENT,USDSEK.r,BRENT | USDSEK.r,spearman,120,0.586291,0.447448,0.138843,0.516869,0.586291,120,True,False,False
H1,BRENT,USDSEK.r,BRENT | USDSEK.r,kendall,120,0.413445,0.328291,0.085154,0.370868,0.413445,120,True,False,False
H1,BRENT,USDSEK.r,BRENT | USDSEK.r,dcor,120,0.535001,0.590949,-0.055947,0.562975,0.535001,80,True,False,False
H1,BRENT,USDSGD.r,BRENT | USDSGD.r,pearson,120,0.661743,0.170724,0.491019,0.416234,0.661743,120,True,False,False
H1,BRENT,USDSGD.r,BRENT | USDSGD.r,spearman,120,0.629884,0.397882,0.232002,0.513883,0.629884,120,True,False,False
H1,BRENT,USDSGD.r,BRENT | USDSGD.r,kendall,120,0.455742,0.277591,0.178151,0.366667,0.455742,120,True,False,False
H1,BRENT,USDSGD.r,BRENT | USDSGD.r,dcor,120,0.587401,0.545558,0.041843,0.566479,0.587401,80,True,False,False
H1,BRENT,USDZAR.r,BRENT | USDZAR.r,pearson,120,0.631521,0.239067,0.392454,0.435294,0.631521,120,True,False,False
H1,BRENT,USDZAR.r,BRENT | USDZAR.r,spearman,120,0.551205,0.481006,0.070199,0.516105,0.551205,120,True,False,False
H1,BRENT,USDZAR.r,BRENT | USDZAR.r,kendall,120,0.392717,0.352101,0.040616,0.372409,0.392717,120,True,False,False
H1,BRENT,USDZAR.r,BRENT | USDZAR.r,dcor,120,0.50303,0.572196,-0.069166,0.537613,0.50303,80,True,False,False
H1,BRENT,WTI,BRENT | WTI,pearson,120,0.9191,0.719758,0.199343,0.819429,0.9191,120,True,False,False
H1,BRENT,WTI,BRENT | WTI,spearman,120,0.924863,0.856351,0.068512,0.890607,0.924863,120,True,False,False
H1,BRENT,WTI,BRENT | WTI,kendall,120,0.826891,0.729412,0.097479,0.778151,0.826891,120,True,False,False
H1,BRENT,WTI,BRENT | WTI,dcor,120,0.94207,0.892356,0.049714,0.917213,0.94207,80,True,False,False
H1,BRENT,XAGEUR.r,BRENT | XAGEUR.r,pearson,120,-0.240503,-0.096766,-0.143736,-0.168634,0.240503,120,True,False,False
H1,BRENT,XAGEUR.r,BRENT | XAGEUR.r,spearman,120,-0.334169,-0.029321,-0.304848,-0.181745,0.334169,120,True,False,False
H1,BRENT,XAGEUR.r,BRENT | XAGEUR.r,kendall,120,-0.221008,-0.016246,-0.204762,-0.118627,0.221008,120,True,False,False
H1,BRENT,XAGEUR.r,BRENT | XAGEUR.r,dcor,120,0.469732,0.28286,0.186872,0.376296,0.469732,80,True,False,False
H1,BRENT,XAGUSD.r,BRENT | XAGUSD.r,pearson,120,-0.303037,-0.121698,-0.181339,-0.212368,0.303037,120,True,False,False
H1,BRENT,XAGUSD.r,BRENT | XAGUSD.r,spearman,120,-0.398264,-0.065713,-0.332551,-0.231988,0.398264,120,True,False,False
H1,BRENT,XAGUSD.r,BRENT | XAGUSD.r,kendall,120,-0.265826,-0.044818,-0.221008,-0.155322,0.265826,120,True,False,False
H1,BRENT,XAGUSD.r,BRENT | XAGUSD.r,dcor,120,0.493244,0.328406,0.164838,0.410825,0.493244,80,True,False,False
H1,BRENT,XAUEUR.r,BRENT | XAUEUR.r,pearson,120,-0.074991,0.043252,-0.118243,-0.01587,0.074991,120,True,False,False
H1,BRENT,XAUEUR.r,BRENT | XAUEUR.r,spearman,120,-0.125106,0.027238,-0.152344,-0.048934,0.125106,120,True,False,False
H1,BRENT,XAUEUR.r,BRENT | XAUEUR.r,kendall,120,-0.084034,0.02465,-0.108683,-0.029692,0.084034,120,True,False,False
H1,BRENT,XAUEUR.r,BRENT | XAUEUR.r,dcor,120,0.381183,0.227925,0.153259,0.304554,0.381183,80,True,False,False
H1,BRENT,XAUUSD.r,BRENT | XAUUSD.r,pearson,120,-0.285154,-0.029703,-0.255451,-0.157429,0.285154,120,True,False,False
H1,BRENT,XAUUSD.r,BRENT | XAUUSD.r,spearman,120,-0.347309,-0.08518,-0.262129,-0.216244,0.347309,120,True,False,False
H1,BRENT,XAUUSD.r,BRENT | XAUUSD.r,kendall,120,-0.238095,-0.059384,-0.178711,-0.148739,0.238095,120,True,False,False
H1,BRENT,XAUUSD.r,BRENT | XAUUSD.r,dcor,120,0.473436,0.275901,0.197536,0.374668,0.473436,80,True,False,False
H1,BRENT,XCUUSD.r,BRENT | XCUUSD.r,pearson,120,-0.515811,0.02269,-0.538501,-0.246561,0.515811,120,True,False,False
H1,BRENT,XCUUSD.r,BRENT | XCUUSD.r,spearman,120,-0.416709,0.014473,-0.431183,-0.201118,0.416709,120,True,False,False
H1,BRENT,XCUUSD.r,BRENT | XCUUSD.r,kendall,120,-0.282353,0.010364,-0.292717,-0.135994,0.282353,120,True,False,False
H1,BRENT,XCUUSD.r,BRENT | XCUUSD.r,dcor,120,0.460856,0.373961,0.086895,0.417409,0.460856,80,True,False,False
H1,BRENT,XPDUSD,BRENT | XPDUSD,pearson,120,-0.269064,-0.042533,-0.226532,-0.155798,0.269064,120,True,False,False
H1,BRENT,XPDUSD,BRENT | XPDUSD,spearman,120,-0.340857,-0.100347,-0.24051,-0.220602,0.340857,120,True,False,False
H1,BRENT,XPDUSD,BRENT | XPDUSD,kendall,120,-0.231373,-0.066667,-0.164706,-0.14902,0.231373,120,True,False,False
H1,BRENT,XPDUSD,BRENT | XPDUSD,dcor,120,0.431205,0.30413,0.127074,0.367667,0.431205,80,True,False,False
H1,BRENT,XPTUSD,BRENT | XPTUSD,pearson,120,-0.307673,-0.186875,-0.120798,-0.247274,0.307673,120,True,False,False
H1,BRENT,XPTUSD,BRENT | XPTUSD,spearman,120,-0.323029,-0.226009,-0.097021,-0.274519,0.323029,120,True,False,False
H1,BRENT,XPTUSD,BRENT | XPTUSD,kendall,120,-0.217927,-0.157983,-0.059944,-0.187955,0.217927,120,True,False,False
H1,BRENT,XPTUSD,BRENT | XPTUSD,dcor,120,0.378907,0.402942,-0.024034,0.390925,0.378907,80,True,False,False
H1,BTCUSD,CADCHF.r,BTCUSD | CADCHF.r,pearson,120,-0.188615,-0.032279,-0.156336,-0.110447,0.188615,120,True,False,False
H1,BTCUSD,CADCHF.r,BTCUSD | CADCHF.r,spearman,120,-0.184457,-0.079394,-0.105063,-0.131926,0.184457,120,True,False,False
H1,BTCUSD,CADCHF.r,BTCUSD | CADCHF.r,kendall,120,-0.121008,-0.063025,-0.057983,-0.092017,0.121008,120,True,False,False
H1,BTCUSD,CADCHF.r,BTCUSD | CADCHF.r,dcor,120,0.188361,0.418279,-0.229918,0.30332,0.188361,80,True,False,False
H1,BTCUSD,CADJPY.r,BTCUSD | CADJPY.r,pearson,120,-0.153239,0.021934,-0.175173,-0.065652,0.153239,120,True,False,False
H1,BTCUSD,CADJPY.r,BTCUSD | CADJPY.r,spearman,120,-0.195736,0.016494,-0.21223,-0.089621,0.195736,120,True,False,False
H1,BTCUSD,CADJPY.r,BTCUSD | CADJPY.r,kendall,120,-0.131653,0.003361,-0.135014,-0.064146,0.131653,120,True,False,False
H1,BTCUSD,CADJPY.r,BTCUSD | CADJPY.r,dcor,120,0.240673,0.304969,-0.064295,0.272821,0.240673,80,True,False,False
H1,BTCUSD,CHFJPY.r,BTCUSD | CHFJPY.r,pearson,120,0.030223,0.008455,0.021769,0.019339,0.030223,120,True,False,False
H1,BTCUSD,CHFJPY.r,BTCUSD | CHFJPY.r,spearman,120,0.047906,0.088319,-0.040413,0.068112,0.047906,120,True,False,False
H1,BTCUSD,CHFJPY.r,BTCUSD | CHFJPY.r,kendall,120,0.02521,0.063866,-0.038655,0.044538,0.02521,120,True,False,False
H1,BTCUSD,CHFJPY.r,BTCUSD | CHFJPY.r,dcor,120,0.215191,0.170551,0.04464,0.192871,0.215191,80,True,False,False
H1,BTCUSD,CHINA50,BTCUSD | CHINA50,pearson,120,0.358259,0.342354,0.015904,0.350307,0.358259,120,True,False,False
H1,BTCUSD,CHINA50,BTCUSD | CHINA50,spearman,120,0.369192,0.456467,-0.087274,0.412829,0.369192,120,True,False,False
H1,BTCUSD,CHINA50,BTCUSD | CHINA50,kendall,120,0.258824,0.316129,-0.057305,0.287476,0.258824,120,True,False,False
H1,BTCUSD,CHINA50,BTCUSD | CHINA50,dcor,120,0.400659,0.465825,-0.065166,0.433242,0.400659,80,True,False,False
H1,BTCUSD,COFFEE,BTCUSD | COFFEE,pearson,120,0.167075,0.05293,0.114145,0.110003,0.167075,120,True,False,False
H1,BTCUSD,COFFEE,BTCUSD | COFFEE,spearman,120,0.10009,0.098243,0.001847,0.099167,0.10009,120,True,False,False
H1,BTCUSD,COFFEE,BTCUSD | COFFEE,kendall,120,0.070588,0.069613,0.000976,0.0701,0.070588,120,True,False,False
H1,BTCUSD,COFFEE,BTCUSD | COFFEE,dcor,120,0.155361,0.408353,-0.252992,0.281857,0.155361,80,True,False,False
H1,BTCUSD,ETHUSD,BTCUSD | ETHUSD,pearson,120,0.90638,0.928539,-0.022159,0.91746,0.90638,120,True,False,False
H1,BTCUSD,ETHUSD,BTCUSD | ETHUSD,spearman,120,0.880006,0.911313,-0.031308,0.895659,0.880006,120,True,False,False
H1,BTCUSD,ETHUSD,BTCUSD | ETHUSD,kendall,120,0.709524,0.753782,-0.044258,0.731653,0.709524,120,True,False,False
H1,BTCUSD,ETHUSD,BTCUSD | ETHUSD,dcor,120,0.862486,0.891364,-0.028878,0.876925,0.862486,80,True,False,False
H1,BTCUSD,EURAUD.r,BTCUSD | EURAUD.r,pearson,120,-0.379917,-0.464199,0.084282,-0.422058,0.379917,120,True,False,False
