candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,phase,status,fixed_chart_path,error
abc_metals_xagusd_h4_intermediate_abc_003,abc,candidate_counts,metals_xagusd_h4_intermediate_abc_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,candidate_abc,abc,3.0,6.0,2025-12-19 04:00:00,2025-12-29 00:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,901,h4,ok,charts\after_phase2_3\focus_cases\h4_metals_xagusd_h4_intermediate_abc_003.png,
abc_forex_gbpusd_h1_minor_abc_002,abc,candidate_counts,forex_gbpusd_h1_minor_abc_002,forex_gbpusd_h1,Forex Majors,GBPUSD.r,H1,minor,bearish,candidate_abc,abc,2.0,5.0,2026-02-26 15:00:00,2026-02-27 15:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,901,h1,ok,charts\after_phase2_3\focus_cases\h1_forex_gbpusd_h1_minor_abc_002.png,
abc_forex_gbpusd_h1_intermediate_abc_002,abc,candidate_counts,forex_gbpusd_h1_intermediate_abc_002,forex_gbpusd_h1,Forex Majors,GBPUSD.r,H1,intermediate,bearish,candidate_abc,abc,2.0,5.0,2026-02-27 06:00:00,2026-03-02 10:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,902,h1,ok,charts\after_phase2_3\focus_cases\h1_forex_gbpusd_h1_intermediate_abc_002.png,
abc_forex_gbpusd_h1_major_abc_003,abc,candidate_counts,forex_gbpusd_h1_major_abc_003,forex_gbpusd_h1,Forex Majors,GBPUSD.r,H1,major,bullish,candidate_abc,abc,3.0,6.0,2026-03-03 17:00:00,2026-03-06 23:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,903,h1,ok,charts\after_phase2_3\focus_cases\h1_forex_gbpusd_h1_major_abc_003.png,
abc_metals_xagusd_h1_minor_abc_002,abc,candidate_counts,metals_xagusd_h1_minor_abc_002,metals_xagusd_h1,Metals,XAGUSD.r,H1,minor,bullish,candidate_abc,abc,2.0,5.0,2026-02-26 01:00:00,2026-03-02 01:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,904,h1,ok,charts\after_phase2_3\focus_cases\h1_metals_xagusd_h1_minor_abc_002.png,
