Group,strategy,symbol,timeframe_ltf,timeframe_htf,timestamp,latest_closed_bar,direction,side,setup_id,setup_active,setup_age,raw_condition_ready,fresh_signal,already_seen,entry_ready,signal_state,reason,event_key,entry,sl,tp1,tp2,risk_pct,risk_amount,w2_swing,target_1_0,target_1_618,riskguard_accepted,riskguard_reason,riskguard_detail,riskguard_message
Metals,enbolsa:macd_breakout,XAGUSD.r,H1,H4,2026-06-08 14:00:00,True,-1,SELL,928,True,4,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,66.793,65.72324200000001,False,,,
Metals,enbolsa:macd_breakout,XAUEUR.r,H1,H4,2026-06-08 14:00:00,True,1,BUY,623,True,10,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,3725.67,3725.2,3739.2100599999994,False,,,
Metals,enbolsa:macd_breakout,XAUEUR.r,H1,H4,2026-06-08 14:00:00,True,-1,SELL,625,True,0,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,3710.8300000000004,3683.6071000000006,False,,,
Metals,enbolsa:macd_breakout,XAUUSD.r,H1,H4,2026-06-08 14:00:00,True,1,BUY,757,True,22,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,4288.94,4298.530000000001,4317.131800000001,False,,,
Metals,enbolsa:macd_breakout,XAUUSD.r,H1,H4,2026-06-08 14:00:00,True,-1,SELL,758,True,0,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,4152.089999999999,4040.1331199999986,False,,,
Metals,enbolsa:macd_breakout,XCUUSD.r,H1,H4,2026-06-08 14:00:00,True,1,BUY,305,True,28,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,13479.3,13648.249999999998,13756.616299999998,False,,,
Metals,enbolsa:macd_breakout,XCUUSD.r,H1,H4,2026-06-08 14:00:00,True,-1,SELL,307,True,9,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,13231.05,12958.821,False,,,
Metals,enbolsa:macd_breakout,XPDUSD,H1,H4,2026-06-08 14:00:00,True,1,BUY,1737,True,10,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,1226.66,1238.402,False,,,
Metals,enbolsa:macd_breakout,XPDUSD,H1,H4,2026-06-08 14:00:00,True,-1,SELL,1736,True,12,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,1237.0,1135.07,1068.04172,False,,,
Metals,enbolsa:macd_breakout,XPTUSD,H1,H4,2026-06-08 14:00:00,True,1,BUY,1199,True,22,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,1749.61,1765.5500000000002,1782.4770200000003,False,,,
Metals,enbolsa:macd_breakout,XPTUSD,H1,H4,2026-06-08 14:00:00,True,-1,SELL,1199,True,0,False,False,False,False,watching_setup,missing_w2_swing,,,,,,,,,1636.83,1544.39574,False,,,
