layer_id,enrichment_id,symbol,timeframe,layer_type,label,x0,x1,y0,y1,price,timestamp,style,source_field,is_study_only
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_w1_leg,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_w1_leg,W1 estudio,2026-06-02 06:00:00,2026-06-03 15:00:00,8635.35,8807.35,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_w2_retracement,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_w2_retracement,W2 estudio,2026-06-03 15:00:00,2026-06-08 14:00:00,8807.35,8498.95,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_w2_directrix,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-03 15:00:00,2026-06-08 14:00:00,8771.91926799758,8559.938972431079,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_breakout_level,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_breakout_level,Ruptura estudio,2026-06-03 15:00:00,2026-06-08 12:08:22.499286+00:00,8559.938972431079,8559.938972431079,8559.938972431079,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_sl_study,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_sl_study,SL estudio,2026-06-03 15:00:00,2026-06-08 12:08:22.499286+00:00,8498.95,8498.95,8498.95,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_tp1_study,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_tp1_study,TP1 estudio,2026-06-03 15:00:00,2026-06-08 12:08:22.499286+00:00,8547.85,8547.85,8547.85,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_tp2_study,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_tp2_study,TP2 estudio,2026-06-03 15:00:00,2026-06-08 12:08:22.499286+00:00,8583.694,8583.694,8583.694,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_cross_marker,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_cross_marker,Cruce MACD,,,,,8561.85,2026-06-08 14:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_recent_breakout_marker,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,8559.938972431079,2026-06-08 14:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|AUS200|H1|BUY|1422|macd_current_price_marker,macd_breakout_enrichment_v1|AUS200|H1|BUY|1422,AUS200,H1,macd_current_price_marker,Precio actual,,,,,8561.85,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|AUS200|H1|SELL|1423|macd_w1_leg,macd_breakout_enrichment_v1|AUS200|H1|SELL|1423,AUS200,H1,macd_w1_leg,W1 estudio,2026-06-03 15:00:00,2026-06-08 14:00:00,8807.35,8498.95,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|AUS200|H1|SELL|1423|macd_sl_study,macd_breakout_enrichment_v1|AUS200|H1|SELL|1423,AUS200,H1,macd_sl_study,SL estudio,2026-06-08 14:00:00,2026-06-08 12:08:22.499286+00:00,8807.35,8807.35,8807.35,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|AUS200|H1|SELL|1423|macd_tp1_study,macd_breakout_enrichment_v1|AUS200|H1|SELL|1423,AUS200,H1,macd_tp1_study,TP1 estudio,2026-06-08 14:00:00,2026-06-08 12:08:22.499286+00:00,8347.95,8347.95,8347.95,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|AUS200|H1|SELL|1423|macd_tp2_study,macd_breakout_enrichment_v1|AUS200|H1|SELL|1423,AUS200,H1,macd_tp2_study,TP2 estudio,2026-06-08 14:00:00,2026-06-08 12:08:22.499286+00:00,8209.579800000001,8209.579800000001,8209.579800000001,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|AUS200|H1|SELL|1423|macd_current_price_marker,macd_breakout_enrichment_v1|AUS200|H1|SELL|1423,AUS200,H1,macd_current_price_marker,Precio actual,,,,,8561.85,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_w1_leg,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_w1_leg,W1 estudio,2026-06-02 04:00:00,2026-06-03 08:00:00,15544.0,16221.5,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_w2_directrix,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-03 08:00:00,2026-06-08 14:00:00,16159.383064516129,15215.532258064515,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_breakout_level,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_breakout_level,Ruptura estudio,2026-06-03 08:00:00,2026-06-08 12:08:22.499286+00:00,15769.258064516129,15769.258064516129,15769.258064516129,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_sl_study,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_sl_study,SL estudio,2026-06-03 08:00:00,2026-06-08 12:08:22.499286+00:00,15544.0,15544.0,15544.0,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_tp1_study,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_tp1_study,TP1 estudio,2026-06-03 08:00:00,2026-06-08 12:08:22.499286+00:00,15760.5,15760.5,15760.5,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_tp2_study,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_tp2_study,TP2 estudio,2026-06-03 08:00:00,2026-06-08 12:08:22.499286+00:00,16179.195,16179.195,16179.195,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_cross_marker,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_cross_marker,Cruce MACD,,,,,15261.5,2026-06-08 11:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_recent_breakout_marker,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,15769.258064516129,2026-06-04 16:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|CHINA50|H1|BUY|646|macd_current_price_marker,macd_breakout_enrichment_v1|CHINA50|H1|BUY|646,CHINA50,H1,macd_current_price_marker,Precio actual,,,,,15261.5,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_w1_leg,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_w1_leg,W1 estudio,2026-06-01 04:00:00,2026-06-02 04:00:00,15852.5,15544.0,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_w2_retracement,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_w2_retracement,W2 estudio,2026-06-02 04:00:00,2026-06-03 08:00:00,15544.0,16221.5,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_w2_directrix,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_w2_directrix,Reg W2 lows estudio,2026-06-02 04:00:00,2026-06-08 14:00:00,15810.99014778325,16832.81855500821,,,dash:#5ce0ca,w2_low_regression_projected,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_breakout_level,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_breakout_level,Ruptura estudio,2026-06-02 04:00:00,2026-06-08 12:08:22.499286+00:00,16091.492063492062,16091.492063492062,16091.492063492062,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_sl_study,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_sl_study,SL estudio,2026-06-02 04:00:00,2026-06-08 12:08:22.499286+00:00,16221.5,16221.5,16221.5,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_tp1_study,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_tp1_study,TP1 estudio,2026-06-02 04:00:00,2026-06-08 12:08:22.499286+00:00,15918.0,15918.0,15918.0,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_tp2_study,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_tp2_study,TP2 estudio,2026-06-02 04:00:00,2026-06-08 12:08:22.499286+00:00,15727.347,15727.347,15727.347,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_cross_marker,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_cross_marker,Cruce MACD,,,,,15261.5,2026-06-08 08:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_recent_breakout_marker,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,16091.492063492062,2026-06-03 09:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|CHINA50|H1|SELL|646|macd_current_price_marker,macd_breakout_enrichment_v1|CHINA50|H1|SELL|646,CHINA50,H1,macd_current_price_marker,Precio actual,,,,,15261.5,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_w1_leg,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_w1_leg,W1 estudio,2026-06-04 10:00:00,2026-06-05 18:00:00,6025.3,6117.8,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_w2_retracement,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_w2_retracement,W2 estudio,2026-06-05 18:00:00,2026-06-08 05:00:00,6117.8,5975.3,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_w2_directrix,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-05 18:00:00,2026-06-08 14:00:00,6059.929166666673,5970.188095238085,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_breakout_level,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_breakout_level,Ruptura estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,5989.080952380946,5989.080952380946,5989.080952380946,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_sl_study,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_sl_study,SL estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,5976.3,5976.3,5976.3,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_tp1_study,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_tp1_study,TP1 estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,6012.3,6012.3,6012.3,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_tp2_study,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_tp2_study,TP2 estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,6041.3460000000005,6041.3460000000005,6041.3460000000005,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_cross_marker,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_cross_marker,Cruce MACD,,,,,6061.3,2026-06-08 11:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,5989.080952380946,2026-06-08 10:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURO50|H1|BUY|657|macd_current_price_marker,macd_breakout_enrichment_v1|EURO50|H1|BUY|657,EURO50,H1,macd_current_price_marker,Precio actual,,,,,6061.3,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURO50|H1|SELL|658|macd_w1_leg,macd_breakout_enrichment_v1|EURO50|H1|SELL|658,EURO50,H1,macd_w1_leg,W1 estudio,2026-06-05 18:00:00,2026-06-08 05:00:00,6117.8,5975.3,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURO50|H1|SELL|658|macd_sl_study,macd_breakout_enrichment_v1|EURO50|H1|SELL|658,EURO50,H1,macd_sl_study,SL estudio,2026-06-08 05:00:00,2026-06-08 12:08:22.499286+00:00,6117.8,6117.8,6117.8,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURO50|H1|SELL|658|macd_tp1_study,macd_breakout_enrichment_v1|EURO50|H1|SELL|658,EURO50,H1,macd_tp1_study,TP1 estudio,2026-06-08 05:00:00,2026-06-08 12:08:22.499286+00:00,6033.3,6033.3,6033.3,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURO50|H1|SELL|658|macd_tp2_study,macd_breakout_enrichment_v1|EURO50|H1|SELL|658,EURO50,H1,macd_tp2_study,TP2 estudio,2026-06-08 05:00:00,2026-06-08 12:08:22.499286+00:00,6004.872,6004.872,6004.872,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURO50|H1|SELL|658|macd_current_price_marker,macd_breakout_enrichment_v1|EURO50|H1|SELL|658,EURO50,H1,macd_current_price_marker,Precio actual,,,,,6061.3,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_w1_leg,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_w1_leg,W1 estudio,2026-06-04 10:00:00,2026-06-05 18:00:00,8117.35,8287.5,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_w2_retracement,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_w2_retracement,W2 estudio,2026-06-05 18:00:00,2026-06-08 10:00:00,8287.5,8102.35,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_w2_directrix,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-05 18:00:00,2026-06-08 14:00:00,8207.335249999995,8092.903000000008,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_breakout_level,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_breakout_level,Ruptura estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,8116.994000000005,8116.994000000005,8116.994000000005,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_sl_study,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_sl_study,SL estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,8102.35,8102.35,8102.35,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_tp1_study,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_tp1_study,TP1 estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,8249.5,8249.5,8249.5,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_tp2_study,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_tp2_study,TP2 estudio,2026-06-05 18:00:00,2026-06-08 12:08:22.499286+00:00,8354.6527,8354.6527,8354.6527,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_cross_marker,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_cross_marker,Cruce MACD,,,,,8203.5,2026-06-08 11:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_recent_breakout_marker,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,8116.994000000005,2026-06-08 10:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|FRA40|H1|BUY|601|macd_current_price_marker,macd_breakout_enrichment_v1|FRA40|H1|BUY|601,FRA40,H1,macd_current_price_marker,Precio actual,,,,,8203.5,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_w1_leg,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_w1_leg,W1 estudio,2026-06-05 18:00:00,2026-06-08 10:00:00,8287.5,8102.35,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_w2_directrix,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_w2_directrix,Reg W2 lows estudio,2026-06-08 10:00:00,2026-06-08 14:00:00,8106.999999999997,8215.800000000005,,,dash:#5ce0ca,w2_low_regression_projected,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_breakout_level,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_breakout_level,Ruptura estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,8188.600000000003,8188.600000000003,8188.600000000003,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_sl_study,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_sl_study,SL estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,8287.5,8287.5,8287.5,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_tp1_study,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_tp1_study,TP1 estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,8042.85,8042.85,8042.85,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_tp2_study,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_tp2_study,TP2 estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,7928.4273,7928.4273,7928.4273,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_recent_breakout_marker,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,8188.600000000003,2026-06-08 13:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|FRA40|H1|SELL|602|macd_current_price_marker,macd_breakout_enrichment_v1|FRA40|H1|SELL|602,FRA40,H1,macd_current_price_marker,Precio actual,,,,,8203.5,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_w1_leg,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_w1_leg,W1 estudio,2026-06-04 10:00:00,2026-06-05 17:00:00,24671.8,25000.55,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_w2_retracement,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_w2_retracement,W2 estudio,2026-06-05 17:00:00,2026-06-08 10:00:00,25000.55,24385.45,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_w2_directrix,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-05 17:00:00,2026-06-08 14:00:00,24799.305073529405,24356.136544117657,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_breakout_level,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_breakout_level,Ruptura estudio,2026-06-05 17:00:00,2026-06-08 12:08:22.499286+00:00,24444.770250000005,24444.770250000005,24444.770250000005,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_sl_study,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_sl_study,SL estudio,2026-06-05 17:00:00,2026-06-08 12:08:22.499286+00:00,24385.45,24385.45,24385.45,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_tp1_study,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_tp1_study,TP1 estudio,2026-06-05 17:00:00,2026-06-08 12:08:22.499286+00:00,24556.25,24556.25,24556.25,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_tp2_study,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_tp2_study,TP2 estudio,2026-06-05 17:00:00,2026-06-08 12:08:22.499286+00:00,24690.1088,24690.1088,24690.1088,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_cross_marker,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_cross_marker,Cruce MACD,,,,,24669.55,2026-06-08 11:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_recent_breakout_marker,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,24444.770250000005,2026-06-08 10:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|GER40|H1|BUY|528|macd_current_price_marker,macd_breakout_enrichment_v1|GER40|H1|BUY|528,GER40,H1,macd_current_price_marker,Precio actual,,,,,24669.55,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|GER40|H1|SELL|528|macd_w1_leg,macd_breakout_enrichment_v1|GER40|H1|SELL|528,GER40,H1,macd_w1_leg,W1 estudio,2026-06-05 17:00:00,2026-06-08 10:00:00,25000.55,24385.45,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|GER40|H1|SELL|528|macd_sl_study,macd_breakout_enrichment_v1|GER40|H1|SELL|528,GER40,H1,macd_sl_study,SL estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,25000.55,25000.55,25000.55,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|GER40|H1|SELL|528|macd_tp1_study,macd_breakout_enrichment_v1|GER40|H1|SELL|528,GER40,H1,macd_tp1_study,TP1 estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,24137.050000000003,24137.050000000003,24137.050000000003,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|GER40|H1|SELL|528|macd_tp2_study,macd_breakout_enrichment_v1|GER40|H1|SELL|528,GER40,H1,macd_tp2_study,TP2 estudio,2026-06-08 10:00:00,2026-06-08 12:08:22.499286+00:00,23756.918200000004,23756.918200000004,23756.918200000004,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|GER40|H1|SELL|528|macd_current_price_marker,macd_breakout_enrichment_v1|GER40|H1|SELL|528,GER40,H1,macd_current_price_marker,Precio actual,,,,,24669.55,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|HK50|H1|BUY|675|macd_w1_leg,macd_breakout_enrichment_v1|HK50|H1|BUY|675,HK50,H1,macd_w1_leg,W1 estudio,2026-06-08 05:00:00,2026-06-08 08:00:00,24388.0,24742.75,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|HK50|H1|BUY|675|macd_w2_retracement,macd_breakout_enrichment_v1|HK50|H1|BUY|675,HK50,H1,macd_w2_retracement,W2 estudio,2026-06-08 08:00:00,2026-06-08 13:00:00,24742.75,24464.75,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|HK50|H1|BUY|675|macd_sl_study,macd_breakout_enrichment_v1|HK50|H1|BUY|675,HK50,H1,macd_sl_study,SL estudio,2026-06-08 08:00:00,2026-06-08 12:08:22.499286+00:00,24464.75,24464.75,24464.75,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|HK50|H1|BUY|675|macd_tp1_study,macd_breakout_enrichment_v1|HK50|H1|BUY|675,HK50,H1,macd_tp1_study,TP1 estudio,2026-06-08 08:00:00,2026-06-08 12:08:22.499286+00:00,24804.5,24804.5,24804.5,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|HK50|H1|BUY|675|macd_tp2_study,macd_breakout_enrichment_v1|HK50|H1|BUY|675,HK50,H1,macd_tp2_study,TP2 estudio,2026-06-08 08:00:00,2026-06-08 12:08:22.499286+00:00,25023.7355,25023.7355,25023.7355,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|HK50|H1|BUY|675|macd_current_price_marker,macd_breakout_enrichment_v1|HK50|H1|BUY|675,HK50,H1,macd_current_price_marker,Precio actual,,,,,24719.75,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|HK50|H1|SELL|676|macd_w1_leg,macd_breakout_enrichment_v1|HK50|H1|SELL|676,HK50,H1,macd_w1_leg,W1 estudio,2026-06-08 08:00:00,2026-06-08 13:00:00,24742.75,24464.75,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|HK50|H1|SELL|676|macd_sl_study,macd_breakout_enrichment_v1|HK50|H1|SELL|676,HK50,H1,macd_sl_study,SL estudio,2026-06-08 13:00:00,2026-06-08 12:08:22.499286+00:00,24742.75,24742.75,24742.75,,dot:#ff6b6b,sl_study,True
