layer_id,enrichment_id,symbol,timeframe,layer_type,label,x0,x1,y0,y1,price,timestamp,style,source_field,is_study_only
macd_breakout_enrichment_v1|CADCHF.r|H1|SELL|562|macd_cross_marker,macd_breakout_enrichment_v1|CADCHF.r|H1|SELL|562,CADCHF.r,H1,macd_cross_marker,Cruce MACD,,,,,0.57149,2026-06-08 13:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CADCHF.r|H1|SELL|562|macd_recent_breakout_marker,macd_breakout_enrichment_v1|CADCHF.r|H1|SELL|562,CADCHF.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,0.5720058102766797,2026-06-08 14:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|CADCHF.r|H1|SELL|562|macd_current_price_marker,macd_breakout_enrichment_v1|CADCHF.r|H1|SELL|562,CADCHF.r,H1,macd_current_price_marker,Precio actual,,,,,0.57149,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_w1_leg,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_w1_leg,W1 estudio,2026-06-05 12:00:00,2026-06-05 21:00:00,114.861,115.308,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_w2_directrix,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-05 21:00:00,2026-06-08 14:00:00,114.95959999999994,114.89840000000046,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_breakout_level,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_breakout_level,Ruptura estudio,2026-06-05 21:00:00,2026-06-08 12:08:22.499286+00:00,114.9416000000001,114.9416000000001,114.9416000000001,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_sl_study,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_sl_study,SL estudio,2026-06-05 21:00:00,2026-06-08 12:08:22.499286+00:00,114.861,114.861,114.861,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_tp1_study,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_tp1_study,TP1 estudio,2026-06-05 21:00:00,2026-06-08 12:08:22.499286+00:00,115.29,115.29,115.29,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_tp2_study,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_tp2_study,TP2 estudio,2026-06-05 21:00:00,2026-06-08 12:08:22.499286+00:00,115.72878,115.72878,115.72878,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_cross_marker,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_cross_marker,Cruce MACD,,,,,114.77,2026-06-08 06:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_recent_breakout_marker,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,114.9416000000001,2026-06-08 02:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597|macd_current_price_marker,macd_breakout_enrichment_v1|CADJPY.r|H1|BUY|597,CADJPY.r,H1,macd_current_price_marker,Precio actual,,,,,114.77,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_w1_leg,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_w1_leg,W1 estudio,2026-06-03 10:00:00,2026-06-05 12:00:00,115.657,114.861,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_w2_retracement,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_w2_retracement,W2 estudio,2026-06-05 12:00:00,2026-06-05 21:00:00,114.861,115.308,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_sl_study,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_sl_study,SL estudio,2026-06-05 12:00:00,2026-06-08 12:08:22.499286+00:00,115.657,115.657,115.657,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_tp1_study,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_tp1_study,TP1 estudio,2026-06-05 12:00:00,2026-06-08 12:08:22.499286+00:00,114.882,114.882,114.882,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_tp2_study,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_tp2_study,TP2 estudio,2026-06-05 12:00:00,2026-06-08 12:08:22.499286+00:00,114.394398,114.394398,114.394398,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_cross_marker,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_cross_marker,Cruce MACD,,,,,114.77,2026-06-08 08:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595|macd_current_price_marker,macd_breakout_enrichment_v1|CADJPY.r|H1|SELL|595,CADJPY.r,H1,macd_current_price_marker,Precio actual,,,,,114.77,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_w1_leg,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_w1_leg,W1 estudio,2026-06-04 13:00:00,2026-06-05 15:00:00,201.837,203.034,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_w2_directrix,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-05 15:00:00,2026-06-08 14:00:00,202.01156521739136,200.68765612648218,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_breakout_level,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_breakout_level,Ruptura estudio,2026-06-05 15:00:00,2026-06-08 12:08:22.499286+00:00,200.68765612648218,200.68765612648218,200.68765612648218,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_sl_study,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_sl_study,SL estudio,2026-06-05 15:00:00,2026-06-08 12:08:22.499286+00:00,201.837,201.837,201.837,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_tp1_study,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_tp1_study,TP1 estudio,2026-06-05 15:00:00,2026-06-08 12:08:22.499286+00:00,201.526,201.526,201.526,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_tp2_study,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_tp2_study,TP2 estudio,2026-06-05 15:00:00,2026-06-08 12:08:22.499286+00:00,202.265746,202.265746,202.265746,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_cross_marker,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_cross_marker,Cruce MACD,,,,,200.82,2026-06-08 14:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_recent_breakout_marker,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,200.68765612648218,2026-06-08 14:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574|macd_current_price_marker,macd_breakout_enrichment_v1|CHFJPY.r|H1|BUY|574,CHFJPY.r,H1,macd_current_price_marker,Precio actual,,,,,200.82,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_w1_leg,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_w1_leg,W1 estudio,2026-06-03 00:00:00,2026-06-04 13:00:00,203.535,201.837,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_w2_retracement,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_w2_retracement,W2 estudio,2026-06-04 13:00:00,2026-06-05 15:00:00,201.837,203.034,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_w2_directrix,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_w2_directrix,Reg W2 lows tardia,2026-06-04 13:00:00,2026-06-08 14:00:00,202.59819658119673,202.94826598290564,,,dot:#8aa8a3,w2_low_regression_projected,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_breakout_level,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_breakout_level,Ruptura estudio,2026-06-04 13:00:00,2026-06-08 12:08:22.499286+00:00,202.78394769230758,202.78394769230758,202.78394769230758,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_sl_study,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_sl_study,SL estudio,2026-06-04 13:00:00,2026-06-08 12:08:22.499286+00:00,203.034,203.034,203.034,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_tp1_study,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_tp1_study,TP1 estudio,2026-06-04 13:00:00,2026-06-08 12:08:22.499286+00:00,201.431,201.431,201.431,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_tp2_study,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_tp2_study,TP2 estudio,2026-06-04 13:00:00,2026-06-08 12:08:22.499286+00:00,200.381636,200.381636,200.381636,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_cross_marker,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_cross_marker,Cruce MACD,,,,,200.82,2026-06-08 10:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_recent_breakout_marker,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,202.78394769230758,2026-06-05 15:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572|macd_current_price_marker,macd_breakout_enrichment_v1|CHFJPY.r|H1|SELL|572,CHFJPY.r,H1,macd_current_price_marker,Precio actual,,,,,200.82,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_w1_leg,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_w1_leg,W1 estudio,2026-06-01 16:00:00,2026-06-02 00:00:00,1.62042,1.62676,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_w2_retracement,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_w2_retracement,W2 estudio,2026-06-02 00:00:00,2026-06-03 16:00:00,1.62676,1.61902,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_w2_directrix,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-02 00:00:00,2026-06-08 14:00:00,1.6257873645320198,1.6003633360700587,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_breakout_level,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_breakout_level,Ruptura estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,1.6193157936507934,1.6193157936507934,1.6193157936507934,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_sl_study,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_sl_study,SL estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,1.61902,1.61902,1.61902,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_tp1_study,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_tp1_study,TP1 estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,1.62413,1.62413,1.62413,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_tp2_study,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_tp2_study,TP2 estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,1.62804812,1.62804812,1.62804812,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_cross_marker,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_cross_marker,Cruce MACD,,,,,1.6318,2026-06-05 16:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,1.6193157936507934,2026-06-03 04:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814|macd_current_price_marker,macd_breakout_enrichment_v1|EURAUD.r|H1|BUY|1814,EURAUD.r,H1,macd_current_price_marker,Precio actual,,,,,1.6318,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_w1_leg,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_w1_leg,W1 estudio,2026-06-02 00:00:00,2026-06-03 16:00:00,1.62676,1.61902,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_w2_directrix,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_w2_directrix,Reg W2 lows estudio,2026-06-03 16:00:00,2026-06-08 14:00:00,1.6240850972410679,1.6355387805726607,,,dash:#5ce0ca,w2_low_regression_projected,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_breakout_level,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_breakout_level,Ruptura estudio,2026-06-03 16:00:00,2026-06-08 12:08:22.499286+00:00,1.634884284382284,1.634884284382284,1.634884284382284,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_sl_study,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_sl_study,SL estudio,2026-06-03 16:00:00,2026-06-08 12:08:22.499286+00:00,1.62676,1.62676,1.62676,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_tp1_study,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_tp1_study,TP1 estudio,2026-06-03 16:00:00,2026-06-08 12:08:22.499286+00:00,1.6299899999999998,1.6299899999999998,1.6299899999999998,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_tp2_study,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_tp2_study,TP2 estudio,2026-06-03 16:00:00,2026-06-08 12:08:22.499286+00:00,1.6252066799999998,1.6252066799999998,1.6252066799999998,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_cross_marker,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_cross_marker,Cruce MACD,,,,,1.6318,2026-06-08 04:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,1.634884284382284,2026-06-08 10:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813|macd_current_price_marker,macd_breakout_enrichment_v1|EURAUD.r|H1|SELL|1813,EURAUD.r,H1,macd_current_price_marker,Precio actual,,,,,1.6318,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_w1_leg,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_w1_leg,W1 estudio,2026-05-29 15:00:00,2026-06-05 00:00:00,1.6046200000000002,1.61734,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_w2_directrix,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_w2_directrix,Reg W2 highs estudio,2026-06-05 00:00:00,2026-06-08 14:00:00,1.6180016239316235,1.60133397948718,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_breakout_level,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_breakout_level,Ruptura estudio,2026-06-05 00:00:00,2026-06-08 12:08:22.499286+00:00,1.6065974461538464,1.6065974461538464,1.6065974461538464,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_sl_study,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_sl_study,SL estudio,2026-06-05 00:00:00,2026-06-08 12:08:22.499286+00:00,1.6046200000000002,1.6046200000000002,1.6046200000000002,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_tp1_study,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_tp1_study,TP1 estudio,2026-06-05 00:00:00,2026-06-08 12:08:22.499286+00:00,1.61042,1.61042,1.61042,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_tp2_study,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_tp2_study,TP2 estudio,2026-06-05 00:00:00,2026-06-08 12:08:22.499286+00:00,1.61828096,1.61828096,1.61828096,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_cross_marker,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_cross_marker,Cruce MACD,,,,,1.60791,2026-06-08 05:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,1.6065974461538464,2026-06-08 02:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460|macd_current_price_marker,macd_breakout_enrichment_v1|EURCAD.r|H1|BUY|460,EURCAD.r,H1,macd_current_price_marker,Precio actual,,,,,1.60791,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_w1_leg,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_w1_leg,W1 estudio,2026-05-28 22:00:00,2026-05-29 15:00:00,1.61067,1.6046200000000002,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_w2_retracement,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_w2_retracement,W2 estudio,2026-05-29 15:00:00,2026-06-05 00:00:00,1.6046200000000002,1.61734,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_w2_directrix,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_w2_directrix,Reg W2 lows estudio,2026-05-29 15:00:00,2026-06-08 14:00:00,1.606570655647384,1.6162734524388256,,,dash:#5ce0ca,w2_low_regression_projected,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_breakout_level,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_breakout_level,Ruptura estudio,2026-05-29 15:00:00,2026-06-08 12:08:22.499286+00:00,1.6147128627450973,1.6147128627450973,1.6147128627450973,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_sl_study,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_sl_study,SL estudio,2026-05-29 15:00:00,2026-06-08 12:08:22.499286+00:00,1.61734,1.61734,1.61734,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_tp1_study,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_tp1_study,TP1 estudio,2026-05-29 15:00:00,2026-06-08 12:08:22.499286+00:00,1.6116700000000002,1.6116700000000002,1.6116700000000002,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_tp2_study,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_tp2_study,TP2 estudio,2026-05-29 15:00:00,2026-06-08 12:08:22.499286+00:00,1.6079311000000005,1.6079311000000005,1.6079311000000005,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_cross_marker,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_cross_marker,Cruce MACD,,,,,1.60791,2026-06-04 18:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_recent_breakout_marker,Ruptura reciente,,,,,1.6147128627450973,2026-06-05 15:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461|macd_current_price_marker,macd_breakout_enrichment_v1|EURCAD.r|H1|SELL|461,EURCAD.r,H1,macd_current_price_marker,Precio actual,,,,,1.60791,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_w1_leg,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_w1_leg,W1 estudio,2026-05-26 09:00:00,2026-05-28 20:00:00,0.90952,0.91647,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_w2_retracement,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_w2_retracement,W2 estudio,2026-05-28 20:00:00,2026-06-01 10:00:00,0.91647,0.90944,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_w2_directrix,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_w2_directrix,Reg W2 highs estudio,2026-05-28 20:00:00,2026-06-08 14:00:00,0.9136933669354844,0.9009025524193504,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_breakout_level,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_breakout_level,Ruptura estudio,2026-05-28 20:00:00,2026-06-08 12:08:22.499286+00:00,0.9112457419354835,0.9112457419354835,0.9112457419354835,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_sl_study,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_sl_study,SL estudio,2026-05-28 20:00:00,2026-06-08 12:08:22.499286+00:00,0.90944,0.90944,0.90944,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_tp1_study,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_tp1_study,TP1 estudio,2026-05-28 20:00:00,2026-06-08 12:08:22.499286+00:00,0.91524,0.91524,0.91524,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_tp2_study,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_tp2_study,TP2 estudio,2026-05-28 20:00:00,2026-06-08 12:08:22.499286+00:00,0.9195351,0.9195351,0.9195351,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359|macd_cross_marker,macd_breakout_enrichment_v1|EURCHF.r|H1|BUY|359,EURCHF.r,H1,macd_cross_marker,Cruce MACD,,,,,0.91891,2026-06-08 02:00:00,marker:#ffe082,last_macd_cross_time,True
