Group,strategy,symbol,timeframe_ltf,timeframe_htf,timestamp,latest_closed_bar,direction,side,setup_id,setup_active,setup_age,raw_condition_ready,fresh_signal,already_seen,entry_ready,signal_state,reason,event_key,entry,sl,tp1,tp2,risk_pct,risk_amount,w2_swing,target_1_0,target_1_618,riskguard_accepted,riskguard_reason,riskguard_detail,riskguard_message
Forex Majors,enbolsa:macd_breakout,USDJPY,H4,D1,2026-03-17 04:00:00,True,-1,SELL,747,True,117,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,155.04399999999998,152.144344,False,,,
Metals,enbolsa:macd_breakout,XAGEUR.r,H4,D1,2026-06-08 08:00:00,True,1,BUY,371,True,10,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,58.736000000000004,59.572154000000005,False,,,
Metals,enbolsa:macd_breakout,XAGEUR.r,H4,D1,2026-06-08 08:00:00,True,-1,SELL,371,True,13,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,64.042,61.54800000000001,59.73046200000001,False,,,
Metals,enbolsa:macd_breakout,XAGUSD.r,H4,D1,2026-06-08 08:00:00,True,1,BUY,537,True,10,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,67.962,69.08614200000001,False,,,
Metals,enbolsa:macd_breakout,XAGUSD.r,H4,D1,2026-06-08 08:00:00,True,-1,SELL,537,True,13,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,74.525,71.33500000000001,69.04160200000001,False,,,
Metals,enbolsa:macd_breakout,XAUEUR.r,H4,D1,2026-06-08 08:00:00,True,1,BUY,198,True,7,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,3749.67,3778.80252,False,,,
Metals,enbolsa:macd_breakout,XAUEUR.r,H4,D1,2026-06-08 08:00:00,True,-1,SELL,199,True,11,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,3870.42,3790.1200000000003,3735.0129400000005,False,,,
Metals,enbolsa:macd_breakout,XAUUSD.r,H4,D1,2026-06-08 08:00:00,True,1,BUY,242,True,7,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,4337.91,4380.848639999999,False,,,
Metals,enbolsa:macd_breakout,XAUUSD.r,H4,D1,2026-06-08 08:00:00,True,-1,SELL,242,True,11,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,4504.15,4383.17,4301.4704,False,,,
Metals,enbolsa:macd_breakout,XCUUSD.r,H4,D1,2026-06-08 08:00:00,True,1,BUY,138,True,16,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,14009.9,14341.766,False,,,
Metals,enbolsa:macd_breakout,XCUUSD.r,H4,D1,2026-06-08 08:00:00,True,-1,SELL,139,True,40,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,14021.35,13827.75,13689.1635,False,,,
Metals,enbolsa:macd_breakout,XPDUSD,H4,D1,2026-06-08 08:00:00,True,1,BUY,1079,True,1,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,1226.66,1238.402,False,,,
Metals,enbolsa:macd_breakout,XPDUSD,H4,D1,2026-06-08 08:00:00,True,-1,SELL,1078,True,2,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,1237.0,1138.52,1073.62382,False,,,
Metals,enbolsa:macd_breakout,XPTUSD,H4,D1,2026-06-08 08:00:00,True,1,BUY,793,True,8,False,False,False,False,watching_setup,setup_invalidated,,,,,,,,,1778.0200000000002,1802.6534800000004,False,,,
Metals,enbolsa:macd_breakout,XPTUSD,H4,D1,2026-06-08 08:00:00,True,-1,SELL,792,True,13,False,False,False,False,watching_setup,waiting_for_trendline_and_macd_confirmation,,,,,,,,1898.66,1798.2299999999998,1732.9691999999998,False,,,
