candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,phase,fixed_chart_path,abc_interpretation,scope,source_chart_path,reviewed_chart_path,abc_visual_status,abc_quality_score,abc_state_interpretation,causality_status,context_usefulness,phase25_abc_policy,policy_bucket,visual_notes,point_count,labels,orders,pivot_extreme_time_strictly_increasing,structural_detected_at_non_decreasing,last_structural_detected_at,plot_ready,diagnostic_note,count_detected_at_available,causality_basis,should_user_review,status,error,trend_context_label,context_score,context_reason,ltf_direction_match,htf_direction_match,ltf_direction_conflict,htf_direction_conflict,transition_matches_direction,price_band_matches_direction,momentum_matches_direction,context_at_start,context_at_end,htf_context_at_end,end_ltf_trend_state,end_ltf_ema_alignment,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_context_source_time,htf_trend_state,htf_ema_alignment,htf_price_vs_ema_band,htf_transition_state,htf_lookahead_safe,fixed_context_chart_path
abc_forex_audjpy_h4_intermediate_abc_002,abc,candidate_counts,forex_audjpy_h4_intermediate_abc_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bearish,candidate_abc,abc,2.0,5.0,2025-12-10 08:00:00,2025-12-17 00:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,25,h4,charts\after_phase2_3\h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h4_h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,Mejor ejemplo H4 sin indicadores: zigzag bajista pequeno pero legible dentro de una estructura alcista posterior.,4,0|A|B|C,0|1|2|3,True,True,2025-12-17 12:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc_metals_xagusd_h1_intermediate_abc_003,abc,candidate_counts,metals_xagusd_h1_intermediate_abc_003,metals_xagusd_h1,Metals,XAGUSD.r,H1,intermediate,bearish,candidate_abc,abc,3.0,6.0,2026-03-02 01:00:00,2026-03-03 13:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,26,h1,charts\after_phase2_3\h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,Uno de los mejores H1: 0-A-B-C claro y C con desplazamiento suficiente.,4,0|A|B|C,0|1|2|3,True,True,2026-03-03 16:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc_metals_xagusd_h1_major_abc_006,abc,candidate_counts,metals_xagusd_h1_major_abc_006,metals_xagusd_h1,Metals,XAGUSD.r,H1,major,bullish,candidate_abc,abc,6.0,9.0,2026-03-06 01:00:00,2026-03-10 05:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,34,h1,charts\after_phase2_3\h1_034_abc_metals_xagusd_h1_major_abc_006.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_034_abc_metals_xagusd_h1_major_abc_006.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_034_abc_metals_xagusd_h1_major_abc_006.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,"Buen ejemplo auxiliar: estructura amplia, clara y sin maraña.",4,0|A|B|C,0|1|2|3,True,True,2026-03-10 08:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc_index_aus200_h1_major_abc_002,abc,candidate_counts,index_aus200_h1_major_abc_002,index_aus200_h1,Index,AUS200,H1,major,bearish,candidate_abc,abc,2.0,5.0,2026-02-27 11:00:00,2026-03-03 17:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,35,h1,charts\after_phase2_3\h1_035_abc_index_aus200_h1_major_abc_002.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_035_abc_index_aus200_h1_major_abc_002.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_035_abc_index_aus200_h1_major_abc_002.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,Limpio y defendible como ABC bajista/zigzag auxiliar.,4,0|A|B|C,0|1|2|3,True,True,2026-03-03 20:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc_forex_eurusd_h1_major_abc_002,abc,candidate_counts,forex_eurusd_h1_major_abc_002,forex_eurusd_h1,Forex Majors,EURUSD.r,H1,major,bearish,candidate_abc,abc,2.0,5.0,2026-03-04 13:00:00,2026-03-09 04:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,36,h1,charts\after_phase2_3\h1_036_abc_forex_eurusd_h1_major_abc_002.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_036_abc_forex_eurusd_h1_major_abc_002.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_036_abc_forex_eurusd_h1_major_abc_002.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,"De los mejores H1: estructura bajista clara, B razonable y C suficiente.",4,0|A|B|C,0|1|2|3,True,True,2026-03-09 07:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc_forex_gbpusd_h1_major_abc_003,abc,candidate_counts,forex_gbpusd_h1_major_abc_003,forex_gbpusd_h1,Forex Majors,GBPUSD.r,H1,major,bullish,candidate_abc,abc,3.0,6.0,2026-03-03 17:00:00,2026-03-06 23:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,903,h1,charts\after_phase2_3\focus_cases\h1_forex_gbpusd_h1_major_abc_003.png,,focus_case,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\focus_cases\h1_forex_gbpusd_h1_major_abc_003.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\focus_h1_forex_gbpusd_h1_major_abc_003.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,Focus corregido y bastante defendible como estructura amplia.,4,0|A|B|C,0|1|2|3,True,True,,True,Focus case has status=ok in abc_focus_cases.csv; not part of abc_clean_candidates.csv.,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abc_forex_audjpy_h4_intermediate_abc_002,abc,candidate_counts,forex_audjpy_h4_intermediate_abc_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bearish,candidate_abc,abc,2.0,5.0,2025-12-10 08:00:00,2025-12-17 00:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,25,,,,phase2_4_context,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_4\h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\context_h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,context_explains_countertrend_correction,usable_as_soft_context,soft_context_candidate,Buen ABC bajista contra HTF alcista. EMAs/EWO ayudan a leer correccion y posterior continuacion.,4,0|A|B|C,0|1|2|3,True,True,2025-12-17 12:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; D1 context uses htf_lookahead_safe from phase2_4_abc_fixed_context.,yes,,,correction_against_htf,35.0,HTF conflicts with candidate direction; EWO 5-35 confirms direction,False,False,True,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.8071285714285636,-0.089985714285703,negative,D1,2025-12-16,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\after_phase2_4\h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png
abc_metals_xagusd_h4_major_abc_003,abc,candidate_counts,metals_xagusd_h4_major_abc_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,major,bullish,candidate_abc,abc,3.0,6.0,2025-12-31 20:00:00,2026-01-20 12:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,34,,,,phase2_4_context,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_4\h4_034_abc_metals_xagusd_h4_major_abc_003.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\context_h4_034_abc_metals_xagusd_h4_major_abc_003.png,plausible_abc,4,abc_completed,causal_with_confirmation_latency,context_confirms_correction,usable_as_soft_context,soft_context_candidate,"Buen ejemplo de tres tramos amplios. Contexto util, pero solo como blando.",4,0|A|B|C,0|1|2|3,True,True,2026-01-21 00:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; D1 context uses htf_lookahead_safe from phase2_4_abc_fixed_context.,yes,,,impulse_with_htf,60.0,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,3.997799999999998,-0.2166857142857168,positive,D1,2026-01-19,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\after_phase2_4\h4_034_abc_metals_xagusd_h4_major_abc_003.png
