message_id,message_type,dedup_key,row_index,max_messages_per_run,within_max_messages,duplicate_dedup_key,cooldown_minutes,rate_limit_status,rate_limit_reason
mt5_bot_status_digest_3e0919b5313f,mt5_bot_status_digest,3c233879de15b678,1,1,True,False,30,pass,
mt5_account_snapshot_notice_fe464f387478,mt5_account_snapshot_notice,dd3554bffc69a1c4,2,1,False,False,30,blocked,max_messages_exceeded
riskguard_block_notice_ea9d1caa016d,riskguard_block_notice,cbbcf6486005dc21,3,1,False,False,20,blocked,max_messages_exceeded
demo_order_event_notice_882d4c58a32d,demo_order_event_notice,53098c7c09fcb52e,4,1,False,False,10,blocked,max_messages_exceeded
demo_position_close_notice_70b5a393d7d3,demo_position_close_notice,516b0efcf0c363b2,5,1,False,False,10,blocked,max_messages_exceeded
refresh_pipeline_notice_7dd782f1429e,refresh_pipeline_notice,b83eaa5b3bc02cbd,6,1,False,False,30,blocked,max_messages_exceeded
daily_summary_a8cae8164ba1,daily_summary,3e4353fe66b43ad2,7,1,False,False,240,blocked,max_messages_exceeded
