send_attempt_id,message_id,message_type,telegram_connected,send_real_executed,telegram_response_status,telegram_message_id_hash,token_printed,chat_id_printed,token_stored,chat_id_stored,failure_reason
send_attempt_001_mt5_bot_status_digest_3e0919b5313f,mt5_bot_status_digest_3e0919b5313f,mt5_bot_status_digest,True,True,telegram_api_ok,d4735e3a265e16ee,False,False,False,False,
send_attempt_002_mt5_account_snapshot_notice_fe464f387478,mt5_account_snapshot_notice_fe464f387478,mt5_account_snapshot_notice,False,False,not_attempted,,False,False,False,False,max_messages_exceeded
send_attempt_003_riskguard_block_notice_ea9d1caa016d,riskguard_block_notice_ea9d1caa016d,riskguard_block_notice,False,False,not_attempted,,False,False,False,False,delivery_not_preview_allowed
send_attempt_004_demo_order_event_notice_882d4c58a32d,demo_order_event_notice_882d4c58a32d,demo_order_event_notice,False,False,not_attempted,,False,False,False,False,delivery_not_preview_allowed
send_attempt_005_demo_position_close_notice_70b5a393d7d3,demo_position_close_notice_70b5a393d7d3,demo_position_close_notice,False,False,not_attempted,,False,False,False,False,delivery_not_preview_allowed
send_attempt_006_refresh_pipeline_notice_7dd782f1429e,refresh_pipeline_notice_7dd782f1429e,refresh_pipeline_notice,False,False,not_attempted,,False,False,False,False,delivery_not_preview_allowed
send_attempt_007_daily_summary_a8cae8164ba1,daily_summary_a8cae8164ba1,daily_summary,False,False,not_attempted,,False,False,False,False,max_messages_exceeded

