send_attempt_id,message_id,message_type,severity,gate_decision,pre_send_status,pre_send_reasons,failure_reason,send_real_requested,send_real_executed,telegram_connected,telegram_real_message_sent,telegram_response_status,telegram_message_id_hash,token_printed,chat_id_printed,token_stored,chat_id_stored,safe_to_send,no_action_audit_status,delivery_status,contains_wavecount,wavecount_study_only,dedup_key,cooldown_minutes,source_artifacts,attempted_at
send_attempt_002_mt5_account_snapshot_notice_fe464f387478,mt5_account_snapshot_notice_fe464f387478,mt5_account_snapshot_notice,info,allowed_to_send,blocked_before_send,max_messages_exceeded,max_messages_exceeded,True,False,False,False,not_attempted,,False,False,False,False,True,pass,preview_allowed,False,False,dd3554bffc69a1c4,30,artifacts\tfg\mt5_read_only_connection_v1_2026-06-08_after_position_manager_close_validation,2026-06-09T08:56:36Z
send_attempt_003_riskguard_block_notice_ea9d1caa016d,riskguard_block_notice_ea9d1caa016d,riskguard_block_notice,warning,allowed_to_send,blocked_before_send,delivery_not_preview_allowed|max_messages_exceeded,delivery_not_preview_allowed,True,False,False,False,not_attempted,,False,False,False,False,True,pass,event_allowed,False,False,cbbcf6486005dc21,20,artifacts\tfg\riskguard_demo_intent_builder_v1_2026-06-08,2026-06-09T08:56:36Z
send_attempt_004_demo_order_event_notice_882d4c58a32d,demo_order_event_notice_882d4c58a32d,demo_order_event_notice,info,allowed_to_send,blocked_before_send,delivery_not_preview_allowed|operational_wording_detected|max_messages_exceeded,delivery_not_preview_allowed,True,False,False,False,not_attempted,,False,False,False,False,True,pass,event_allowed,False,False,53098c7c09fcb52e,10,artifacts\tfg\mt5_demo_order_sender_v1_2026-06-08_reopen_for_close_send,2026-06-09T08:56:36Z
send_attempt_005_demo_position_close_notice_70b5a393d7d3,demo_position_close_notice_70b5a393d7d3,demo_position_close_notice,info,allowed_to_send,blocked_before_send,delivery_not_preview_allowed|max_messages_exceeded,delivery_not_preview_allowed,True,False,False,False,not_attempted,,False,False,False,False,True,pass,event_allowed,False,False,516b0efcf0c363b2,10,artifacts\tfg\mt5_demo_position_manager_v1_2026-06-08_reopen_close_send,2026-06-09T08:56:36Z
send_attempt_006_refresh_pipeline_notice_7dd782f1429e,refresh_pipeline_notice_7dd782f1429e,refresh_pipeline_notice,warning,allowed_to_send,blocked_before_send,delivery_not_preview_allowed|max_messages_exceeded,delivery_not_preview_allowed,True,False,False,False,not_attempted,,False,False,False,False,True,pass,event_allowed,False,False,b83eaa5b3bc02cbd,30,artifacts\tfg\trading_center_latest\latest_manifest.json,2026-06-09T08:56:36Z
send_attempt_007_daily_summary_a8cae8164ba1,daily_summary_a8cae8164ba1,daily_summary,info,allowed_to_send,blocked_before_send,max_messages_exceeded,max_messages_exceeded,True,False,False,False,not_attempted,,False,False,False,False,True,pass,preview_allowed,False,False,3e4353fe66b43ad2,240,artifacts\tfg\trading_center_latest\latest_manifest.json|artifacts\tfg\mt5_read_only_connection_v1_2026-06-08_after_position_manager_close_validation|artifacts\tfg\mt5_demo_order_sender_v1_2026-06-08_reopen_for_close_send|artifacts\tfg\mt5_demo_position_manager_v1_2026-06-08_reopen_close_send,2026-06-09T08:56:36Z

