market_group,symbol,timeframe,timestamp,open,high,low,close,tick_volume,spread,real_volume
Forex Majors,EURGBP.r,H4,2026-06-03 00:00:00,0.86283,0.8639,0.86283,0.86354,3713,0,0
Forex Majors,EURGBP.r,H4,2026-06-03 04:00:00,0.86354,0.86381,0.86339,0.86368,3593,0,0
Forex Majors,EURGBP.r,H4,2026-06-03 08:00:00,0.86368,0.86425,0.86315,0.86351,6253,0,0
Forex Majors,EURGBP.r,H4,2026-06-03 12:00:00,0.86351,0.86396,0.86331,0.86361,6405,0,0
Forex Majors,EURGBP.r,H4,2026-06-03 16:00:00,0.86362,0.86432,0.86354,0.86421,8081,1,0
Forex Majors,EURGBP.r,H4,2026-06-03 20:00:00,0.8642,0.86458,0.86404,0.86425,3302,0,0
Forex Majors,EURGBP.r,H4,2026-06-04 00:00:00,0.86335,0.86476,0.86334,0.8645,4067,0,0
Forex Majors,EURGBP.r,H4,2026-06-04 04:00:00,0.8645,0.86479,0.86436,0.86437,3375,0,0
Forex Majors,EURGBP.r,H4,2026-06-04 08:00:00,0.86437,0.8649,0.86421,0.86468,5803,0,0
Forex Majors,EURGBP.r,H4,2026-06-04 12:00:00,0.86467,0.86557,0.86465,0.86481,6602,0,0
Forex Majors,EURGBP.r,H4,2026-06-04 16:00:00,0.86481,0.86562,0.8648,0.86513,6862,1,0
Forex Majors,EURGBP.r,H4,2026-06-04 20:00:00,0.86513,0.8655,0.86482,0.86482,3845,0,0
Forex Majors,EURGBP.r,H4,2026-06-05 00:00:00,0.86436,0.86531,0.86395,0.86509,8752,0,0
Forex Majors,EURGBP.r,H4,2026-06-05 04:00:00,0.8651,0.86536,0.86488,0.86496,3397,0,0
Forex Majors,EURGBP.r,H4,2026-06-05 08:00:00,0.86496,0.86548,0.86482,0.86492,5142,0,0
Forex Majors,EURGBP.r,H4,2026-06-05 12:00:00,0.86492,0.86499,0.86355,0.86436,6555,0,0
Forex Majors,EURGBP.r,H4,2026-06-05 16:00:00,0.86437,0.86469,0.86305,0.86344,10052,1,0
