decision_id,intent_id,setup_id,symbol,timeframe,setup_type,riskguard_decision,accepted,blocking_reason,warning_reason,checks_passed,checks_failed,can_send_order,order_sent,created_at_utc
791b547d8ab0e79b,,trading_center_screener_unified_v1|EURO50|H4|macd_breakout|222,EURO50,H4,macd_breakout,blocked_by_late_setup,False,blocked_by_late_setup,,eligible_setup;min_quality;shadow_triggered;triggered_at_present;entry_present;sl_present;tp_present;mt5_snapshot_present;no_existing_position;no_pending_order;no_live_mode;no_telegram;ai_not_approval;sender_not_available,timing_current,False,False,2026-06-08T19:34:05+00:00
fb360f15366afd73,,trading_center_screener_unified_v1|SPA35|H4|macd_breakout|132,SPA35,H4,macd_breakout,blocked_by_late_setup,False,blocked_by_late_setup,,eligible_setup;min_quality;shadow_triggered;triggered_at_present;entry_present;sl_present;tp_present;mt5_snapshot_present;no_existing_position;no_pending_order;no_live_mode;no_telegram;ai_not_approval;sender_not_available,timing_current,False,False,2026-06-08T19:34:05+00:00
bb139fef09fd3d79,,trading_center_screener_unified_v1|EURUSD.r|H4|macd_breakout|670,EURUSD.r,H4,macd_breakout,blocked_by_waiting_confirmation,False,blocked_by_waiting_confirmation,,eligible_setup;min_quality;sl_present;tp_present;mt5_snapshot_present;no_existing_position;no_pending_order;no_live_mode;no_telegram;ai_not_approval;sender_not_available,shadow_triggered;triggered_at_present;timing_current;entry_present,False,False,2026-06-08T19:34:05+00:00
dda2d2531cab2100,,trading_center_screener_unified_v1|GBPCHF.r|H4|macd_breakout|150,GBPCHF.r,H4,macd_breakout,blocked_by_waiting_confirmation,False,blocked_by_waiting_confirmation,,eligible_setup;min_quality;sl_present;tp_present;mt5_snapshot_present;no_existing_position;no_pending_order;no_live_mode;no_telegram;ai_not_approval;sender_not_available,shadow_triggered;triggered_at_present;timing_current;entry_present,False,False,2026-06-08T19:34:05+00:00
921ac0e1463d64c6,,trading_center_screener_unified_v1|XPTUSD|H4|macd_breakout|792,XPTUSD,H4,macd_breakout,blocked_by_late_setup,False,blocked_by_late_setup,,eligible_setup;min_quality;shadow_triggered;triggered_at_present;entry_present;sl_present;tp_present;mt5_snapshot_present;no_existing_position;no_pending_order;no_live_mode;no_telegram;ai_not_approval;sender_not_available,timing_current,False,False,2026-06-08T19:34:05+00:00
