candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,trend_context_label,context_score,context_reason,ltf_direction_match,htf_direction_match,ltf_direction_conflict,htf_direction_conflict,transition_matches_direction,price_band_matches_direction,momentum_matches_direction,context_at_start,context_at_end,htf_context_at_end,end_ltf_trend_state,end_ltf_ema_alignment,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_context_source_time,htf_trend_state,htf_ema_alignment,htf_price_vs_ema_band,htf_transition_state,htf_lookahead_safe,context_chart_path,source_count_chart_path,source_context_chart_path,source_scope,matches_h1_h4_aux_profile,aux_profile_match_score,aux_profile_reasons,aux_profile_failures,aux_profile_critical_failures,aux_near_miss_reason,prominence_vs_window,duration_vs_window,relative_structure_size,scale_fit_label,scale_notes,visual_aux_status,scale_diagnostic_status,should_affect_phase25_profile,ewo_helpfulness,ema_htf_helpfulness,visual_notes,reviewed_chart_path
impulse_aux252b_forex_audjpy_h1_minor_impulse_007,impulse,impulse_diagnostics,aux252b_forex_audjpy_h1_minor_impulse_007,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,minor,bearish,strict_candidate_impulse,full_impulse_12345,7,12,2026-01-15 11:00:00,2026-01-19 01:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png,1,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,bearish_alignment,bearish_alignment,below_band,no_transition,-0.4360714285714238,-0.0617285714285742,negative,H4,2026-01-16 20:00:00,mixed_or_unclear,bullish_alignment,inside_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png,h1_h4,near_miss_aux,79,structure=impulse; timeframe=H1 auxiliary; H4 context lookahead safe; context_score=60.0; H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,degree=minor; HTF conflict (correction_against_htf),,minor_substructure,0.127601,0.035455,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.128; duration=0.035; degree=minor; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_wave_role,explains_correction,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_wave_role; EMA/HTF=explains_correction; near=minor_substructure,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png
impulse_aux252b_metals_xagusd_h1_minor_impulse_005,impulse,impulse_diagnostics,aux252b_metals_xagusd_h1_minor_impulse_005,aux252b_metals_xagusd_h1,Metals,XAGUSD.r,H1,minor,bullish,strict_candidate_impulse,full_impulse_12345,5,10,2026-01-13 01:00:00,2026-01-15 01:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png,2,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,2.841314285714276,0.4271714285714125,positive,H4,2026-01-14 20:00:00,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png,h1_h4,near_miss_aux,87,structure=impulse; timeframe=H1 auxiliary; H4 context lookahead safe; context_score=85.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,degree=minor,,minor_substructure,0.180173,0.042727,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.180; duration=0.043; degree=minor; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_wave_role,supports_context,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_wave_role; EMA/HTF=supports_context; near=minor_substructure,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png
impulse_aux252b_index_aus200_h1_minor_impulse_014,impulse,impulse_diagnostics,aux252b_index_aus200_h1_minor_impulse_014,aux252b_index_aus200_h1,Index,AUS200,H1,minor,bearish,strict_candidate_impulse,full_impulse_12345,14,19,2026-01-16 04:00:00,2026-01-21 15:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png,3,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,bearish_alignment,bearish_alignment,below_band,no_transition,-25.16142857142768,-9.23285714285521,negative,H4,2026-01-21 08:00:00,mixed_or_unclear,bullish_alignment,inside_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png,h1_h4,near_miss_aux,79,structure=impulse; timeframe=H1 auxiliary; H4 context lookahead safe; context_score=60.0; H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,degree=minor; HTF conflict (correction_against_htf),,minor_substructure,0.234923,0.070909,medium_small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.235; duration=0.071; degree=minor; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_wave_role,explains_correction,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_wave_role; EMA/HTF=explains_correction; near=minor_substructure,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_016,impulse,impulse_diagnostics,aux252b_forex_audjpy_h1_minor_impulse_016,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,minor,bullish,strict_candidate_impulse,full_impulse_12345,16,21,2026-01-20 15:00:00,2026-01-22 09:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png,4,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.9931857142857012,0.2021999999999906,positive,H4,2026-01-22 04:00:00,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png,h1_h4,near_miss_aux,87,structure=impulse; timeframe=H1 auxiliary; H4 context lookahead safe; context_score=85.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,degree=minor,,minor_substructure,0.241024,0.039091,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.241; duration=0.039; degree=minor; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_wave_role,supports_context,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_wave_role; EMA/HTF=supports_context; near=minor_substructure,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016,impulse,impulse_diagnostics,aux252b_forex_audjpy_h1_intermediate_impulse_016,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,intermediate,bullish,strict_candidate_impulse,full_impulse_12345,16,21,2026-01-27 15:00:00,2026-01-30 17:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png,5,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.2151285714285649,0.2647571428571496,positive,H4,2026-01-30 12:00:00,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png,h1_h4,yes_aux,100,structure=impulse; timeframe=H1 auxiliary; degree=intermediate; H4 context lookahead safe; context_score=85.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,,,,0.259433,0.068182,medium_small,ambiguous_scale,ambiguous_scale: prominence=0.259; duration=0.068; degree=intermediate; category=impulse,good_aux_structure,h1_better_representation,yes_keep_h1_auxiliary,supports_wave_role,supports_context,good_aux_structure; scale=ambiguous_scale; EWO=supports_wave_role; EMA/HTF=supports_context; near=none,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png
impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036,impulse,impulse_diagnostics,aux252b_metals_xagusd_h1_intermediate_impulse_036,aux252b_metals_xagusd_h1,Metals,XAGUSD.r,H1,intermediate,bearish,strict_candidate_impulse,full_impulse_12345,36,41,2026-02-16 11:00:00,2026-02-18 01:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png,6,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,bearish_alignment,bearish_alignment,below_band,no_transition,-1.6857428571428557,0.4893142857142862,negative,H4,2026-02-17 20:00:00,bearish_alignment,bearish_alignment,below_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png,h1_h4,yes_aux,98,structure=impulse; timeframe=H1 auxiliary; degree=intermediate; H4 context lookahead safe; context_score=65.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; price outside EMA band,EWO/momentum does not support count direction,,,0.093439,0.031818,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.093; duration=0.032; degree=intermediate; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_momentum_only,supports_context,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_momentum_only; EMA/HTF=supports_context; near=none,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png
impulse_aux252b_index_aus200_h1_intermediate_impulse_007,impulse,impulse_diagnostics,aux252b_index_aus200_h1_intermediate_impulse_007,aux252b_index_aus200_h1,Index,AUS200,H1,intermediate,bullish,strict_candidate_impulse,full_impulse_12345,7,12,2026-01-13 17:00:00,2026-01-16 04:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png,7,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,23.545714285712165,9.231428571425567,positive,H4,2026-01-16 00:00:00,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png,h1_h4,yes_aux,100,structure=impulse; timeframe=H1 auxiliary; degree=intermediate; H4 context lookahead safe; context_score=85.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,,,,0.175129,0.049091,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.175; duration=0.049; degree=intermediate; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_wave_role,supports_context,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_wave_role; EMA/HTF=supports_context; near=none,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022,impulse,impulse_diagnostics,aux252b_forex_audjpy_h1_intermediate_impulse_022,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,intermediate,bullish,strict_candidate_impulse,full_impulse_12345,22,27,2026-02-02 08:00:00,2026-02-04 14:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png,8,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.6443714285714179,-0.0650571428571424,positive,H4,2026-02-04 08:00:00,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png,h1_h4,yes_aux,98,structure=impulse; timeframe=H1 auxiliary; degree=intermediate; H4 context lookahead safe; context_score=65.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; price outside EMA band,EWO/momentum does not support count direction,,,0.38086,0.05,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.381; duration=0.050; degree=intermediate; category=impulse,useful_lower_tf_substructure,still_ambiguous,yes_keep_h1_auxiliary,supports_momentum_only,supports_context,useful_lower_tf_substructure; scale=better_as_lower_tf_substructure; EWO=supports_momentum_only; EMA/HTF=supports_context; near=none,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png
impulse_aux252b_forex_audjpy_h1_major_impulse_006,impulse,impulse_diagnostics,aux252b_forex_audjpy_h1_major_impulse_006,aux252b_forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,major,bullish,strict_candidate_impulse,full_impulse_12345,6,11,2026-01-26 13:00:00,2026-01-30 17:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png,9,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.2151285714285649,0.2647571428571496,positive,H4,2026-01-30 12:00:00,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png,h1_h4,near_miss_aux,87,structure=impulse; timeframe=H1 auxiliary; H4 context lookahead safe; context_score=85.0; HTF not suspicious (impulse_with_htf); H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,degree=major,,higher_degree_context,0.287103,0.091818,medium_small,ambiguous_scale,ambiguous_scale: prominence=0.287; duration=0.092; degree=major; category=impulse,useful_lower_tf_substructure,h1_better_representation,yes_keep_h1_auxiliary,supports_wave_role,supports_context,useful_lower_tf_substructure; scale=ambiguous_scale; EWO=supports_wave_role; EMA/HTF=supports_context; near=higher_degree_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png
impulse_aux252b_metals_xagusd_h1_major_impulse_025,impulse,impulse_diagnostics,aux252b_metals_xagusd_h1_major_impulse_025,aux252b_metals_xagusd_h1,Metals,XAGUSD.r,H1,major,bullish,strict_candidate_impulse,full_impulse_12345,25,30,2026-02-17 17:00:00,2026-02-25 21:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png,10,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.746185714285744,0.010357142857174,positive,H4,2026-02-25 16:00:00,mixed_or_unclear,bearish_alignment,above_band,no_transition,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_3_h1_h4_aux\charts\impulses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png,h1_h4,near_miss_aux,79,structure=impulse; timeframe=H1 auxiliary; H4 context lookahead safe; context_score=60.0; H4 context interpretable; H1 EMA direction supports count; EWO/momentum supports count direction; price outside EMA band,degree=major; HTF conflict (correction_against_htf),,higher_degree_context,0.3354,0.13,balanced,acceptable_for_timeframe,acceptable_for_timeframe: prominence=0.335; duration=0.130; degree=major; category=impulse,useful_lower_tf_substructure,h1_better_representation,yes_keep_h1_auxiliary,supports_wave_role,explains_correction,useful_lower_tf_substructure; scale=acceptable_for_timeframe; EWO=supports_wave_role; EMA/HTF=explains_correction; near=higher_degree_context,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png
