source_phase,source_candidate_id,candidate_id,structure_type,review_category,group,symbol,timeframe,swing_degree,direction,timeframe_policy,degree_policy,phase25_allowed_use,final_phase23_decision,manual_visual_status,visual_quality_score,wave5_diagnostic,wave5_endpoint_status,proposed_endpoint_classification,future_more_extreme_found,post_wave5_extension_vs_wave5,partial123_diagnostic,partial123_status,live_state,wave3_too_weak,post_3_invalidates,post_3_confirms,context_review_status,trend_context_label,context_score,ema_usefulness,ewo_usefulness,htf_usefulness,phase25_rule_candidate,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_trend_state,htf_lookahead_safe,abc_contextual_policy,abc_parent_required,abc_parent_status,abc_role_hypothesis,abc_should_enter_phase25_context,context_must_not_rescue_bad_count,reviewed_chart_path,reviewed_context_chart_path,reviewed_chart_path_abc,guided_quality_score,guided_quality_bucket,score_reasons,score_penalties,ewo_wave_role_label,ewo_role_support,ewo_role_reasons,ewo_role_penalty,ema_context_label,ema_context_score_delta,htf_ltf_alignment_label,htf_context_score_delta,ready_for_phase251_search,phase251_reason,suggested_next_search_mode,chart_path
2.4.2_context_quality,impulse_forex_eurjpy_m30_intermediate_impulse_005,impulse_forex_eurjpy_m30_intermediate_impulse_005,impulse,impulse,Forex Majors,EURJPY.r,M30,intermediate,bearish,microstructure_m30_h1,,manual_review_only,,,4,,premature_wave5_completion,premature_wave5_completion,True,0.3439897698209866,,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,do_not_use_as_rule,below_band,no_transition,-0.3852857142857431,-0.0864857142857431,negative,H1,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\008_impulse_forex_eurjpy_m30_intermediate_impulse_005.png,,75,high_quality_context,intermediate primary degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,M30/H1 microstructure; wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.0864857",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\008_impulse_forex_eurjpy_m30_intermediate_impulse_005.png
2.4.2_context_quality,impulse_metals_xagusd_h1_major_impulse_009,impulse_metals_xagusd_h1_major_impulse_009,impulse,impulse,Metals,XAGUSD.r,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,below_band,no_transition,-2.5704142857142784,-0.4056142857142788,negative,H4,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png,,89,high_quality_context,H1/H4 auxiliary; major as context/higher degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.405614",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png
2.4.2_context_quality,impulse_index_aus200_h1_major_impulse_002,impulse_index_aus200_h1_major_impulse_002,impulse,impulse,Index,AUS200,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,premature_wave5_completion,premature_wave5_completion,True,1.272922944468367,,,,,,,context_confirms_good_count,correction_against_htf,60.0,useful_trend_context,useful_for_divergence_or_wave5_loss,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-106.70428571428602,-49.2814285714303,negative,H4,mixed_or_unclear,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\010_impulse_index_aus200_h1_major_impulse_002.png,,84,high_quality_context,H1/H4 auxiliary; major as context/higher degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO partially supports role; context confirms good count,wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,ema_supports_context,4,correction_against_htf,4,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\010_impulse_index_aus200_h1_major_impulse_002.png
2.4.2_context_quality,impulse_index_aus200_h1_major_impulse_010,impulse_index_aus200_h1_major_impulse_010,impulse,impulse,Index,AUS200,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,3,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,partially_useful,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,below_band,no_transition,-46.38428571428631,-28.33142857142775,negative,H4,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\011_impulse_index_aus200_h1_major_impulse_010.png,,78,high_quality_context,H1/H4 auxiliary; major as context/higher degree; impulse candidate; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; context explains ambiguity,,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-28.3314",0,ema_partial_or_neutral,2,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\011_impulse_index_aus200_h1_major_impulse_010.png
2.4.2_context_quality,impulse_index_hk50_m30_major_impulse_003,impulse_index_hk50_m30_major_impulse_003,impulse,impulse,Index,HK50,M30,major,bearish,microstructure_m30_h1,,manual_review_only,,,4,,premature_wave5_completion,premature_wave5_completion,True,0.269670477471419,,,,,,,context_explains_ambiguity,impulse_with_htf,65.0,partially_useful,useful_for_wave_role,useful_regime_filter,do_not_use_as_rule,below_band,no_transition,-101.16457142856962,11.439000000002125,negative,H1,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\012_impulse_index_hk50_m30_major_impulse_003.png,,68,usable_but_provisional,major as context/higher degree; visual quality 4; impulse candidate; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,M30/H1 microstructure; wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=11.439",0,ema_partial_or_neutral,2,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\012_impulse_index_hk50_m30_major_impulse_003.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_intermediate_partial123_009,partial_123_forex_audjpy_h1_intermediate_partial123_009,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,intermediate,bullish,auxiliary_h1_h4,,experimental,,,5,,,,,,,valid_partial_123,partial_123_provisional,False,False,True,context_confirms_good_count,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.5778714285714273,0.1090428571428532,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\013_partial_123_forex_audjpy_h1_intermediate_partial123_009.png,,100,experimental_only,H1/H4 auxiliary; intermediate primary degree; visual quality 5; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; partial 1-2-3 visually valid; context confirms good count,partial 1-2-3 remains provisional,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.109043,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\013_partial_123_forex_audjpy_h1_intermediate_partial123_009.png
2.4.2_context_quality,partial_123_metals_xagusd_h1_intermediate_partial123_003,partial_123_metals_xagusd_h1_intermediate_partial123_003,partial_123,partial_123,Metals,XAGUSD.r,H1,intermediate,bearish,auxiliary_h1_h4,,experimental,,,5,,,,,,,partial_123_provisional,partial_123_provisional,False,False,False,context_confirms_good_count,correction_against_htf,60.0,useful_trend_context,useful_for_wave_role,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-6.545942857142862,-2.105400000000003,negative,H4,mixed_or_unclear,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\014_partial_123_metals_xagusd_h1_intermediate_partial123_003.png,,100,experimental_only,H1/H4 auxiliary; intermediate primary degree; visual quality 5; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO supports wave role; partial 1-2-3 provisional; context confirms good count,partial 1-2-3 remains provisional,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-2.1054,0,ema_supports_context,4,correction_against_htf,4,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\014_partial_123_metals_xagusd_h1_intermediate_partial123_003.png
2.4.2_context_quality,partial_123_index_aus200_h1_intermediate_partial123_001,partial_123_index_aus200_h1_intermediate_partial123_001,partial_123,partial_123,Index,AUS200,H1,intermediate,bullish,auxiliary_h1_h4,,experimental,,,3,,,,,,,invalidated_after_3,partial_123_provisional_then_invalidated,True,True,False,context_should_not_rescue_count,impulse_with_htf,85.0,partially_useful,useful_for_momentum_phase,useful_regime_filter,do_not_use_as_rule,above_band,no_transition,27.13571428571595,18.9342857142874,positive,H4,bullish_alignment,True,,,,,,True,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\015_partial_123_index_aus200_h1_intermediate_partial123_001.png,,11,exclude,H1/H4 auxiliary; intermediate primary degree; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role,partial 1-2-3 remains provisional; partial invalidated after 3; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=18.9343,0,ema_partial_or_neutral,2,impulse_with_htf,6,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\015_partial_123_index_aus200_h1_intermediate_partial123_001.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_intermediate_partial123_011,partial_123_forex_audjpy_h1_intermediate_partial123_011,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,intermediate,bullish,auxiliary_h1_h4,,experimental,,,5,,,,,,,belongs_to_prior_wave_45,ambiguous_partial,False,False,False,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\016_partial_123_forex_audjpy_h1_intermediate_partial123_011.png,,88,experimental_only,H1/H4 auxiliary; intermediate primary degree; visual quality 5; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,partial 1-2-3 remains provisional; belongs_to_prior_wave_45,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\016_partial_123_forex_audjpy_h1_intermediate_partial123_011.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_minor_partial123_007,partial_123_forex_audjpy_h1_minor_partial123_007,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,minor,bullish,auxiliary_h1_h4,,experimental,,,3,,,,,,,partial_123_too_lax,ambiguous_partial,True,False,False,context_explains_ambiguity,conflict_with_htf,60.0,neutral,useful_for_momentum_phase,misleading_if_hard_filter,do_not_use_as_rule,above_band,no_transition,0.3238857142857227,0.1486428571428746,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\017_partial_123_forex_audjpy_h1_minor_partial123_007.png,,32,experimental_only,H1/H4 auxiliary; EWO partially supports role; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional; HTF context -8: conflict_suspicious; htf_useful_only_if_soft; partial_123_too_lax,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.148643,0,ema_partial_or_neutral,0,conflict_suspicious,-8,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\017_partial_123_forex_audjpy_h1_minor_partial123_007.png
2.4.2_context_quality,partial_123_metals_xagusd_h1_minor_partial123_002,partial_123_metals_xagusd_h1_minor_partial123_002,partial_123,partial_123,Metals,XAGUSD.r,H1,minor,bullish,auxiliary_h1_h4,,experimental,,,4,,,,,,,invalidated_after_3,partial_123_provisional_then_invalidated,False,True,False,context_explains_ambiguity,impulse_with_htf,65.0,partially_useful,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,3.9260285714285743,-0.0242857142857104,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\018_partial_123_metals_xagusd_h1_minor_partial123_002.png,,49,experimental_only,H1/H4 auxiliary; visual quality 4; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional; partial invalidated after 3,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0242857,0,ema_partial_or_neutral,2,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\018_partial_123_metals_xagusd_h1_minor_partial123_002.png
2.4.2_context_quality,partial_123_index_aus200_h1_minor_partial123_001,partial_123_index_aus200_h1_minor_partial123_001,partial_123,partial_123,Index,AUS200,H1,minor,bullish,auxiliary_h1_h4,,experimental,,,3,,,,,,,invalidated_after_3,partial_123_provisional_then_invalidated,True,True,False,context_explains_ambiguity,impulse_with_htf,85.0,partially_useful,useful_for_momentum_phase,misleading_if_hard_filter,do_not_use_as_rule,above_band,no_transition,27.13571428571595,18.9342857142874,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\019_partial_123_index_aus200_h1_minor_partial123_001.png,,40,experimental_only,H1/H4 auxiliary; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; htf_useful_only_if_soft; EWO partially supports role; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional; partial invalidated after 3,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=18.9343,0,ema_partial_or_neutral,2,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\019_partial_123_index_aus200_h1_minor_partial123_001.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_minor_partial123_013,partial_123_forex_audjpy_h1_minor_partial123_013,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,minor,bullish,auxiliary_h1_h4,,experimental,,,5,,,,,,,valid_partial_123,partial_123_provisional,False,False,True,context_confirms_good_count,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.5778714285714273,0.1090428571428532,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\020_partial_123_forex_audjpy_h1_minor_partial123_013.png,,88,experimental_only,H1/H4 auxiliary; visual quality 5; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; partial 1-2-3 visually valid; context confirms good count,minor substructure only; partial 1-2-3 remains provisional,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.109043,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\020_partial_123_forex_audjpy_h1_minor_partial123_013.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_major_partial123_007,partial_123_forex_audjpy_h1_major_partial123_007,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,major,bullish,auxiliary_h1_h4,,experimental,,,4,,,,,,,belongs_to_prior_wave_45,ambiguous_partial,False,False,False,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\021_partial_123_forex_audjpy_h1_major_partial123_007.png,,78,experimental_only,H1/H4 auxiliary; major as context/higher degree; visual quality 4; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,partial 1-2-3 remains provisional; belongs_to_prior_wave_45,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\021_partial_123_forex_audjpy_h1_major_partial123_007.png
2.4.2_context_quality,partial_123_metals_xagusd_h1_major_partial123_006,partial_123_metals_xagusd_h1_major_partial123_006,partial_123,partial_123,Metals,XAGUSD.r,H1,major,bullish,auxiliary_h1_h4,,experimental,,,4,,,,,,,invalidated_after_3,partial_123_provisional_then_invalidated,False,True,False,context_explains_ambiguity,impulse_with_htf,75.0,partially_useful,useful_for_wave_role,partially_useful,ewo_wave3_momentum_support,above_band,no_transition,3.407714285714292,0.8777857142857215,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\022_partial_123_metals_xagusd_h1_major_partial123_006.png,,62,experimental_only,H1/H4 auxiliary; major as context/higher degree; visual quality 4; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; ; EWO supports wave role; context explains ambiguity,partial 1-2-3 remains provisional; partial invalidated after 3,ewo_wave3_momentum_support,supports_wave_role,Existing 2.4.2 audit marked EWO as wave-3 momentum support.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.877786,0,ema_partial_or_neutral,2,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\022_partial_123_metals_xagusd_h1_major_partial123_006.png
2.4.2_context_quality,partial_123_index_aus200_h1_major_partial123_002,partial_123_index_aus200_h1_major_partial123_002,partial_123,partial_123,Index,AUS200,H1,major,bearish,auxiliary_h1_h4,,experimental,,,4,,,,,,,valid_partial_123,partial_123_provisional,False,False,True,context_confirms_good_count,correction_against_htf,60.0,useful_trend_context,useful_for_wave_role,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-181.2957142857158,-13.161428571429497,negative,H4,mixed_or_unclear,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\023_partial_123_index_aus200_h1_major_partial123_002.png,,94,experimental_only,H1/H4 auxiliary; major as context/higher degree; visual quality 4; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO supports wave role; partial 1-2-3 visually valid; context confirms good count,partial 1-2-3 remains provisional,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-13.1614,0,ema_supports_context,4,correction_against_htf,4,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\023_partial_123_index_aus200_h1_major_partial123_002.png
2.4.2_context_quality,partial_123_forex_eurusd_h1_major_partial123_002,partial_123_forex_eurusd_h1_major_partial123_002,partial_123,partial_123,Forex Majors,EURUSD.r,H1,major,bearish,auxiliary_h1_h4,,experimental,,,5,,,,,,,invalidated_after_3,partial_123_provisional_then_invalidated,False,True,True,context_confirms_good_count,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,below_band,no_transition,-0.0055365714285713,-0.0043125714285714,negative,H4,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\024_partial_123_forex_eurusd_h1_major_partial123_002.png,,75,experimental_only,H1/H4 auxiliary; major as context/higher degree; visual quality 5; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,partial 1-2-3 remains provisional; partial invalidated after 3,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.00431257,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\024_partial_123_forex_eurusd_h1_major_partial123_002.png
