window_id,example_id,group,symbol,timeframe,example_type,swing_degree,diagnostic_type,diagnostic_status,direction,start_pivot_id,end_pivot_id,start_time,end_time,count_detected_at,max_structural_detected_at_used,lookahead_safe,hard_reasons,soft_reasons,failure_reasons,possible_diagonal,possible_truncation,wave1_length,wave2_retrace_of_wave1,wave3_length,wave3_extension_of_wave1,wave4_retrace_of_wave3,wave5_length,wave5_extension_of_wave1,wave5_extension_of_wave3
metals_ambiguous_xptusd_h1_intermediate_impulse_005,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,5,10,2026-03-05 22:00:00,2026-03-12 14:00:00,2026-03-12 17:00:00,2026-03-12 17:00:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,80.39000000000033,1.8609279761164266,221.29999999999995,2.7528299539743633,0.4970176231360156,67.32000000000016,0.8374175892523932,0.30420244012652586
metals_ambiguous_xptusd_h1_intermediate_impulse_006,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,6,11,2026-03-06 10:00:00,2026-03-16 01:00:00,2026-03-16 04:00:00,2026-03-16 04:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,149.60000000000014,1.4792780748663086,109.99000000000024,0.7352272727272736,0.6120556414219476,197.90999999999985,1.3229278074866289,1.799345395035907
metals_ambiguous_xptusd_h1_intermediate_impulse_007,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,7,12,2026-03-09 04:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,221.29999999999995,0.4970176231360156,67.32000000000016,0.30420244012652586,2.939839572192504,122.15999999999985,0.5520108450067776,1.8146167557932198
metals_ambiguous_xptusd_h1_intermediate_impulse_008,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,full_impulse_12345,soft_impulse_near_miss,bearish,8,13,2026-03-10 12:00:00,2026-03-17 04:00:00,2026-03-17 07:00:00,2026-03-17 07:00:00,True,,wave 5 fails to exceed wave 3 extreme,wave 5 fails to exceed wave 3 extreme,False,True,109.99000000000024,0.6120556414219476,197.90999999999985,1.799345395035907,0.6172502652720931,44.159999999999854,0.4014910446404197,0.22313172654236718
metals_ambiguous_xptusd_h1_major_impulse_001,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,full_impulse_12345,hard_invalid_impulse,bullish,1,6,2026-03-04 01:00:00,2026-03-10 12:00:00,2026-03-10 15:00:00,2026-03-10 15:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,False,False,121.1899999999996,0.8672332700717902,80.39000000000033,0.6633385592870747,1.8609279761164266,221.29999999999995,1.8260582556316585,2.7528299539743633
metals_ambiguous_xptusd_h1_major_impulse_002,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,full_impulse_12345,soft_impulse_near_miss,bearish,2,7,2026-03-04 12:00:00,2026-03-12 03:00:00,2026-03-12 06:00:00,2026-03-12 06:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,105.09999999999991,0.7648905803996232,149.60000000000014,1.4234062797335896,1.4792780748663086,109.99000000000024,1.0465271170314019,0.7352272727272736
metals_ambiguous_xptusd_h1_major_impulse_003,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,full_impulse_12345,hard_invalid_impulse,bullish,3,8,2026-03-05 22:00:00,2026-03-12 14:00:00,2026-03-12 17:00:00,2026-03-12 17:00:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,80.39000000000033,1.8609279761164266,221.29999999999995,2.7528299539743633,0.4970176231360156,67.32000000000016,0.8374175892523932,0.30420244012652586
metals_ambiguous_xptusd_h1_major_impulse_004,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,full_impulse_12345,hard_invalid_impulse,bearish,4,9,2026-03-06 10:00:00,2026-03-16 01:00:00,2026-03-16 04:00:00,2026-03-16 04:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,149.60000000000014,1.4792780748663086,109.99000000000024,0.7352272727272736,0.6120556414219476,197.90999999999985,1.3229278074866289,1.799345395035907
metals_ambiguous_xptusd_h1_major_impulse_005,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,full_impulse_12345,hard_invalid_impulse,bullish,5,10,2026-03-09 04:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,221.29999999999995,0.4970176231360156,67.32000000000016,0.30420244012652586,2.939839572192504,122.15999999999985,0.5520108450067776,1.8146167557932198
metals_ambiguous_xptusd_h1_minor_impulse_001,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,soft_impulse_near_miss,bullish,1,6,2026-03-04 01:00:00,2026-03-06 10:00:00,2026-03-06 13:00:00,2026-03-06 13:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,121.1899999999996,0.5667959402590959,91.60999999999967,0.7559204554831255,1.3974456937015658,80.39000000000033,0.6633385592870747,0.8775242877415197
metals_ambiguous_xptusd_h1_minor_impulse_002,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bearish,2,7,2026-03-04 12:00:00,2026-03-06 16:00:00,2026-03-06 19:00:00,2026-03-06 19:00:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,68.6899999999996,1.3336730237298036,128.01999999999998,1.86373562381716,0.6279487580065641,82.44000000000005,1.2001746979181909,0.6439618809561011
metals_ambiguous_xptusd_h1_minor_impulse_003,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bullish,3,8,2026-03-04 20:00:00,2026-03-06 20:00:00,2026-03-06 23:00:00,2026-03-06 23:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,91.60999999999967,1.3974456937015658,80.39000000000033,0.8775242877415197,1.0255006841646936,56.86999999999989,0.6207837572317443,0.7074262968030807
metals_ambiguous_xptusd_h1_minor_impulse_004,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bearish,4,9,2026-03-05 03:00:00,2026-03-09 04:00:00,2026-03-09 07:00:00,2026-03-09 07:00:00,True,wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory,wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,False,False,128.01999999999998,0.6279487580065641,82.44000000000005,0.6439618809561011,0.6898350315380866,124.02999999999997,0.9688329948445554,1.5044881125667138
metals_ambiguous_xptusd_h1_minor_impulse_005,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bullish,5,10,2026-03-05 22:00:00,2026-03-09 08:00:00,2026-03-09 11:00:00,2026-03-09 11:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,80.39000000000033,1.0255006841646936,56.86999999999989,0.7074262968030807,2.1809389836469175,123.93000000000006,1.5416096529419028,2.179180587304384
metals_ambiguous_xptusd_h1_minor_impulse_006,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,soft_impulse_near_miss,bearish,6,11,2026-03-06 10:00:00,2026-03-09 13:00:00,2026-03-09 16:00:00,2026-03-09 16:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,82.44000000000005,0.6898350315380866,124.02999999999997,1.5044881125667138,0.9991937434491662,59.220000000000255,0.7183406113537144,0.47746512940417857
metals_ambiguous_xptusd_h1_minor_impulse_007,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bullish,7,12,2026-03-06 16:00:00,2026-03-09 23:00:00,2026-03-10 03:00:00,2026-03-10 03:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,56.86999999999989,2.1809389836469175,123.93000000000006,2.179180587304384,0.4778503994190287,99.78999999999996,1.7547037102162855,0.8052126200274341
metals_ambiguous_xptusd_h1_minor_impulse_008,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bearish,8,13,2026-03-06 20:00:00,2026-03-10 04:00:00,2026-03-10 07:00:00,2026-03-10 07:00:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,124.02999999999997,0.9991937434491662,59.220000000000255,0.47746512940417857,1.6850726106045177,41.279999999999745,0.3328227041844695,0.6970618034447749
metals_ambiguous_xptusd_h1_minor_impulse_009,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,soft_impulse_near_miss,bullish,9,14,2026-03-09 04:00:00,2026-03-10 12:00:00,2026-03-10 15:00:00,2026-03-10 15:00:00,True,,wave 4 overlaps wave 1 territory,wave 4 overlaps wave 1 territory,True,False,123.93000000000006,0.4778503994190287,99.78999999999996,0.8052126200274341,0.41366870427898345,98.07999999999993,0.7914145081901063,0.9828640144303032
metals_ambiguous_xptusd_h1_minor_impulse_010,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bearish,10,15,2026-03-09 08:00:00,2026-03-12 03:00:00,2026-03-12 06:00:00,2026-03-12 06:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,59.220000000000255,1.6850726106045177,41.279999999999745,0.6970618034447749,2.375968992248075,109.99000000000024,1.8573117190138426,2.6644864341085492
metals_ambiguous_xptusd_h1_minor_impulse_011,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,soft_impulse_near_miss,bullish,11,16,2026-03-09 13:00:00,2026-03-12 14:00:00,2026-03-12 17:00:00,2026-03-12 17:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,True,True,99.78999999999996,0.41366870427898345,98.07999999999993,0.9828640144303032,1.1214314845024502,67.32000000000016,0.6746166950596271,0.6863784665579141
metals_ambiguous_xptusd_h1_minor_impulse_012,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bearish,12,17,2026-03-09 23:00:00,2026-03-13 11:00:00,2026-03-13 14:00:00,2026-03-13 14:00:00,True,wave 2 breaks wave 1 origin,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,41.279999999999745,2.375968992248075,109.99000000000024,2.6644864341085492,0.6120556414219476,144.3800000000001,3.497577519379869,1.3126647877079716
metals_ambiguous_xptusd_h1_minor_impulse_013,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bullish,13,18,2026-03-10 04:00:00,2026-03-13 16:00:00,2026-03-13 19:00:00,2026-03-13 19:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,98.07999999999993,1.1214314845024502,67.32000000000016,0.6863784665579141,2.144682115270347,54.98000000000002,0.5605628058727575,0.8166963755199033
metals_ambiguous_xptusd_h1_minor_impulse_014,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,strict_candidate_impulse,bearish,14,19,2026-03-10 12:00:00,2026-03-16 01:00:00,2026-03-16 04:00:00,2026-03-16 04:00:00,True,,,,False,False,109.99000000000024,0.6120556414219476,144.3800000000001,1.3126647877079716,0.3808006649120375,108.50999999999976,0.9865442312937497,0.7515583875883064
metals_ambiguous_xptusd_h1_minor_impulse_015,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bullish,15,20,2026-03-12 03:00:00,2026-03-16 09:00:00,2026-03-16 12:00:00,2026-03-16 12:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,67.32000000000016,2.144682115270347,54.98000000000002,0.8166963755199033,1.9736267733721304,66.65999999999985,0.990196078431368,1.2124408875954862
metals_ambiguous_xptusd_h1_minor_impulse_016,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,soft_impulse_near_miss,bearish,16,21,2026-03-12 14:00:00,2026-03-16 13:00:00,2026-03-16 16:00:00,2026-03-16 16:00:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,True,True,144.3800000000001,0.3808006649120375,108.50999999999976,0.7515583875883064,0.6143212607132983,46.8599999999999,0.32456018839174305,0.4318495991152889
metals_ambiguous_xptusd_h1_minor_impulse_017,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bullish,17,22,2026-03-13 11:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,False,False,54.98000000000002,1.9736267733721304,66.65999999999985,1.2124408875954862,0.702970297029703,102.3599999999999,1.8617679156056723,1.5355535553555375
metals_ambiguous_xptusd_h1_minor_impulse_018,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,full_impulse_12345,hard_invalid_impulse,bearish,18,23,2026-03-13 16:00:00,2026-03-17 04:00:00,2026-03-17 07:00:00,2026-03-17 07:00:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,108.50999999999976,0.6143212607132983,46.8599999999999,0.4318495991152889,2.184379001280412,44.159999999999854,0.406967099806469,0.9423815620998709
metals_noisy_xauusd_m30_intermediate_impulse_001,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,1,6,2026-03-10 07:00:00,2026-03-12 13:00:00,2026-03-12 14:30:00,2026-03-12 14:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,84.44000000000051,0.7485788725722365,21.269999999999527,0.2518948365703387,3.343676539727385,65.86999999999989,0.7800805305542337,3.096850023507351
metals_noisy_xauusd_m30_intermediate_impulse_002,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,soft_impulse_near_miss,bearish,2,7,2026-03-10 18:30:00,2026-03-12 23:30:00,2026-03-13 02:00:00,2026-03-13 02:00:00,True,,wave 4 overlaps wave 1 territory,wave 4 overlaps wave 1 territory,True,False,63.210000000000036,0.33649738965352816,71.11999999999989,1.1251384274640064,0.9261811023622046,136.34999999999945,2.157095396298044,1.9171822272215926
metals_noisy_xauusd_m30_intermediate_impulse_003,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,3,8,2026-03-11 11:30:00,2026-03-13 05:00:00,2026-03-13 06:30:00,2026-03-13 06:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,21.269999999999527,3.343676539727385,65.86999999999989,3.096850023507351,2.0699863367238454,73.40999999999985,3.4513399153738358,1.114467891301047
metals_noisy_xauusd_m30_intermediate_impulse_004,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,soft_impulse_near_miss,bearish,4,9,2026-03-11 15:30:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,True,True,71.11999999999989,0.9261811023622046,136.34999999999945,1.9171822272215926,0.5383938393839395,67.0,0.9420697412823411,0.49138247158049336
metals_noisy_xauusd_m30_intermediate_impulse_005,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,5,10,2026-03-12 03:00:00,2026-03-13 15:30:00,2026-03-13 17:00:00,2026-03-13 17:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep,False,False,65.86999999999989,2.0699863367238454,73.40999999999985,1.114467891301047,0.9126821958861209,60.25,0.9146804311522712,0.8207328701811758
metals_noisy_xauusd_m30_intermediate_impulse_006,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,6,11,2026-03-12 13:00:00,2026-03-16 02:00:00,2026-03-16 03:30:00,2026-03-16 03:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,False,False,136.34999999999945,0.5383938393839395,67.0,0.49138247158049336,0.8992537313432836,153.98000000000047,1.1292995966263373,2.298208955223888
metals_noisy_xauusd_m30_intermediate_impulse_007,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,7,12,2026-03-12 23:30:00,2026-03-16 09:00:00,2026-03-16 10:30:00,2026-03-16 10:30:00,True,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,73.40999999999985,0.9126821958861209,60.25,0.8207328701811758,2.5556846473029124,67.93000000000029,0.9253507696499172,1.1274688796680545
metals_noisy_xauusd_m30_intermediate_impulse_008,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,soft_impulse_near_miss,bearish,8,13,2026-03-13 05:00:00,2026-03-16 13:00:00,2026-03-16 14:30:00,2026-03-16 14:30:00,True,,wave 5 fails to exceed wave 3 extreme,wave 5 fails to exceed wave 3 extreme,False,True,67.0,0.8992537313432836,153.98000000000047,2.298208955223888,0.4411611897649051,65.55999999999949,0.9785074626865595,0.42576958046499086
metals_noisy_xauusd_m30_intermediate_impulse_009,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bullish,9,14,2026-03-13 11:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,False,False,60.25,2.5556846473029124,67.93000000000029,1.1274688796680545,0.9651111438245136,67.75999999999931,1.124647302904553,0.9974974238186224
metals_noisy_xauusd_m30_intermediate_impulse_010,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,hard_invalid_impulse,bearish,10,15,2026-03-13 15:30:00,2026-03-17 04:00:00,2026-03-17 05:30:00,2026-03-17 05:30:00,True,wave 3 does not exceed wave 1 extreme,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,False,False,153.98000000000047,0.4411611897649051,65.55999999999949,0.42576958046499086,1.0335570469798632,43.149999999999636,0.2802311988569912,0.6581757169005487
metals_noisy_xauusd_m30_intermediate_impulse_011,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,full_impulse_12345,soft_impulse_near_miss,bullish,11,16,2026-03-16 02:00:00,2026-03-17 08:00:00,2026-03-17 09:30:00,2026-03-17 09:30:00,True,,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep,True,False,67.93000000000029,0.9651111438245136,67.75999999999931,0.9974974238186224,0.6368063754427402,49.69999999999982,0.7316355071396968,0.7334710743801701
