partial_id,example_id,group,symbol,timeframe,example_type,swing_degree,diagnostic_type,partial_status,direction,start_pivot_id,end_pivot_id,start_time,end_time,partial_detected_at,max_structural_detected_at_used,lookahead_safe,hard_reasons,soft_reasons,failure_reasons,wave1_length,wave2_retrace_of_wave1,wave3_length,wave3_extension_of_wave1
metals_ambiguous_xptusd_h1_minor_partial123_013,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bullish,13,16,2026-03-10 04:00:00,2026-03-12 14:00:00,2026-03-12 17:00:00,2026-03-12 17:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,98.07999999999993,1.1214314845024502,67.32000000000016,0.6863784665579141
metals_ambiguous_xptusd_h1_minor_partial123_014,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bearish,14,17,2026-03-10 12:00:00,2026-03-13 11:00:00,2026-03-13 14:00:00,2026-03-13 14:00:00,True,,,,109.99000000000024,0.6120556414219476,144.3800000000001,1.3126647877079716
metals_ambiguous_xptusd_h1_minor_partial123_015,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bullish,15,18,2026-03-12 03:00:00,2026-03-13 16:00:00,2026-03-13 19:00:00,2026-03-13 19:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,67.32000000000016,2.144682115270347,54.98000000000002,0.8166963755199033
metals_ambiguous_xptusd_h1_minor_partial123_016,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bearish,16,19,2026-03-12 14:00:00,2026-03-16 01:00:00,2026-03-16 04:00:00,2026-03-16 04:00:00,True,,,,144.3800000000001,0.3808006649120375,108.50999999999976,0.7515583875883064
metals_ambiguous_xptusd_h1_minor_partial123_017,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bullish,17,20,2026-03-13 11:00:00,2026-03-16 09:00:00,2026-03-16 12:00:00,2026-03-16 12:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,54.98000000000002,1.9736267733721304,66.65999999999985,1.2124408875954862
metals_ambiguous_xptusd_h1_minor_partial123_018,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bearish,18,21,2026-03-13 16:00:00,2026-03-16 13:00:00,2026-03-16 16:00:00,2026-03-16 16:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,108.50999999999976,0.6143212607132983,46.8599999999999,0.4318495991152889
metals_ambiguous_xptusd_h1_minor_partial123_019,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bullish,19,22,2026-03-16 01:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,,,,66.65999999999985,0.702970297029703,102.3599999999999,1.5355535553555375
metals_ambiguous_xptusd_h1_minor_partial123_020,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bearish,20,23,2026-03-16 09:00:00,2026-03-17 04:00:00,2026-03-17 07:00:00,2026-03-17 07:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,46.8599999999999,2.184379001280412,44.159999999999854,0.9423815620998709
metals_noisy_xauusd_m30_intermediate_partial123_001,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bullish,1,4,2026-03-10 07:00:00,2026-03-11 15:30:00,2026-03-11 17:00:00,2026-03-11 17:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,84.44000000000051,0.7485788725722365,21.269999999999527,0.2518948365703387
metals_noisy_xauusd_m30_intermediate_partial123_002,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_candidate,bearish,2,5,2026-03-10 18:30:00,2026-03-12 03:00:00,2026-03-12 04:30:00,2026-03-12 04:30:00,True,,,,63.210000000000036,0.33649738965352816,71.11999999999989,1.1251384274640064
metals_noisy_xauusd_m30_intermediate_partial123_003,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bullish,3,6,2026-03-11 11:30:00,2026-03-12 13:00:00,2026-03-12 14:30:00,2026-03-12 14:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,21.269999999999527,3.343676539727385,65.86999999999989,3.096850023507351
metals_noisy_xauusd_m30_intermediate_partial123_004,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_candidate,bearish,4,7,2026-03-11 15:30:00,2026-03-12 23:30:00,2026-03-13 02:00:00,2026-03-13 02:00:00,True,,,,71.11999999999989,0.9261811023622046,136.34999999999945,1.9171822272215926
metals_noisy_xauusd_m30_intermediate_partial123_005,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bullish,5,8,2026-03-12 03:00:00,2026-03-13 05:00:00,2026-03-13 06:30:00,2026-03-13 06:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,65.86999999999989,2.0699863367238454,73.40999999999985,1.114467891301047
metals_noisy_xauusd_m30_intermediate_partial123_006,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bearish,6,9,2026-03-12 13:00:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,136.34999999999945,0.5383938393839395,67.0,0.49138247158049336
metals_noisy_xauusd_m30_intermediate_partial123_007,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bullish,7,10,2026-03-12 23:30:00,2026-03-13 15:30:00,2026-03-13 17:00:00,2026-03-13 17:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,73.40999999999985,0.9126821958861209,60.25,0.8207328701811758
metals_noisy_xauusd_m30_intermediate_partial123_008,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_candidate,bearish,8,11,2026-03-13 05:00:00,2026-03-16 02:00:00,2026-03-16 03:30:00,2026-03-16 03:30:00,True,,,,67.0,0.8992537313432836,153.98000000000047,2.298208955223888
metals_noisy_xauusd_m30_intermediate_partial123_009,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bullish,9,12,2026-03-13 11:00:00,2026-03-16 09:00:00,2026-03-16 10:30:00,2026-03-16 10:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,60.25,2.5556846473029124,67.93000000000029,1.1274688796680545
metals_noisy_xauusd_m30_intermediate_partial123_010,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bearish,10,13,2026-03-13 15:30:00,2026-03-16 13:00:00,2026-03-16 14:30:00,2026-03-16 14:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,153.98000000000047,0.4411611897649051,65.55999999999949,0.42576958046499086
metals_noisy_xauusd_m30_intermediate_partial123_011,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_ambiguous,bullish,11,14,2026-03-16 02:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,,wave 2 retracement is visually too deep,wave 2 retracement is visually too deep,67.93000000000029,0.9651111438245136,67.75999999999931,0.9974974238186224
metals_noisy_xauusd_m30_intermediate_partial123_012,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_invalid,bearish,12,15,2026-03-16 09:00:00,2026-03-17 04:00:00,2026-03-17 05:30:00,2026-03-17 05:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,65.55999999999949,1.0335570469798632,43.149999999999636,0.6581757169005487
metals_noisy_xauusd_m30_intermediate_partial123_013,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,intermediate,partial_impulse_123,partial_123_candidate,bullish,13,16,2026-03-16 13:00:00,2026-03-17 08:00:00,2026-03-17 09:30:00,2026-03-17 09:30:00,True,,,,67.75999999999931,0.6368063754427402,49.69999999999982,0.7334710743801701
metals_noisy_xauusd_m30_major_partial123_001,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_invalid,bullish,1,4,2026-03-10 07:00:00,2026-03-12 01:00:00,2026-03-12 02:30:00,2026-03-12 02:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,84.44000000000051,1.057792515395548,34.20000000000073,0.40502131691142257
metals_noisy_xauusd_m30_major_partial123_002,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_candidate,bearish,2,5,2026-03-10 18:30:00,2026-03-12 08:00:00,2026-03-12 09:30:00,2026-03-12 09:30:00,True,,,,89.32000000000062,0.38289296909987114,46.36999999999989,0.5191446484549884
metals_noisy_xauusd_m30_major_partial123_003,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_invalid,bullish,3,6,2026-03-11 16:30:00,2026-03-12 13:00:00,2026-03-12 14:30:00,2026-03-12 14:30:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,34.20000000000073,1.3558479532163423,54.29999999999927,1.587719298245559
metals_noisy_xauusd_m30_major_partial123_004,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_invalid,bearish,4,7,2026-03-12 01:00:00,2026-03-12 23:30:00,2026-03-13 02:00:00,2026-03-13 02:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,46.36999999999989,1.171015742937231,136.34999999999945,2.9404787578175497
metals_noisy_xauusd_m30_major_partial123_005,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_invalid,bullish,5,8,2026-03-12 08:00:00,2026-03-13 05:00:00,2026-03-13 06:30:00,2026-03-13 06:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,54.29999999999927,2.51104972375693,73.40999999999985,1.351933701657474
metals_noisy_xauusd_m30_major_partial123_006,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_candidate,bearish,6,9,2026-03-12 13:00:00,2026-03-16 02:00:00,2026-03-16 03:30:00,2026-03-16 03:30:00,True,,,,136.34999999999945,0.5383938393839395,160.73000000000047,1.178804547121387
metals_noisy_xauusd_m30_major_partial123_007,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_invalid,bullish,7,10,2026-03-12 23:30:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,73.40999999999985,2.1894837215638305,70.13000000000011,0.9553194387685635
metals_noisy_xauusd_m30_major_partial123_008,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,major,partial_impulse_123,partial_123_invalid,bearish,8,11,2026-03-13 05:00:00,2026-03-17 04:00:00,2026-03-17 05:30:00,2026-03-17 05:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,160.73000000000047,0.43632178187021653,43.149999999999636,0.26846263920860763
metals_noisy_xauusd_m30_minor_partial123_001,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_candidate,bullish,1,4,2026-03-10 07:00:00,2026-03-10 18:30:00,2026-03-10 20:00:00,2026-03-10 20:00:00,True,,,,40.910000000000764,0.9491566854069937,82.36000000000058,2.0131997066731615
metals_noisy_xauusd_m30_minor_partial123_002,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,2,5,2026-03-10 11:30:00,2026-03-10 21:00:00,2026-03-10 22:30:00,2026-03-10 22:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,38.83000000000084,2.121040432655133,78.44999999999982,2.0203450939994365
metals_noisy_xauusd_m30_minor_partial123_003,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,3,6,2026-03-10 13:30:00,2026-03-11 04:00:00,2026-03-11 05:30:00,2026-03-11 05:30:00,True,wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,82.36000000000058,0.952525497814464,62.92000000000007,0.7639630888780916
metals_noisy_xauusd_m30_minor_partial123_004,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,4,7,2026-03-10 18:30:00,2026-03-11 11:30:00,2026-03-11 13:00:00,2026-03-11 13:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,78.44999999999982,0.8020395156150442,47.68000000000029,0.6077756532823506
metals_noisy_xauusd_m30_minor_partial123_005,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,5,8,2026-03-10 21:00:00,2026-03-11 15:30:00,2026-03-11 17:00:00,2026-03-11 17:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,62.92000000000007,0.7577876668785797,21.269999999999527,0.3380483153210347
metals_noisy_xauusd_m30_minor_partial123_006,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_candidate,bearish,6,9,2026-03-11 04:00:00,2026-03-12 03:00:00,2026-03-12 04:30:00,2026-03-12 04:30:00,True,,,,47.68000000000029,0.44609899328857794,71.11999999999989,1.491610738255022
metals_noisy_xauusd_m30_minor_partial123_007,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,7,10,2026-03-11 11:30:00,2026-03-12 05:00:00,2026-03-12 06:30:00,2026-03-12 06:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,21.269999999999527,3.343676539727385,49.48999999999978,2.3267512929008407
metals_noisy_xauusd_m30_minor_partial123_008,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,8,11,2026-03-11 15:30:00,2026-03-12 08:00:00,2026-03-12 09:30:00,2026-03-12 09:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,71.11999999999989,0.6958661417322815,37.91999999999916,0.5331833520809789
metals_noisy_xauusd_m30_minor_partial123_009,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_candidate,bullish,9,12,2026-03-12 03:00:00,2026-03-12 13:00:00,2026-03-12 14:30:00,2026-03-12 14:30:00,True,,,,49.48999999999978,0.7662153970498955,54.29999999999927,1.0971913517882301
metals_noisy_xauusd_m30_minor_partial123_010,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,10,13,2026-03-12 05:00:00,2026-03-12 23:30:00,2026-03-13 02:00:00,2026-03-13 02:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,37.91999999999916,1.4319620253164682,136.34999999999945,3.5957278481013306
metals_noisy_xauusd_m30_minor_partial123_011,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,11,14,2026-03-12 08:00:00,2026-03-13 05:00:00,2026-03-13 06:30:00,2026-03-13 06:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,54.29999999999927,2.51104972375693,73.40999999999985,1.351933701657474
metals_noisy_xauusd_m30_minor_partial123_012,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,12,15,2026-03-12 13:00:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,136.34999999999945,0.5383938393839395,67.0,0.49138247158049336
metals_noisy_xauusd_m30_minor_partial123_013,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,13,16,2026-03-12 23:30:00,2026-03-13 15:30:00,2026-03-13 17:00:00,2026-03-13 17:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,73.40999999999985,0.9126821958861209,60.25,0.8207328701811758
metals_noisy_xauusd_m30_minor_partial123_014,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_candidate,bearish,14,17,2026-03-13 05:00:00,2026-03-16 02:00:00,2026-03-16 03:30:00,2026-03-16 03:30:00,True,,,,67.0,0.8992537313432836,153.98000000000047,2.298208955223888
metals_noisy_xauusd_m30_minor_partial123_015,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,15,18,2026-03-13 11:00:00,2026-03-16 09:00:00,2026-03-16 10:30:00,2026-03-16 10:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,60.25,2.5556846473029124,67.93000000000029,1.1274688796680545
metals_noisy_xauusd_m30_minor_partial123_016,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,16,19,2026-03-13 15:30:00,2026-03-16 13:00:00,2026-03-16 14:30:00,2026-03-16 14:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,153.98000000000047,0.4411611897649051,65.55999999999949,0.42576958046499086
metals_noisy_xauusd_m30_minor_partial123_017,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_ambiguous,bullish,17,20,2026-03-16 02:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,,wave 2 retracement is visually too deep,wave 2 retracement is visually too deep,67.93000000000029,0.9651111438245136,67.75999999999931,0.9974974238186224
metals_noisy_xauusd_m30_minor_partial123_018,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,18,21,2026-03-16 09:00:00,2026-03-16 19:30:00,2026-03-16 21:00:00,2026-03-16 21:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,65.55999999999949,1.0335570469798632,63.81999999999971,0.9734594264795638
metals_noisy_xauusd_m30_minor_partial123_019,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bullish,19,22,2026-03-16 13:00:00,2026-03-16 23:00:00,2026-03-17 01:30:00,2026-03-17 01:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,67.75999999999931,0.9418536009445153,47.399999999999636,0.6995277449822922
metals_noisy_xauusd_m30_minor_partial123_020,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_invalid,bearish,20,23,2026-03-16 17:00:00,2026-03-17 04:00:00,2026-03-17 05:30:00,2026-03-17 05:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,63.81999999999971,0.7427138827953597,26.729999999999563,0.418834221247253
metals_noisy_xauusd_m30_minor_partial123_021,metals_noisy_xauusd_m30,Metals,XAUUSD.r,M30,noisy,minor,partial_impulse_123,partial_123_candidate,bullish,21,24,2026-03-16 19:30:00,2026-03-17 08:00:00,2026-03-17 09:30:00,2026-03-17 09:30:00,True,,,,47.399999999999636,0.5639240506329065,49.69999999999982,1.048523206751059
