partial_id,example_id,group,symbol,timeframe,example_type,swing_degree,diagnostic_type,partial_status,direction,start_pivot_id,end_pivot_id,start_time,end_time,partial_detected_at,max_structural_detected_at_used,lookahead_safe,hard_reasons,soft_reasons,failure_reasons,wave1_length,wave2_retrace_of_wave1,wave3_length,wave3_extension_of_wave1
index_gap_aus200_m30_intermediate_partial123_014,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,partial_impulse_123,partial_123_ambiguous,bullish,14,17,2026-03-13 22:30:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,,wave 2 retracement is visually too deep,wave 2 retracement is visually too deep,89.10000000000036,0.9652076318742946,127.0,1.4253647586980862
index_gap_aus200_m30_intermediate_partial123_015,index_gap_aus200_m30,Index,AUS200,M30,gap,intermediate,partial_impulse_123,partial_123_invalid,bearish,15,18,2026-03-16 03:30:00,2026-03-17 06:00:00,2026-03-17 07:30:00,2026-03-17 07:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,86.0,1.4767441860465116,89.0,1.0348837209302326
index_gap_aus200_m30_major_partial123_001,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bearish,1,4,2026-03-09 22:30:00,2026-03-10 17:00:00,2026-03-10 18:30:00,2026-03-10 18:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,146.29999999999927,0.6971975393028059,62.0,0.4237867395762154
index_gap_aus200_m30_major_partial123_002,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_candidate,bullish,2,5,2026-03-10 07:00:00,2026-03-11 03:00:00,2026-03-11 04:30:00,2026-03-11 04:30:00,True,,,,102.0,0.6078431372549019,70.29999999999927,0.6892156862745027
index_gap_aus200_m30_major_partial123_003,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bearish,3,6,2026-03-10 12:00:00,2026-03-12 06:30:00,2026-03-12 08:00:00,2026-03-12 08:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,62.0,1.1338709677419236,168.5,2.717741935483871
index_gap_aus200_m30_major_partial123_004,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bullish,4,7,2026-03-10 17:00:00,2026-03-12 14:30:00,2026-03-12 16:00:00,2026-03-12 16:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,70.29999999999927,2.3968705547653166,104.0,1.4793741109530736
index_gap_aus200_m30_major_partial123_005,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_candidate,bearish,5,8,2026-03-11 03:00:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,,,,168.5,0.6172106824925816,188.6999999999989,1.1198813056379757
index_gap_aus200_m30_major_partial123_006,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bullish,6,9,2026-03-12 06:30:00,2026-03-13 16:30:00,2026-03-13 18:00:00,2026-03-13 18:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,104.0,1.8144230769230665,141.0,1.3557692307692308
index_gap_aus200_m30_major_partial123_007,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bearish,7,10,2026-03-12 14:30:00,2026-03-13 22:30:00,2026-03-16 02:30:00,2026-03-16 02:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,188.6999999999989,0.7472178060413398,114.0,0.6041335453100194
index_gap_aus200_m30_major_partial123_008,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bullish,8,11,2026-03-13 11:00:00,2026-03-16 03:30:00,2026-03-16 05:00:00,2026-03-16 05:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,141.0,0.8085106382978723,89.10000000000036,0.6319148936170239
index_gap_aus200_m30_major_partial123_009,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bearish,9,12,2026-03-13 16:30:00,2026-03-16 12:30:00,2026-03-16 14:00:00,2026-03-16 14:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,114.0,0.7815789473684243,86.0,0.7543859649122807
index_gap_aus200_m30_major_partial123_010,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_ambiguous,bullish,10,13,2026-03-13 22:30:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,,wave 2 retracement is visually too deep,wave 2 retracement is visually too deep,89.10000000000036,0.9652076318742946,114.0,1.2794612794612743
index_gap_aus200_m30_major_partial123_011,index_gap_aus200_m30,Index,AUS200,M30,gap,major,partial_impulse_123,partial_123_invalid,bearish,11,14,2026-03-16 03:30:00,2026-03-17 06:00:00,2026-03-17 07:30:00,2026-03-17 07:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,86.0,1.3255813953488371,76.0,0.8837209302325582
index_gap_aus200_m30_minor_partial123_001,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bearish,1,4,2026-03-09 22:30:00,2026-03-10 17:00:00,2026-03-10 18:30:00,2026-03-10 18:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,146.29999999999927,0.6971975393028059,62.0,0.4237867395762154
index_gap_aus200_m30_minor_partial123_002,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_candidate,bullish,2,5,2026-03-10 07:00:00,2026-03-10 20:00:00,2026-03-10 21:30:00,2026-03-10 21:30:00,True,,,,102.0,0.6078431372549019,104.0,1.0196078431372548
index_gap_aus200_m30_minor_partial123_003,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bearish,3,6,2026-03-10 12:00:00,2026-03-10 22:30:00,2026-03-11 02:30:00,2026-03-11 02:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,62.0,1.6774193548387097,94.60000000000036,1.525806451612909
index_gap_aus200_m30_minor_partial123_004,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,4,7,2026-03-10 17:00:00,2026-03-11 03:00:00,2026-03-11 04:30:00,2026-03-11 04:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,104.0,0.9096153846153882,60.899999999999636,0.5855769230769196
index_gap_aus200_m30_minor_partial123_005,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_candidate,bearish,5,8,2026-03-10 20:00:00,2026-03-11 19:00:00,2026-03-11 20:30:00,2026-03-11 20:30:00,True,,,,94.60000000000036,0.643763213530649,129.0,1.3636363636363584
index_gap_aus200_m30_minor_partial123_006,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,6,9,2026-03-10 22:30:00,2026-03-11 22:30:00,2026-03-12 02:30:00,2026-03-12 02:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,60.899999999999636,2.1182266009852344,50.0,0.8210180623973776
index_gap_aus200_m30_minor_partial123_007,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_candidate,bearish,7,10,2026-03-11 03:00:00,2026-03-12 06:30:00,2026-03-12 08:00:00,2026-03-12 08:00:00,True,,,,129.0,0.3875968992248062,89.5,0.6937984496124031
index_gap_aus200_m30_minor_partial123_008,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,8,11,2026-03-11 19:00:00,2026-03-12 14:30:00,2026-03-12 16:00:00,2026-03-12 16:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,50.0,1.79,104.0,2.08
index_gap_aus200_m30_minor_partial123_009,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bearish,9,12,2026-03-11 22:30:00,2026-03-12 18:00:00,2026-03-12 19:30:00,2026-03-12 19:30:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,89.5,1.1620111731843576,131.0,1.4636871508379887
index_gap_aus200_m30_minor_partial123_010,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,10,13,2026-03-12 06:30:00,2026-03-13 04:00:00,2026-03-13 05:30:00,2026-03-13 05:30:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,104.0,1.2596153846153846,101.30000000000109,0.9740384615384721
index_gap_aus200_m30_minor_partial123_011,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_candidate,bearish,11,14,2026-03-12 14:30:00,2026-03-13 11:00:00,2026-03-13 12:30:00,2026-03-13 12:30:00,True,,,,131.0,0.7732824427481,159.0,1.213740458015267
index_gap_aus200_m30_minor_partial123_012,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,12,15,2026-03-12 18:00:00,2026-03-13 16:30:00,2026-03-13 18:00:00,2026-03-13 18:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,101.30000000000109,1.5695952615991933,141.0,1.3919052319841902
index_gap_aus200_m30_minor_partial123_013,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bearish,13,16,2026-03-13 04:00:00,2026-03-13 22:30:00,2026-03-16 02:30:00,2026-03-16 02:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,159.0,0.8867924528301887,114.0,0.7169811320754716
index_gap_aus200_m30_minor_partial123_014,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,14,17,2026-03-13 11:00:00,2026-03-16 03:30:00,2026-03-16 05:00:00,2026-03-16 05:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,141.0,0.8085106382978723,89.10000000000036,0.6319148936170239
index_gap_aus200_m30_minor_partial123_015,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bearish,15,18,2026-03-13 16:30:00,2026-03-16 06:00:00,2026-03-16 07:30:00,2026-03-16 07:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,114.0,0.7815789473684243,54.0,0.47368421052631576
index_gap_aus200_m30_minor_partial123_016,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,16,19,2026-03-13 22:30:00,2026-03-16 10:00:00,2026-03-16 11:30:00,2026-03-16 11:30:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,89.10000000000036,0.6060606060606036,30.0,0.33670033670033533
index_gap_aus200_m30_minor_partial123_017,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_candidate,bearish,17,20,2026-03-16 03:30:00,2026-03-16 12:30:00,2026-03-16 14:00:00,2026-03-16 14:00:00,True,,,,54.0,0.5555555555555556,62.0,1.1481481481481481
index_gap_aus200_m30_minor_partial123_018,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,18,21,2026-03-16 06:00:00,2026-03-16 17:00:00,2026-03-16 18:30:00,2026-03-16 18:30:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,30.0,2.066666666666667,127.0,4.233333333333333
index_gap_aus200_m30_minor_partial123_019,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bearish,19,22,2026-03-16 10:00:00,2026-03-16 19:30:00,2026-03-16 21:00:00,2026-03-16 21:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,62.0,2.0483870967741935,63.0,1.0161290322580645
index_gap_aus200_m30_minor_partial123_020,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_invalid,bullish,20,23,2026-03-16 12:30:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,127.0,0.49606299212598426,50.0,0.3937007874015748
index_gap_aus200_m30_minor_partial123_021,index_gap_aus200_m30,Index,AUS200,M30,gap,minor,partial_impulse_123,partial_123_candidate,bearish,21,24,2026-03-16 17:00:00,2026-03-17 06:00:00,2026-03-17 07:30:00,2026-03-17 07:30:00,True,,,,63.0,0.7936507936507936,76.0,1.2063492063492063
metals_ambiguous_xptusd_h1_intermediate_partial123_001,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_candidate,bullish,1,4,2026-03-04 01:00:00,2026-03-05 03:00:00,2026-03-05 06:00:00,2026-03-05 06:00:00,True,,,,121.1899999999996,0.5667959402590959,91.60999999999967,0.7559204554831255
metals_ambiguous_xptusd_h1_intermediate_partial123_002,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bearish,2,5,2026-03-04 12:00:00,2026-03-05 22:00:00,2026-03-06 02:00:00,2026-03-06 02:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,68.6899999999996,1.3336730237298036,128.01999999999998,1.86373562381716
metals_ambiguous_xptusd_h1_intermediate_partial123_003,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bullish,3,6,2026-03-04 20:00:00,2026-03-06 10:00:00,2026-03-06 13:00:00,2026-03-06 13:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,91.60999999999967,1.3974456937015658,80.39000000000033,0.8775242877415197
metals_ambiguous_xptusd_h1_intermediate_partial123_004,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_candidate,bearish,4,7,2026-03-05 03:00:00,2026-03-09 04:00:00,2026-03-09 07:00:00,2026-03-09 07:00:00,True,,,,128.01999999999998,0.6279487580065641,149.60000000000014,1.168567411341979
metals_ambiguous_xptusd_h1_intermediate_partial123_005,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bullish,5,8,2026-03-05 22:00:00,2026-03-10 12:00:00,2026-03-10 15:00:00,2026-03-10 15:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,80.39000000000033,1.8609279761164266,221.29999999999995,2.7528299539743633
metals_ambiguous_xptusd_h1_intermediate_partial123_006,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bearish,6,9,2026-03-06 10:00:00,2026-03-12 03:00:00,2026-03-12 06:00:00,2026-03-12 06:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,149.60000000000014,1.4792780748663086,109.99000000000024,0.7352272727272736
metals_ambiguous_xptusd_h1_intermediate_partial123_007,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bullish,7,10,2026-03-09 04:00:00,2026-03-12 14:00:00,2026-03-12 17:00:00,2026-03-12 17:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,221.29999999999995,0.4970176231360156,67.32000000000016,0.30420244012652586
metals_ambiguous_xptusd_h1_intermediate_partial123_008,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_candidate,bearish,8,11,2026-03-10 12:00:00,2026-03-16 01:00:00,2026-03-16 04:00:00,2026-03-16 04:00:00,True,,,,109.99000000000024,0.6120556414219476,197.90999999999985,1.799345395035907
metals_ambiguous_xptusd_h1_intermediate_partial123_009,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bullish,9,12,2026-03-12 03:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,67.32000000000016,2.939839572192504,122.15999999999985,1.8146167557932198
metals_ambiguous_xptusd_h1_intermediate_partial123_010,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,intermediate,partial_impulse_123,partial_123_invalid,bearish,10,13,2026-03-12 14:00:00,2026-03-17 04:00:00,2026-03-17 07:00:00,2026-03-17 07:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,197.90999999999985,0.6172502652720931,44.159999999999854,0.22313172654236718
metals_ambiguous_xptusd_h1_major_partial123_001,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_invalid,bullish,1,4,2026-03-04 01:00:00,2026-03-06 10:00:00,2026-03-06 13:00:00,2026-03-06 13:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,121.1899999999996,0.8672332700717902,80.39000000000033,0.6633385592870747
metals_ambiguous_xptusd_h1_major_partial123_002,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_candidate,bearish,2,5,2026-03-04 12:00:00,2026-03-09 04:00:00,2026-03-09 07:00:00,2026-03-09 07:00:00,True,,,,105.09999999999991,0.7648905803996232,149.60000000000014,1.4234062797335896
metals_ambiguous_xptusd_h1_major_partial123_003,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_invalid,bullish,3,6,2026-03-05 22:00:00,2026-03-10 12:00:00,2026-03-10 15:00:00,2026-03-10 15:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,80.39000000000033,1.8609279761164266,221.29999999999995,2.7528299539743633
metals_ambiguous_xptusd_h1_major_partial123_004,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_invalid,bearish,4,7,2026-03-06 10:00:00,2026-03-12 03:00:00,2026-03-12 06:00:00,2026-03-12 06:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,149.60000000000014,1.4792780748663086,109.99000000000024,0.7352272727272736
metals_ambiguous_xptusd_h1_major_partial123_005,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_invalid,bullish,5,8,2026-03-09 04:00:00,2026-03-12 14:00:00,2026-03-12 17:00:00,2026-03-12 17:00:00,True,wave 3 does not exceed wave 1 extreme,,wave 3 does not exceed wave 1 extreme,221.29999999999995,0.4970176231360156,67.32000000000016,0.30420244012652586
metals_ambiguous_xptusd_h1_major_partial123_006,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_candidate,bearish,6,9,2026-03-10 12:00:00,2026-03-16 01:00:00,2026-03-16 04:00:00,2026-03-16 04:00:00,True,,,,109.99000000000024,0.6120556414219476,197.90999999999985,1.799345395035907
metals_ambiguous_xptusd_h1_major_partial123_007,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,major,partial_impulse_123,partial_123_invalid,bullish,7,10,2026-03-12 03:00:00,2026-03-16 22:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,67.32000000000016,2.939839572192504,122.15999999999985,1.8146167557932198
metals_ambiguous_xptusd_h1_minor_partial123_001,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bullish,1,4,2026-03-04 01:00:00,2026-03-05 03:00:00,2026-03-05 06:00:00,2026-03-05 06:00:00,True,,,,121.1899999999996,0.5667959402590959,91.60999999999967,0.7559204554831255
metals_ambiguous_xptusd_h1_minor_partial123_002,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bearish,2,5,2026-03-04 12:00:00,2026-03-05 22:00:00,2026-03-06 02:00:00,2026-03-06 02:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,68.6899999999996,1.3336730237298036,128.01999999999998,1.86373562381716
metals_ambiguous_xptusd_h1_minor_partial123_003,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bullish,3,6,2026-03-04 20:00:00,2026-03-06 10:00:00,2026-03-06 13:00:00,2026-03-06 13:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,91.60999999999967,1.3974456937015658,80.39000000000033,0.8775242877415197
metals_ambiguous_xptusd_h1_minor_partial123_004,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bearish,4,7,2026-03-05 03:00:00,2026-03-06 16:00:00,2026-03-06 19:00:00,2026-03-06 19:00:00,True,,,,128.01999999999998,0.6279487580065641,82.44000000000005,0.6439618809561011
metals_ambiguous_xptusd_h1_minor_partial123_005,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bullish,5,8,2026-03-05 22:00:00,2026-03-06 20:00:00,2026-03-06 23:00:00,2026-03-06 23:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,80.39000000000033,1.0255006841646936,56.86999999999989,0.7074262968030807
metals_ambiguous_xptusd_h1_minor_partial123_006,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bearish,6,9,2026-03-06 10:00:00,2026-03-09 04:00:00,2026-03-09 07:00:00,2026-03-09 07:00:00,True,,,,82.44000000000005,0.6898350315380866,124.02999999999997,1.5044881125667138
metals_ambiguous_xptusd_h1_minor_partial123_007,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bullish,7,10,2026-03-06 16:00:00,2026-03-09 08:00:00,2026-03-09 11:00:00,2026-03-09 11:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,56.86999999999989,2.1809389836469175,123.93000000000006,2.179180587304384
metals_ambiguous_xptusd_h1_minor_partial123_008,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bearish,8,11,2026-03-06 20:00:00,2026-03-09 13:00:00,2026-03-09 16:00:00,2026-03-09 16:00:00,True,wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,124.02999999999997,0.9991937434491662,59.220000000000255,0.47746512940417857
metals_ambiguous_xptusd_h1_minor_partial123_009,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bullish,9,12,2026-03-09 04:00:00,2026-03-09 23:00:00,2026-03-10 03:00:00,2026-03-10 03:00:00,True,,,,123.93000000000006,0.4778503994190287,99.78999999999996,0.8052126200274341
metals_ambiguous_xptusd_h1_minor_partial123_010,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bearish,10,13,2026-03-09 08:00:00,2026-03-10 04:00:00,2026-03-10 07:00:00,2026-03-10 07:00:00,True,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 2 retracement is visually too deep,59.220000000000255,1.6850726106045177,41.279999999999745,0.6970618034447749
metals_ambiguous_xptusd_h1_minor_partial123_011,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_candidate,bullish,11,14,2026-03-09 13:00:00,2026-03-10 12:00:00,2026-03-10 15:00:00,2026-03-10 15:00:00,True,,,,99.78999999999996,0.41366870427898345,98.07999999999993,0.9828640144303032
metals_ambiguous_xptusd_h1_minor_partial123_012,metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,minor,partial_impulse_123,partial_123_invalid,bearish,12,15,2026-03-09 23:00:00,2026-03-12 03:00:00,2026-03-12 06:00:00,2026-03-12 06:00:00,True,wave 2 breaks wave 1 origin,wave 2 retracement is visually too deep,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,41.279999999999745,2.375968992248075,109.99000000000024,2.6644864341085492
