shadow_decision_id,setup_id,symbol,market_group,timeframe,setup_type,strategy,direction,setup_status,timing_state,setup_quality_score,automation_scope,min_auto_quality,shadow_state,shadow_reason,hypothetical_entry_time,hypothetical_entry_price,hypothetical_sl,hypothetical_tp1,hypothetical_tp2,would_open_position,would_modify_position,order_sent,can_send_order,source_artifacts,is_shadow_only,is_signal,can_execute_order
ea2e08019e50aa74,trading_center_screener_unified_v1|EURO50|H4|macd_breakout|222,EURO50,Index,H4,macd_breakout,macd_breakout,short,ready_for_chart_review,entry_review,5,auto_candidate,4,would_trigger,closed_close_confirms_macd_breakout_hypothetically,2026-06-05 16:00:00,6050.8,6109.3,5988.599999999999,5904.428399999999,True,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
cb97b22a52b65894,trading_center_screener_unified_v1|SPA35|H4|macd_breakout|132,SPA35,Index,H4,macd_breakout,macd_breakout,long,ready_for_chart_review,entry_review,5,auto_candidate,4,would_trigger,closed_close_confirms_macd_breakout_hypothetically,2026-06-05 08:00:00,18377.1,18153.9,19004.2,19582.8334,True,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
200327b76e7b0e1c,trading_center_screener_unified_v1|EURUSD.r|H4|macd_breakout|670,EURUSD.r,Forex Majors,H4,macd_breakout,macd_breakout,short,ready_for_chart_review,macd_recent,5,auto_candidate,4,would_wait,macd_recent_but_missing_breakout_level,,,1.17832,1.16217,1.1513488200000002,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
fa014aa453e66814,trading_center_screener_unified_v1|GBPCHF.r|H4|macd_breakout|150,GBPCHF.r,Forex Majors,H4,macd_breakout,macd_breakout,long,ready_for_chart_review,macd_recent,5,auto_candidate,4,would_wait,macd_recent_but_missing_breakout_level,,,1.05352,1.06808,1.07707808,False,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
fac7226a1184eac6,trading_center_screener_unified_v1|XPTUSD|H4|macd_breakout|792,XPTUSD,Metals,H4,macd_breakout,macd_breakout,short,ready_for_chart_review,breakout_recent,4,auto_candidate,4,would_trigger,closed_close_confirms_macd_breakout_hypothetically,2026-06-05 12:00:00,1869.8,1898.66,1798.2299999999998,1732.9691999999998,True,False,False,False,artifacts\tfg\trading_center_latest\market_radar\market_radar.csv|artifacts\tfg\trading_center_latest\ohlc\ohlc_mtf.csv|artifacts\tfg\trading_center_latest\weavecount\weavecount_screener.csv|artifacts\tfg\trading_center_latest\macd_breakout_watcher\snapshot.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_enriched_setups.csv|artifacts\tfg\trading_center_latest\macd_breakout_enrichment\macd_breakout_chart_layers.csv|artifacts\tfg\trading_center_latest\fibonacci_context\fibonacci_context.csv,True,False,False
