candidate_id,source_scope,resolved_market_group,symbol,timeframe,swing_degree,review_category,phase257_policy_bucket,phase257_score,prominence_vs_window,duration_vs_window,relative_structure_size,scale_fit_label,prominence_policy_label,chart_path,example_id,metrics_available,metrics_unavailable_reason,visual_window_prominence,last_n_bars_prominence_120,last_n_bars_prominence_240,last_n_bars_prominence_480,last_n_bars_prominence_960,last_n_bars_prominence_primary,major_context_prominence,major_context_status,robust_window_prominence_p05_p95,robust_window_prominence_p10_p90,atr_normalized_count_size,robust_improvement_ratio_p05_p95,last_n_improvement_ratio,atr_14_at_end,count_window_range_recomputed,visible_window_range_recomputed,robust_window_range_p05_p95,robust_window_range_p10_p90,count_bars_recomputed,visible_window_bars_recomputed,last_n_primary,offline_metric_note,group_percentile_prominence,symbol_percentile_prominence,group_percentile_robust_prominence,symbol_percentile_robust_prominence
abc_exp257_index_aus200_h4_minor_abc_002,h4_d1,Index,AUS200,H4,minor,abc,exclude_from_guided_search,0.0,0.149947,0.021818,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\031_abc_exp257_index_aus200_h4_minor_abc_002.png,exp257_index_aus200_h4,True,,0.14994690265486718,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,3.6415588668740537,1.6911036970819229,6.669027384324838,34.89714285714308,127.07999999999993,847.5,501.15200000000004,424.1319999999996,24,1100,240,offline_diagnostic_not_live_rule,0.5,0.5,0.5,0.5
abc_exp257_forex_majors_audcadr_h4_minor_abc_005,h4_d1,Forex Majors,AUDCAD.r,H4,minor,abc,exclude_from_guided_search,0.0,0.162861,0.023636,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\032_abc_exp257_forex_majors_audcadr_h4_minor_abc_005.png,exp257_forex_majors_audcadr_h4,True,,0.16286098052384204,0.9326923076923083,0.9326923076923083,0.9326923076923083,,0.9326923076923083,,not_available,0.19608900149593766,0.21373171161642954,5.860184119677795,1.2040268999070112,5.726923076923062,0.0024828571428571517,0.014550000000000063,0.08934000000000009,0.07420099999999996,0.06807600000000003,26,1100,240,offline_diagnostic_not_live_rule,0.1875,0.1875,0.1875,0.1875
abc_exp257_forex_majors_audcadr_h4_major_abc_006,h4_d1,Forex Majors,AUDCAD.r,H4,major,abc,exclude_from_guided_search,0.0,0.164652,0.057273,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\033_abc_exp257_forex_majors_audcadr_h4_major_abc_006.png,exp257_forex_majors_audcadr_h4,True,,0.16465189164987673,0.9722405816259032,0.909147095179229,0.909147095179229,,0.909147095179229,,not_available,0.19824530666702617,0.21608202597097356,6.8418604651163015,1.2040268999070112,5.521631644004921,0.002149999999999993,0.01471,0.08934000000000009,0.07420099999999996,0.06807600000000003,63,1100,240,offline_diagnostic_not_live_rule,0.1875,0.1875,0.1875,0.1875
abc_exp257_metals_xageurr_h4_major_abc_002,h4_d1,Metals,XAGEUR.r,H4,major,abc,exclude_from_guided_search,0.0,0.038776,0.055455,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\034_abc_exp257_metals_xageurr_h4_major_abc_002.png,exp257_metals_xageurr_h4,True,,0.03877622622973829,0.8309774436090233,0.8309774436090233,0.8309774436090233,,0.8309774436090233,,not_available,0.0576280519090466,0.0651950779249891,11.862005519779258,1.4861696846829942,21.43007518796993,0.23292857142857062,2.7630000000000017,71.255,47.94539999999998,42.38050000000002,61,1100,240,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4
abc_exp257_index_aus200_h4_major_abc_002,h4_d1,Index,AUS200,H4,major,abc,exclude_from_guided_search,0.0,0.29659,0.075455,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\035_abc_exp257_index_aus200_h4_major_abc_002.png,exp257_index_aus200_h4,True,,0.29658997050147345,0.9169372195673567,0.9169372195673567,0.9169372195673567,,0.9169372195673567,,not_available,0.5015643956324602,0.592645685777067,7.300912863070532,1.691103697081923,3.091598876445491,34.428571428571296,251.35999999999876,847.5,501.15200000000004,424.1319999999996,83,1100,240,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4
abc_exp257_forex_majors_audcadr_h4_major_abc_008,h4_d1,Forex Majors,AUDCAD.r,H4,major,abc,exclude_from_guided_search,0.0,0.371278,0.155455,balanced,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\036_abc_exp257_forex_majors_audcadr_h4_major_abc_008.png,exp257_forex_majors_audcadr_h4,True,,0.37127826281620774,1.0250309023485777,0.9581166955517056,0.9190911609864221,,0.9581166955517056,,not_available,0.44702901578145915,0.4872495446265941,14.69092059474855,1.2040268999070112,2.580589254766035,0.002257857142857137,0.03317000000000003,0.08934000000000009,0.07420099999999996,0.06807600000000003,171,1100,240,offline_diagnostic_not_live_rule,0.5625,0.5625,0.5625,0.5625
near_miss_exp257_forex_majors_audcadr_h4_intermediate_impulse_010,h4_d1,Forex Majors,AUDCAD.r,H4,intermediate,near_miss,exclude_from_guided_search,0.0,0.164652,0.057273,small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.16465189164987673,0.9722405816259032,0.909147095179229,0.909147095179229,,0.909147095179229,,not_available,0.19824530666702617,0.21608202597097356,6.8418604651163015,1.2040268999070112,5.521631644004921,0.002149999999999993,0.01471,0.08934000000000009,0.07420099999999996,0.06807600000000003,63,1100,240,offline_diagnostic_not_live_rule,0.75,0.75,0.75,0.75
near_miss_exp257_metals_xageurr_h4_intermediate_impulse_002,h4_d1,Metals,XAGEUR.r,H4,intermediate,near_miss,exclude_from_guided_search,0.0,0.038776,0.077273,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\038_near_miss_exp257_metals_xageurr_h4_intermediate_impulse_002.png,exp257_metals_xageurr_h4,True,,0.03877622622973829,0.8426349496797809,0.8309774436090233,0.8309774436090233,,0.8309774436090233,,not_available,0.0576280519090466,0.0651950779249891,11.94257486878668,1.4861696846829942,21.43007518796993,0.23135714285714265,2.7630000000000017,71.255,47.94539999999998,42.38050000000002,85,1100,240,offline_diagnostic_not_live_rule,0.6,0.6,0.6,0.6
near_miss_exp257_index_aus200_h4_intermediate_impulse_002,h4_d1,Index,AUS200,H4,intermediate,near_miss,exclude_from_guided_search,0.0,0.164684,0.065455,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\039_near_miss_exp257_index_aus200_h4_intermediate_impulse_002.png,exp257_index_aus200_h4,True,,0.16468436578171058,1.0,1.0,1.0,,1.0,,not_available,0.2784983398250425,0.3290720813331695,5.03667998453407,1.691103697081923,6.072221824174262,27.71071428571434,139.5699999999997,847.5,501.15200000000004,424.1319999999996,72,1100,240,offline_diagnostic_not_live_rule,0.8,0.8,0.8,0.8
near_miss_exp257_forex_majors_audcadr_h4_minor_impulse_002,h4_d1,Forex Majors,AUDCAD.r,H4,minor,near_miss,exclude_from_guided_search,0.0,0.174614,0.050909,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\040_near_miss_exp257_forex_majors_audcadr_h4_minor_impulse_002.png,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.21023975418121138,0.2291556495681305,7.287287287287275,1.2040268999070112,5.726923076923061,0.0021407142857142974,0.015600000000000058,0.08934000000000009,0.07420099999999996,0.06807600000000003,56,1100,240,offline_diagnostic_not_live_rule,0.5625,0.5625,0.5625,0.5625
near_miss_exp257_metals_xageurr_h4_minor_impulse_002,h4_d1,Metals,XAGEUR.r,H4,minor,near_miss,exclude_from_guided_search,0.0,0.043295,0.056364,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\041_near_miss_exp257_metals_xageurr_h4_minor_impulse_002.png,exp257_metals_xageurr_h4,True,,0.043295207353869866,0.9853082082401791,0.9853082082401791,0.9853082082401791,,0.9853082082401791,,not_available,0.06434402466138563,0.07279291183445206,12.717903415783233,1.4861696846829942,22.757904822740365,0.24257142857142913,3.0849999999999973,71.255,47.94539999999998,42.38050000000002,62,1100,240,offline_diagnostic_not_live_rule,0.7,0.7,0.7,0.7
near_miss_exp257_index_aus200_h4_minor_impulse_002,h4_d1,Index,AUS200,H4,minor,near_miss,exclude_from_guided_search,0.0,0.149947,0.029091,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\042_near_miss_exp257_index_aus200_h4_minor_impulse_002.png,exp257_index_aus200_h4,True,,0.14994690265486718,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,4.799482046993411,1.6911036970819229,6.669027384324838,26.47785714285731,127.07999999999993,847.5,501.15200000000004,424.1319999999996,32,1100,240,offline_diagnostic_not_live_rule,0.5,0.5,0.5,0.5
near_miss_exp257_forex_majors_audcadr_h4_major_impulse_006,h4_d1,Forex Majors,AUDCAD.r,H4,major,near_miss,exclude_from_guided_search,0.0,0.387508,0.171818,balanced,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\043_near_miss_exp257_forex_majors_audcadr_h4_major_impulse_006.png,exp257_forex_majors_audcadr_h4,True,,0.3875083948959027,1.0698393077873896,1.0,0.9592684954280942,,1.0,,not_available,0.46657053139445565,0.5085492684646568,15.333122429610915,1.2040268999070112,2.580589254766035,0.002257857142857137,0.034619999999999984,0.08934000000000009,0.07420099999999996,0.06807600000000003,189,1100,240,offline_diagnostic_not_live_rule,0.75,0.75,0.75,0.75
near_miss_exp257_metals_xageurr_h4_major_impulse_002,h4_d1,Metals,XAGEUR.r,H4,major,near_miss,exclude_from_guided_search,0.0,0.038776,0.077273,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\044_near_miss_exp257_metals_xageurr_h4_major_impulse_002.png,exp257_metals_xageurr_h4,True,,0.03877622622973829,0.8426349496797809,0.8309774436090233,0.8309774436090233,,0.8309774436090233,,not_available,0.0576280519090466,0.0651950779249891,11.94257486878668,1.4861696846829942,21.43007518796993,0.23135714285714265,2.7630000000000017,71.255,47.94539999999998,42.38050000000002,85,1100,240,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4
near_miss_exp257_index_aus200_h4_major_impulse_002,h4_d1,Index,AUS200,H4,major,near_miss,exclude_from_guided_search,0.0,0.29659,0.095455,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\045_near_miss_exp257_index_aus200_h4_major_impulse_002.png,exp257_index_aus200_h4,True,,0.29658997050147345,0.9169372195673567,0.9169372195673567,0.9169372195673567,,0.9169372195673567,,not_available,0.5015643956324602,0.592645685777067,8.200978792822138,1.691103697081923,3.091598876445491,30.650000000000027,251.35999999999876,847.5,501.15200000000004,424.1319999999996,105,1100,240,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4
hard_invalid_exp257_forex_majors_audcadr_h4_intermediate_impulse_001,h4_d1,Forex Majors,AUDCAD.r,H4,intermediate,hard_invalid,exclude_from_guided_search,6.0,0.174614,0.083636,medium_small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.21023975418121138,0.2291556495681305,9.52879581151834,1.2040268999070112,5.726923076923061,0.0016371428571428609,0.015600000000000058,0.08934000000000009,0.07420099999999996,0.06807600000000003,92,1100,240,offline_diagnostic_not_live_rule,0.875,0.875,0.875,0.875
hard_invalid_exp257_metals_xageurr_h4_intermediate_impulse_001,h4_d1,Metals,XAGEUR.r,H4,intermediate,hard_invalid,exclude_from_guided_search,0.0,0.040474,0.080909,small,not_applicable,prominence_not_applicable,,exp257_metals_xageurr_h4,True,,0.04047435267700513,0.8673684210526319,0.8673684210526319,0.8673684210526319,,0.8673684210526319,,not_available,0.060151755955733015,0.06805016458040843,10.36877247046741,1.4861696846829942,21.43007518796993,0.2781428571428565,2.8840000000000003,71.255,47.94539999999998,42.38050000000002,89,1100,240,offline_diagnostic_not_live_rule,1.0,1.0,1.0,1.0
hard_invalid_exp257_index_aus200_h4_intermediate_impulse_001,h4_d1,Index,AUS200,H4,intermediate,hard_invalid,exclude_from_guided_search,0.0,0.149947,0.039091,small,not_applicable,prominence_not_applicable,,exp257_index_aus200_h4,True,,0.14994690265486718,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,4.809862391521809,1.6911036970819229,6.669027384324838,26.420714285714244,127.07999999999993,847.5,501.15200000000004,424.1319999999996,43,1100,240,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4
hard_invalid_exp257_forex_majors_audcadr_h4_minor_impulse_001,h4_d1,Forex Majors,AUDCAD.r,H4,minor,hard_invalid,exclude_from_guided_search,0.0,0.174614,0.056364,small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.21023975418121138,0.2291556495681305,6.926736441484313,1.2040268999070112,5.726923076923061,0.0022521428571428614,0.015600000000000058,0.08934000000000009,0.07420099999999996,0.06807600000000003,62,1100,240,offline_diagnostic_not_live_rule,0.5625,0.5625,0.5625,0.5625
hard_invalid_exp257_metals_xageurr_h4_minor_impulse_001,h4_d1,Metals,XAGEUR.r,H4,minor,hard_invalid,exclude_from_guided_search,0.0,0.043295,0.056364,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\050_hard_invalid_exp257_metals_xageurr_h4_minor_impulse_001.png,exp257_metals_xageurr_h4,True,,0.043295207353869866,0.9853082082401791,0.9853082082401791,0.9853082082401791,,0.9853082082401791,,not_available,0.06434402466138563,0.07279291183445206,9.060205580029356,1.4861696846829942,22.757904822740365,0.3405000000000002,3.0849999999999973,71.255,47.94539999999998,42.38050000000002,62,1100,240,offline_diagnostic_not_live_rule,0.7,0.7,0.7,0.7
hard_invalid_exp257_index_aus200_h4_minor_impulse_001,h4_d1,Index,AUS200,H4,minor,hard_invalid,exclude_from_guided_search,0.0,0.149947,0.031818,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\051_hard_invalid_exp257_index_aus200_h4_minor_impulse_001.png,exp257_index_aus200_h4,True,,0.14994690265486718,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,4.093318608503558,1.6911036970819229,6.669027384324838,31.045714285714503,127.07999999999993,847.5,501.15200000000004,424.1319999999996,35,1100,240,offline_diagnostic_not_live_rule,0.5,0.5,0.5,0.5
hard_invalid_exp257_forex_majors_audcadr_h4_major_impulse_001,h4_d1,Forex Majors,AUDCAD.r,H4,major,hard_invalid,exclude_from_guided_search,0.0,0.174614,0.115455,medium_small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.21023975418121138,0.2291556495681305,6.23465600913507,1.2040268999070112,5.726923076923061,0.0025021428571428495,0.015600000000000058,0.08934000000000009,0.07420099999999996,0.06807600000000003,127,1100,240,offline_diagnostic_not_live_rule,0.375,0.375,0.375,0.375
hard_invalid_exp257_metals_xageurr_h4_major_impulse_001,h4_d1,Metals,XAGEUR.r,H4,major,hard_invalid,exclude_from_guided_search,0.0,0.040474,0.080909,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\053_hard_invalid_exp257_metals_xageurr_h4_major_impulse_001.png,exp257_metals_xageurr_h4,True,,0.04047435267700513,0.8673684210526319,0.8673684210526319,0.8673684210526319,,0.8673684210526319,,not_available,0.060151755955733015,0.06805016458040843,10.36877247046741,1.4861696846829942,21.43007518796993,0.2781428571428565,2.8840000000000003,71.255,47.94539999999998,42.38050000000002,89,1100,240,offline_diagnostic_not_live_rule,0.8,0.8,0.8,0.8
hard_invalid_exp257_index_aus200_h4_major_impulse_001,h4_d1,Index,AUS200,H4,major,hard_invalid,exclude_from_guided_search,0.0,0.323457,0.090909,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\054_hard_invalid_exp257_index_aus200_h4_major_impulse_001.png,exp257_index_aus200_h4,True,,0.3234572271386421,1.0,1.0,1.0,,1.0,,not_available,0.5469997126620251,0.6463318023634139,7.394643545279413,1.6911036970819233,3.091598876445491,37.071428571428314,274.1299999999992,847.5,501.15200000000004,424.1319999999996,100,1100,240,offline_diagnostic_not_live_rule,0.8,0.8,0.8,0.8
impulse_exp252_forex_audjpy_h4_minor_impulse_004,h4_d1,Forex Majors,AUDJPY.r,H4,minor,impulse,auxiliary_low_prominence_substructure,48.0,0.147364,0.084444,medium_small,better_as_lower_tf_substructure,better_as_lower_tf_substructure,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\001_impulse_exp252_forex_audjpy_h4_minor_impulse_004.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_metals_xagusd_h4_minor_impulse_004,h4_d1,Metals,XAGUSD.r,H4,minor,impulse,exclude_from_guided_search,50.0,0.039935,0.035556,small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\002_impulse_exp252_metals_xagusd_h4_minor_impulse_004.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_index_aus200_h4_minor_impulse_028,h4_d1,Index,AUS200,H4,minor,impulse,exclude_from_guided_search,44.0,0.448578,0.073333,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\003_impulse_exp252_index_aus200_h4_minor_impulse_028.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_forex_audjpy_h4_minor_impulse_022,h4_d1,Forex Majors,AUDJPY.r,H4,minor,impulse,exclude_from_guided_search,47.0,0.253464,0.074444,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\004_impulse_exp252_forex_audjpy_h4_minor_impulse_022.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_forex_audjpy_h4_intermediate_impulse_002,h4_d1,Forex Majors,AUDJPY.r,H4,intermediate,impulse,high_quality_structure,100.0,0.205604,0.113333,medium_small,acceptable_for_timeframe,acceptable_for_timeframe,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\005_impulse_exp252_forex_audjpy_h4_intermediate_impulse_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_metals_xagusd_h4_intermediate_impulse_002,h4_d1,Metals,XAGUSD.r,H4,intermediate,impulse,visual_watchlist_low_prominence,44.0,0.053223,0.07,small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\006_impulse_exp252_metals_xagusd_h4_intermediate_impulse_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_index_aus200_h4_intermediate_impulse_020,h4_d1,Index,AUS200,H4,intermediate,impulse,exclude_from_guided_search,24.0,0.448578,0.073333,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\007_impulse_exp252_index_aus200_h4_intermediate_impulse_020.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_forex_eurjpy_h4_intermediate_impulse_007,h4_d1,Forex Majors,EURJPY.r,H4,intermediate,impulse,usable_provisional_structure,100.0,0.185072,0.088889,medium_small,ambiguous_scale,ambiguous_scale,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\008_impulse_exp252_forex_eurjpy_h4_intermediate_impulse_007.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_forex_eurusd_h4_major_impulse_016,h4_d1,Forex Majors,EURUSD.r,H4,major,impulse,usable_provisional_structure,85.0,0.472202,0.151111,balanced,acceptable_for_timeframe,acceptable_for_timeframe,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\009_impulse_exp252_forex_eurusd_h4_major_impulse_016.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_metals_xagusd_h4_major_impulse_002,h4_d1,Metals,XAGUSD.r,H4,major,impulse,usable_provisional_structure,70.0,0.168387,0.243333,medium_small,ambiguous_scale,ambiguous_scale,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\010_impulse_exp252_metals_xagusd_h4_major_impulse_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_index_aus200_h4_major_impulse_016,h4_d1,Index,AUS200,H4,major,impulse,usable_provisional_structure,75.0,0.868578,0.153333,large,acceptable_for_timeframe,acceptable_for_timeframe,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\011_impulse_exp252_index_aus200_h4_major_impulse_016.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
impulse_exp252_forex_eurusd_h4_major_impulse_029,h4_d1,Forex Majors,EURUSD.r,H4,major,impulse,exclude_from_guided_search,51.0,0.488448,0.068889,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\012_impulse_exp252_forex_eurusd_h4_major_impulse_029.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_forex_audjpy_h4_intermediate_partial123_002,h4_d1,Forex Majors,AUDJPY.r,H4,intermediate,partial_123,exclude_from_guided_search,0.0,0.147978,0.067778,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\013_partial_123_exp252_forex_audjpy_h4_intermediate_partial123_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_metals_xagusd_h4_intermediate_partial123_002,h4_d1,Metals,XAGUSD.r,H4,intermediate,partial_123,exclude_from_guided_search,0.0,0.044849,0.054444,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\014_partial_123_exp252_metals_xagusd_h4_intermediate_partial123_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_index_aus200_h4_intermediate_partial123_001,h4_d1,Index,AUS200,H4,intermediate,partial_123,exclude_from_guided_search,0.0,0.281982,0.053333,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\015_partial_123_exp252_index_aus200_h4_intermediate_partial123_001.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_forex_audjpy_h4_intermediate_partial123_004,h4_d1,Forex Majors,AUDJPY.r,H4,intermediate,partial_123,exclude_from_guided_search,0.0,0.147364,0.084444,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\016_partial_123_exp252_forex_audjpy_h4_intermediate_partial123_004.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_forex_audjpy_h4_minor_partial123_002,h4_d1,Forex Majors,AUDJPY.r,H4,minor,partial_123,exclude_from_guided_search,0.0,0.084982,0.036667,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\017_partial_123_exp252_forex_audjpy_h4_minor_partial123_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_metals_xagusd_h4_minor_partial123_002,h4_d1,Metals,XAGUSD.r,H4,minor,partial_123,exclude_from_guided_search,0.0,0.025501,0.044444,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\018_partial_123_exp252_metals_xagusd_h4_minor_partial123_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
partial_123_exp252_index_aus200_h4_minor_partial123_001,h4_d1,Index,AUS200,H4,minor,partial_123,exclude_from_guided_search,0.0,0.281982,0.053333,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\019_partial_123_exp252_index_aus200_h4_minor_partial123_001.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,
