candidate_id,source_scope,symbol,timeframe,swing_degree,review_category,previous_bucket,previous_score,prominence_policy_label,scale_fit_label,should_downgrade_to_auxiliary,ewo_policy_label,ema_htf_policy_label,context_must_not_rescue_bad_count,visual_policy_verdict_255,recommended_policy_adjustment_255,is_phase255_false_positive_risk,chart_path
impulse_exp252_forex_audjpy_h4_minor_impulse_004,h4_d1,AUDJPY.r,H4,minor,impulse,ambiguous_structure,60.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,relative_wave_role_support,ema_htf_context_support,False,,,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\001_impulse_exp252_forex_audjpy_h4_minor_impulse_004.png
impulse_exp252_metals_xagusd_h4_intermediate_impulse_002,h4_d1,XAGUSD.r,H4,intermediate,impulse,usable_provisional_structure,84.0,low_prominence_vs_window,too_small_for_timeframe,True,relative_wave_role_support,ema_htf_context_support,False,policy_too_lenient,increase_prominence_penalty,True,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\006_impulse_exp252_metals_xagusd_h4_intermediate_impulse_002.png
impulse_aux252b_metals_xagusd_h1_minor_impulse_005,h1_h4,XAGUSD.r,H1,minor,impulse,experimental_only,41.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,relative_wave_role_support,ema_htf_context_support,False,,,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png
impulse_aux252b_index_aus200_h1_minor_impulse_014,h1_h4,AUS200,H1,minor,impulse,experimental_only,31.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,relative_wave_role_support,ema_htf_correction_context,False,,,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_016,h1_h4,AUDJPY.r,H1,minor,impulse,experimental_only,41.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,relative_wave_role_support,ema_htf_context_support,False,,,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png
impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036,h1_h4,XAGUSD.r,H1,intermediate,impulse,auxiliary_substructure,51.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,momentum_context_only,ema_htf_context_support,False,policy_correct,keep_policy,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png
impulse_aux252b_index_aus200_h1_intermediate_impulse_007,h1_h4,AUS200,H1,intermediate,impulse,auxiliary_substructure,58.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,relative_wave_role_support,ema_htf_context_support,False,policy_correct,keep_policy,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022,h1_h4,AUDJPY.r,H1,intermediate,impulse,auxiliary_substructure,55.0,better_as_lower_tf_substructure,better_as_lower_tf_substructure,True,momentum_context_only,ema_htf_context_support,False,policy_correct,keep_policy,False,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png
