candidate_id,source_scope,resolved_market_group,symbol,timeframe,swing_degree,review_category,phase257_policy_bucket,phase257_score,prominence_vs_window,duration_vs_window,relative_structure_size,scale_fit_label,prominence_policy_label,chart_path,example_id,metrics_available,metrics_unavailable_reason,visual_window_prominence,last_n_bars_prominence_120,last_n_bars_prominence_240,last_n_bars_prominence_480,last_n_bars_prominence_960,last_n_bars_prominence_primary,major_context_prominence,major_context_status,robust_window_prominence_p05_p95,robust_window_prominence_p10_p90,atr_normalized_count_size,robust_improvement_ratio_p05_p95,last_n_improvement_ratio,atr_14_at_end,count_window_range_recomputed,visible_window_range_recomputed,robust_window_range_p05_p95,robust_window_range_p10_p90,count_bars_recomputed,visible_window_bars_recomputed,last_n_primary,offline_metric_note,group_percentile_prominence,symbol_percentile_prominence,group_percentile_robust_prominence,symbol_percentile_robust_prominence,direction,phase256_policy_bucket,phase256_score,phase256_prominence_action,phase256_ready_for_expansion,phase256_adjustment_reason,context_must_not_rescue_bad_count,ema_htf_policy_label,ewo_policy_label,phase257_policy_warnings,phase257_policy_reasons,diagnostic_only,expansion_origin,phase256_policy_bucket_exact,phase256_score_exact,phase256_prominence_action_exact,phase256_ready_for_expansion_exact,phase256_policy_source,symbol_timeframe_degree_family_size,group_timeframe_degree_family_size,percentile_scope_used,robust_prominence_percentile,percentile_family_size,percentile_confidence
near_miss_exp257_index_aus200_h4_intermediate_impulse_002,h4_d1,Index,AUS200,H4,intermediate,near_miss,exclude_from_guided_search,0.0,0.164684,0.065455,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\039_near_miss_exp257_index_aus200_h4_intermediate_impulse_002.png,exp257_index_aus200_h4,True,,0.1646843657817105,1.0,1.0,1.0,,1.0,,not_available,0.2784983398250425,0.3290720813331695,5.03667998453407,1.691103697081923,6.072221824174262,27.71071428571434,139.5699999999997,847.5,501.152,424.1319999999996,72,1100,240.0,offline_diagnostic_not_live_rule,0.8,0.8,0.8,0.8,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_context_support,ewo_unclear_or_unavailable,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.8,5,good
near_miss_exp257_forex_majors_audcadr_h4_minor_impulse_002,h4_d1,Forex Majors,AUDCAD.r,H4,minor,near_miss,exclude_from_guided_search,0.0,0.174614,0.050909,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\040_near_miss_exp257_forex_majors_audcadr_h4_minor_impulse_002.png,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.2102397541812113,0.2291556495681305,7.287287287287275,1.2040268999070112,5.726923076923061,0.0021407142857142,0.0156,0.08934,0.0742009999999999,0.068076,56,1100,240.0,offline_diagnostic_not_live_rule,0.5625,0.5625,0.5625,0.5625,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_correction_context,ewo_unclear_or_unavailable,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,8,8,symbol_timeframe_degree,0.5625,8,good
near_miss_exp257_metals_xageurr_h4_minor_impulse_002,h4_d1,Metals,XAGEUR.r,H4,minor,near_miss,exclude_from_guided_search,0.0,0.043295,0.056364,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\041_near_miss_exp257_metals_xageurr_h4_minor_impulse_002.png,exp257_metals_xageurr_h4,True,,0.0432952073538698,0.9853082082401792,0.9853082082401792,0.9853082082401792,,0.9853082082401792,,not_available,0.0643440246613856,0.072792911834452,12.717903415783232,1.4861696846829942,22.757904822740365,0.2425714285714291,3.0849999999999973,71.255,47.94539999999998,42.38050000000002,62,1100,240.0,offline_diagnostic_not_live_rule,0.7,0.7,0.7,0.7,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_context_support,ewo_unclear_or_unavailable,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.7,5,good
near_miss_exp257_index_aus200_h4_minor_impulse_002,h4_d1,Index,AUS200,H4,minor,near_miss,exclude_from_guided_search,0.0,0.149947,0.029091,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\042_near_miss_exp257_index_aus200_h4_minor_impulse_002.png,exp257_index_aus200_h4,True,,0.1499469026548671,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,4.799482046993411,1.6911036970819229,6.669027384324838,26.47785714285731,127.07999999999991,847.5,501.152,424.1319999999996,32,1100,240.0,offline_diagnostic_not_live_rule,0.5,0.5,0.5,0.5,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_context_support,ewo_unclear_or_unavailable,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.5,5,good
near_miss_exp257_forex_majors_audcadr_h4_major_impulse_006,h4_d1,Forex Majors,AUDCAD.r,H4,major,near_miss,exclude_from_guided_search,0.0,0.387508,0.171818,balanced,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\043_near_miss_exp257_forex_majors_audcadr_h4_major_impulse_006.png,exp257_forex_majors_audcadr_h4,True,,0.3875083948959027,1.0698393077873896,1.0,0.9592684954280942,,1.0,,not_available,0.4665705313944556,0.5085492684646568,15.333122429610915,1.2040268999070112,2.580589254766035,0.0022578571428571,0.0346199999999999,0.08934,0.0742009999999999,0.068076,189,1100,240.0,offline_diagnostic_not_live_rule,0.75,0.75,0.75,0.75,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_context_support,ewo_unclear_or_unavailable,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,8,8,symbol_timeframe_degree,0.75,8,good
near_miss_exp257_metals_xageurr_h4_major_impulse_002,h4_d1,Metals,XAGEUR.r,H4,major,near_miss,exclude_from_guided_search,0.0,0.038776,0.077273,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\044_near_miss_exp257_metals_xageurr_h4_major_impulse_002.png,exp257_metals_xageurr_h4,True,,0.0387762262297382,0.8426349496797809,0.8309774436090233,0.8309774436090233,,0.8309774436090233,,not_available,0.0576280519090466,0.0651950779249891,11.94257486878668,1.4861696846829942,21.43007518796993,0.2313571428571426,2.7630000000000017,71.255,47.94539999999998,42.38050000000002,85,1100,240.0,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_context_support,ewo_unclear_or_unavailable,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.4,5,good
near_miss_exp257_index_aus200_h4_major_impulse_002,h4_d1,Index,AUS200,H4,major,near_miss,exclude_from_guided_search,0.0,0.29659,0.095455,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\045_near_miss_exp257_index_aus200_h4_major_impulse_002.png,exp257_index_aus200_h4,True,,0.2965899705014734,0.9169372195673569,0.9169372195673569,0.9169372195673569,,0.9169372195673569,,not_available,0.5015643956324602,0.592645685777067,8.200978792822138,1.691103697081923,3.091598876445491,30.650000000000027,251.3599999999988,847.5,501.152,424.1319999999996,105,1100,240.0,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4,bullish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_context_support,ewo_unclear_or_unavailable,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.4,5,good
hard_invalid_exp257_forex_majors_audcadr_h4_intermediate_impulse_001,h4_d1,Forex Majors,AUDCAD.r,H4,intermediate,hard_invalid,exclude_from_guided_search,6.0,0.174614,0.083636,medium_small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.2102397541812113,0.2291556495681305,9.52879581151834,1.2040268999070112,5.726923076923061,0.0016371428571428,0.0156,0.08934,0.0742009999999999,0.068076,92,1100,240.0,offline_diagnostic_not_live_rule,0.875,0.875,0.875,0.875,bearish,exclude_from_guided_search,6.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_context_support,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,8,8,symbol_timeframe_degree,0.875,8,good
hard_invalid_exp257_metals_xageurr_h4_intermediate_impulse_001,h4_d1,Metals,XAGEUR.r,H4,intermediate,hard_invalid,exclude_from_guided_search,0.0,0.040474,0.080909,small,not_applicable,prominence_not_applicable,,exp257_metals_xageurr_h4,True,,0.0404743526770051,0.8673684210526319,0.8673684210526319,0.8673684210526319,,0.8673684210526319,,not_available,0.060151755955733,0.0680501645804084,10.36877247046741,1.4861696846829942,21.43007518796993,0.2781428571428565,2.8840000000000003,71.255,47.94539999999998,42.38050000000002,89,1100,240.0,offline_diagnostic_not_live_rule,1.0,1.0,1.0,1.0,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_correction_context,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; price_inside_ema_band_adds_ambiguity; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,1.0,5,good
hard_invalid_exp257_index_aus200_h4_intermediate_impulse_001,h4_d1,Index,AUS200,H4,intermediate,hard_invalid,exclude_from_guided_search,0.0,0.149947,0.039091,small,not_applicable,prominence_not_applicable,,exp257_index_aus200_h4,True,,0.1499469026548671,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,4.809862391521809,1.6911036970819229,6.669027384324838,26.420714285714244,127.07999999999991,847.5,501.152,424.1319999999996,43,1100,240.0,offline_diagnostic_not_live_rule,0.4,0.4,0.4,0.4,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_misleading_warning,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.4,5,good
hard_invalid_exp257_forex_majors_audcadr_h4_minor_impulse_001,h4_d1,Forex Majors,AUDCAD.r,H4,minor,hard_invalid,exclude_from_guided_search,0.0,0.174614,0.056364,small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.2102397541812113,0.2291556495681305,6.926736441484313,1.2040268999070112,5.726923076923061,0.0022521428571428,0.0156,0.08934,0.0742009999999999,0.068076,62,1100,240.0,offline_diagnostic_not_live_rule,0.5625,0.5625,0.5625,0.5625,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_misleading_warning,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; price_inside_ema_band_adds_ambiguity; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,8,8,symbol_timeframe_degree,0.5625,8,good
hard_invalid_exp257_metals_xageurr_h4_minor_impulse_001,h4_d1,Metals,XAGEUR.r,H4,minor,hard_invalid,exclude_from_guided_search,0.0,0.043295,0.056364,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\050_hard_invalid_exp257_metals_xageurr_h4_minor_impulse_001.png,exp257_metals_xageurr_h4,True,,0.0432952073538698,0.9853082082401792,0.9853082082401792,0.9853082082401792,,0.9853082082401792,,not_available,0.0643440246613856,0.072792911834452,9.060205580029356,1.4861696846829942,22.757904822740365,0.3405000000000002,3.0849999999999973,71.255,47.94539999999998,42.38050000000002,62,1100,240.0,offline_diagnostic_not_live_rule,0.7,0.7,0.7,0.7,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_misleading_warning,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.7,5,good
hard_invalid_exp257_index_aus200_h4_minor_impulse_001,h4_d1,Index,AUS200,H4,minor,hard_invalid,exclude_from_guided_search,0.0,0.149947,0.031818,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\051_hard_invalid_exp257_index_aus200_h4_minor_impulse_001.png,exp257_index_aus200_h4,True,,0.1499469026548671,1.0,1.0,1.0,,1.0,,not_available,0.2535757614456291,0.2996237020550207,4.093318608503558,1.6911036970819229,6.669027384324838,31.045714285714503,127.07999999999991,847.5,501.152,424.1319999999996,35,1100,240.0,offline_diagnostic_not_live_rule,0.5,0.5,0.5,0.5,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_misleading_warning,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.5,5,good
hard_invalid_exp257_forex_majors_audcadr_h4_major_impulse_001,h4_d1,Forex Majors,AUDCAD.r,H4,major,hard_invalid,exclude_from_guided_search,0.0,0.174614,0.115455,medium_small,not_applicable,prominence_not_applicable,,exp257_forex_majors_audcadr_h4,True,,0.1746138347884491,1.0,1.0,1.0,,1.0,,not_available,0.2102397541812113,0.2291556495681305,6.23465600913507,1.2040268999070112,5.726923076923061,0.0025021428571428,0.0156,0.08934,0.0742009999999999,0.068076,127,1100,240.0,offline_diagnostic_not_live_rule,0.375,0.375,0.375,0.375,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_misleading_warning,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,8,8,symbol_timeframe_degree,0.375,8,good
hard_invalid_exp257_metals_xageurr_h4_major_impulse_001,h4_d1,Metals,XAGEUR.r,H4,major,hard_invalid,exclude_from_guided_search,0.0,0.040474,0.080909,small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\053_hard_invalid_exp257_metals_xageurr_h4_major_impulse_001.png,exp257_metals_xageurr_h4,True,,0.0404743526770051,0.8673684210526319,0.8673684210526319,0.8673684210526319,,0.8673684210526319,,not_available,0.060151755955733,0.0680501645804084,10.36877247046741,1.4861696846829942,21.43007518796993,0.2781428571428565,2.8840000000000003,71.255,47.94539999999998,42.38050000000002,89,1100,240.0,offline_diagnostic_not_live_rule,0.8,0.8,0.8,0.8,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_correction_context,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; price_inside_ema_band_adds_ambiguity; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.8,5,good
hard_invalid_exp257_index_aus200_h4_major_impulse_001,h4_d1,Index,AUS200,H4,major,hard_invalid,exclude_from_guided_search,0.0,0.323457,0.090909,medium_small,not_applicable,prominence_not_applicable,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\054_hard_invalid_exp257_index_aus200_h4_major_impulse_001.png,exp257_index_aus200_h4,True,,0.3234572271386421,1.0,1.0,1.0,,1.0,,not_available,0.5469997126620251,0.6463318023634139,7.394643545279413,1.691103697081923,3.091598876445491,37.07142857142832,274.1299999999992,847.5,501.152,424.1319999999996,100,1100,240.0,offline_diagnostic_not_live_rule,0.8,0.8,0.8,0.8,bearish,exclude_from_guided_search,0.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_misleading_warning,ewo_unclear_or_unavailable,hard_invalid_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,new_controlled_h4_d1_by_market_group,,,,,phase257_phase256_compatible_expansion,5,5,symbol_timeframe_degree,0.8,5,good
impulse_exp252_forex_audjpy_h4_minor_impulse_004,h4_d1,Forex Majors,AUDJPY.r,H4,minor,impulse,auxiliary_low_prominence_substructure,48.0,0.147364,0.084444,medium_small,better_as_lower_tf_substructure,better_as_lower_tf_substructure,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\001_impulse_exp252_forex_audjpy_h4_minor_impulse_004.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bullish,auxiliary_low_prominence_substructure,48.0,downgrade_to_auxiliary_low_prominence,auxiliary_only,"H4/D1 low-prominence minor/major structure is useful only as substructure/context, not as primary seed.",False,ema_htf_context_support,relative_wave_role_support,minor is substructure; H4/D1 near_miss stays provisional; better handled as lower-timeframe substructure,"H4/D1 low-prominence minor/major structure is useful only as substructure/context, not as primary seed.",True,reused_phase256_existing_policy,auxiliary_low_prominence_substructure,48.0,downgrade_to_auxiliary_low_prominence,auxiliary_only,phase256_exact,0,8,not_available,,0,not_available
impulse_exp252_metals_xagusd_h4_minor_impulse_004,h4_d1,Metals,XAGUSD.r,H4,minor,impulse,exclude_from_guided_search,50.0,0.039935,0.035556,small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\002_impulse_exp252_metals_xagusd_h4_minor_impulse_004.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bullish,exclude_from_guided_search,50.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_context_support,relative_wave_role_support,minor is substructure; H4/D1 near_miss stays provisional; count is too small or short relative to visible window,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,reused_phase256_existing_policy,exclude_from_guided_search,50.0,keep,no,phase256_exact,0,5,not_available,,0,not_available
impulse_exp252_index_aus200_h4_minor_impulse_028,h4_d1,Index,AUS200,H4,minor,impulse,exclude_from_guided_search,44.0,0.448578,0.073333,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\003_impulse_exp252_index_aus200_h4_minor_impulse_028.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bearish,exclude_from_guided_search,44.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_correction_context,relative_wave_role_support,minor is substructure; H4/D1 near_miss stays provisional; count is too small or short relative to visible window; htf_conflict_warning,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,reused_phase256_existing_policy,exclude_from_guided_search,44.0,keep,no,phase256_exact,5,5,not_available,,0,not_available
impulse_exp252_forex_audjpy_h4_minor_impulse_022,h4_d1,Forex Majors,AUDJPY.r,H4,minor,impulse,exclude_from_guided_search,47.0,0.253464,0.074444,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\004_impulse_exp252_forex_audjpy_h4_minor_impulse_022.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bullish,exclude_from_guided_search,47.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,False,ema_htf_context_support,momentum_context_only,minor is substructure; H4/D1 near_miss stays provisional; count is too small or short relative to visible window; EWO supports momentum but not full wave role,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,reused_phase256_existing_policy,exclude_from_guided_search,47.0,keep,no,phase256_exact,0,8,not_available,,0,not_available
impulse_exp252_forex_audjpy_h4_intermediate_impulse_002,h4_d1,Forex Majors,AUDJPY.r,H4,intermediate,impulse,high_quality_structure,100.0,0.205604,0.113333,medium_small,acceptable_for_timeframe,acceptable_for_timeframe,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\005_impulse_exp252_forex_audjpy_h4_intermediate_impulse_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bullish,high_quality_structure,100.0,no_change,yes,No 2.5.6 prominence adjustment required.,False,ema_htf_context_support,relative_wave_role_support,,No 2.5.6 prominence adjustment required.,True,reused_phase256_existing_policy,high_quality_structure,100.0,no_change,yes,phase256_exact,0,8,not_available,,0,not_available
impulse_exp252_metals_xagusd_h4_intermediate_impulse_002,h4_d1,Metals,XAGUSD.r,H4,intermediate,impulse,visual_watchlist_low_prominence,44.0,0.053223,0.07,small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\006_impulse_exp252_metals_xagusd_h4_intermediate_impulse_002.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bullish,visual_watchlist_low_prominence,44.0,downgrade_to_watchlist,watchlist_only,H4/D1 intermediate impulse is too small for the visible window; EWO/EMA/HTF cannot keep it as a provisional seed. 2.5.5 visual audit flagged this as too lenient.,False,ema_htf_context_support,relative_wave_role_support,count is too small or short relative to visible window,H4/D1 intermediate impulse is too small for the visible window; EWO/EMA/HTF cannot keep it as a provisional seed. 2.5.5 visual audit flagged this as too lenient.,True,reused_phase256_existing_policy,visual_watchlist_low_prominence,44.0,downgrade_to_watchlist,watchlist_only,phase256_exact,0,5,not_available,,0,not_available
impulse_exp252_index_aus200_h4_intermediate_impulse_020,h4_d1,Index,AUS200,H4,intermediate,impulse,exclude_from_guided_search,24.0,0.448578,0.073333,medium_small,too_small_for_timeframe,low_prominence_vs_window,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\007_impulse_exp252_index_aus200_h4_intermediate_impulse_020.png,,False,missing_example_or_times,,,,,,,,not_available,,,,,,,,,,,0,0,,offline_diagnostic_not_live_rule,,,,,bearish,exclude_from_guided_search,24.0,keep,no,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,ema_htf_correction_context,relative_wave_role_support,H4/D1 near_miss stays provisional; visual_status=false_positive_risk; count is too small or short relative to visible window; htf_conflict_warning; context_must_not_rescue_bad_count,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,True,reused_phase256_existing_policy,exclude_from_guided_search,24.0,keep,no,phase256_exact,5,5,not_available,,0,not_available
